timestamp_utc,field,old_value,new_value,observed_at_utc
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-18T12:20:33Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-18T12:20:33Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-18T12:20:33Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-18T12:20:33Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-18T12:20:33Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-18T12:20:33Z
2026-09-18T05:50:00Z,wspd,8.0,7.0,2026-09-18T12:20:33Z
2026-09-18T05:50:00Z,gst,10.0,9.0,2026-09-18T12:20:33Z
2026-09-18T05:50:00Z,wvht,,2.0,2026-09-18T12:20:33Z
2026-09-18T05:50:00Z,dpd,,8,2026-09-18T12:20:33Z
2026-09-18T05:50:00Z,apd,,6.0,2026-09-18T12:20:33Z
2026-09-18T05:50:00Z,mwd,,1,2026-09-18T12:20:33Z
2026-09-18T05:50:00Z,pres,1023.9,1024.2,2026-09-18T12:20:33Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-18T12:20:33Z
2026-09-18T05:50:00Z,wtmp,,16.2,2026-09-18T12:20:33Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-18T12:20:33Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-18T17:10:47Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-18T17:10:47Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-18T17:10:47Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-18T17:10:47Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-18T17:10:47Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-18T17:10:47Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-18T17:10:47Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-18T17:10:47Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-18T17:10:47Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-18T17:10:47Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-18T17:10:47Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-18T17:10:47Z
2026-09-18T11:40:00Z,wvht,,1.6,2026-09-18T17:10:47Z
2026-09-18T11:40:00Z,dpd,,7,2026-09-18T17:10:47Z
2026-09-18T11:40:00Z,pres,1024.0,,2026-09-18T17:10:47Z
2026-09-18T11:40:00Z,atmp,14.8,,2026-09-18T17:10:47Z
2026-09-18T11:40:00Z,dewp,12.4,,2026-09-18T17:10:47Z
2026-09-18T11:50:00Z,wvht,,1.6,2026-09-18T17:10:47Z
2026-09-18T11:50:00Z,apd,,5.7,2026-09-18T17:10:47Z
2026-09-18T11:50:00Z,mwd,,8,2026-09-18T17:10:47Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-18T21:48:22Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-18T21:48:22Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-18T21:48:22Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-18T21:48:22Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-18T21:48:22Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-18T21:48:22Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-18T21:48:22Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-18T21:48:22Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-18T21:48:22Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-18T21:48:22Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-18T21:48:22Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-18T21:48:22Z
2026-09-18T11:40:00Z,pres,1024.0,,2026-09-18T21:48:22Z
2026-09-18T11:40:00Z,atmp,14.8,,2026-09-18T21:48:22Z
2026-09-18T11:40:00Z,dewp,12.4,,2026-09-18T21:48:22Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-19T06:31:03Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-19T06:31:03Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-19T06:31:03Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-19T06:31:03Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-19T06:31:03Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-19T06:31:03Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-19T06:31:03Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-19T06:31:03Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-19T06:31:03Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-19T06:31:03Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-19T06:31:03Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-19T06:31:03Z
2026-09-18T11:40:00Z,pres,1024.0,,2026-09-19T06:31:03Z
2026-09-18T11:40:00Z,atmp,14.8,,2026-09-19T06:31:03Z
2026-09-18T11:40:00Z,dewp,12.4,,2026-09-19T06:31:03Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-19T12:02:21Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-19T12:02:21Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-19T12:02:21Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-19T12:02:21Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-19T12:02:21Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-19T12:02:21Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-19T12:02:21Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-19T12:02:21Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-19T12:02:21Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-19T12:02:21Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-19T12:02:21Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-19T12:02:21Z
2026-09-18T11:40:00Z,pres,1024.0,,2026-09-19T12:02:21Z
2026-09-18T11:40:00Z,atmp,14.8,,2026-09-19T12:02:21Z
2026-09-18T11:40:00Z,dewp,12.4,,2026-09-19T12:02:21Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-19T16:46:07Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-19T16:46:07Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-19T16:46:07Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-19T16:46:07Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-19T16:46:07Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-19T16:46:07Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-19T16:46:07Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-19T16:46:07Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-19T16:46:07Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-19T16:46:07Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-19T16:46:07Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-19T16:46:07Z
2026-09-18T11:40:00Z,pres,1024.0,,2026-09-19T16:46:07Z
2026-09-18T11:40:00Z,atmp,14.8,,2026-09-19T16:46:07Z
2026-09-18T11:40:00Z,dewp,12.4,,2026-09-19T16:46:07Z
2026-09-19T11:40:00Z,wvht,,0.9,2026-09-19T16:46:07Z
2026-09-19T11:40:00Z,apd,,7.2,2026-09-19T16:46:07Z
2026-09-19T11:40:00Z,mwd,,179,2026-09-19T16:46:07Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-19T21:41:56Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-19T21:41:56Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-19T21:41:56Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-19T21:41:56Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-19T21:41:56Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-19T21:41:56Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-19T21:41:56Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-19T21:41:56Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-19T21:41:56Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-19T21:41:56Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-19T21:41:56Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-19T21:41:56Z
2026-09-18T11:40:00Z,pres,1024.0,,2026-09-19T21:41:56Z
2026-09-18T11:40:00Z,atmp,14.8,,2026-09-19T21:41:56Z
2026-09-18T11:40:00Z,dewp,12.4,,2026-09-19T21:41:56Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-20T06:53:20Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-20T06:53:20Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-20T06:53:20Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-20T06:53:20Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-20T06:53:20Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-20T06:53:20Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-20T06:53:20Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-20T06:53:20Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-20T06:53:20Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-20T06:53:20Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-20T06:53:20Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-20T06:53:20Z
2026-09-18T11:40:00Z,pres,1024.0,,2026-09-20T06:53:20Z
2026-09-18T11:40:00Z,atmp,14.8,,2026-09-20T06:53:20Z
2026-09-18T11:40:00Z,dewp,12.4,,2026-09-20T06:53:20Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-20T12:35:27Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-20T12:35:27Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-20T12:35:27Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-20T12:35:27Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-20T12:35:27Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-20T12:35:27Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-20T12:35:27Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-20T12:35:27Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-20T12:35:27Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-20T12:35:27Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-20T12:35:27Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-20T12:35:27Z
2026-09-18T11:40:00Z,pres,1024.0,,2026-09-20T12:35:27Z
2026-09-18T11:40:00Z,atmp,14.8,,2026-09-20T12:35:27Z
2026-09-18T11:40:00Z,dewp,12.4,,2026-09-20T12:35:27Z
2026-09-20T06:20:00Z,wdir,180,190,2026-09-20T12:35:27Z
2026-09-20T06:20:00Z,gst,8.0,7.0,2026-09-20T12:35:27Z
2026-09-20T06:20:00Z,dpd,19,,2026-09-20T12:35:27Z
2026-09-20T06:20:00Z,pres,1019.1,1019.4,2026-09-20T12:35:27Z
2026-09-20T06:20:00Z,atmp,15.9,,2026-09-20T12:35:27Z
2026-09-20T06:20:00Z,wtmp,,16.4,2026-09-20T12:35:27Z
2026-09-20T06:20:00Z,dewp,14.8,,2026-09-20T12:35:27Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-20T16:57:27Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-20T16:57:27Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-20T16:57:27Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-20T16:57:27Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-20T16:57:27Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-20T16:57:27Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-20T16:57:27Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-20T16:57:27Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-20T16:57:27Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-20T16:57:27Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-20T16:57:27Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-20T16:57:27Z
2026-09-18T11:40:00Z,pres,1024.0,,2026-09-20T16:57:27Z
2026-09-18T11:40:00Z,atmp,14.8,,2026-09-20T16:57:27Z
2026-09-18T11:40:00Z,dewp,12.4,,2026-09-20T16:57:27Z
2026-09-20T06:20:00Z,dpd,19,,2026-09-20T16:57:27Z
2026-09-20T06:20:00Z,atmp,15.9,,2026-09-20T16:57:27Z
2026-09-20T06:20:00Z,dewp,14.8,,2026-09-20T16:57:27Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-20T21:45:59Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-20T21:45:59Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-20T21:45:59Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-20T21:45:59Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-20T21:45:59Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-20T21:45:59Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-20T21:45:59Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-20T21:45:59Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-20T21:45:59Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-20T21:45:59Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-20T21:45:59Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-20T21:45:59Z
2026-09-18T11:40:00Z,pres,1024.0,,2026-09-20T21:45:59Z
2026-09-18T11:40:00Z,atmp,14.8,,2026-09-20T21:45:59Z
2026-09-18T11:40:00Z,dewp,12.4,,2026-09-20T21:45:59Z
2026-09-20T06:20:00Z,dpd,19,,2026-09-20T21:45:59Z
2026-09-20T06:20:00Z,atmp,15.9,,2026-09-20T21:45:59Z
2026-09-20T06:20:00Z,dewp,14.8,,2026-09-20T21:45:59Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-21T07:00:48Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-21T07:00:48Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-21T07:00:48Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-21T07:00:48Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-21T07:00:48Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-21T07:00:48Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-21T07:00:48Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-21T07:00:48Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-21T07:00:48Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-21T07:00:48Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-21T07:00:48Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-21T07:00:48Z
2026-09-18T11:40:00Z,pres,1024.0,,2026-09-21T07:00:48Z
2026-09-18T11:40:00Z,atmp,14.8,,2026-09-21T07:00:48Z
2026-09-18T11:40:00Z,dewp,12.4,,2026-09-21T07:00:48Z
2026-09-20T06:20:00Z,dpd,19,,2026-09-21T07:00:48Z
2026-09-20T06:20:00Z,atmp,15.9,,2026-09-21T07:00:48Z
2026-09-20T06:20:00Z,dewp,14.8,,2026-09-21T07:00:48Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-21T14:30:10Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-21T14:30:10Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-21T14:30:10Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-21T14:30:10Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-21T14:30:10Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-21T14:30:10Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-21T14:30:10Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-21T14:30:10Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-21T14:30:10Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-21T14:30:10Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-21T14:30:10Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-21T14:30:10Z
2026-09-18T11:40:00Z,pres,1024.0,,2026-09-21T14:30:10Z
2026-09-18T11:40:00Z,atmp,14.8,,2026-09-21T14:30:10Z
2026-09-18T11:40:00Z,dewp,12.4,,2026-09-21T14:30:10Z
2026-09-20T06:20:00Z,dpd,19,,2026-09-21T14:30:10Z
2026-09-20T06:20:00Z,atmp,15.9,,2026-09-21T14:30:10Z
2026-09-20T06:20:00Z,dewp,14.8,,2026-09-21T14:30:10Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-21T18:53:30Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-21T18:53:30Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-21T18:53:30Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-21T18:53:30Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-21T18:53:30Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-21T18:53:30Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-21T18:53:30Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-21T18:53:30Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-21T18:53:30Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-21T18:53:30Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-21T18:53:30Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-21T18:53:30Z
2026-09-18T11:40:00Z,pres,1024.0,,2026-09-21T18:53:30Z
2026-09-18T11:40:00Z,atmp,14.8,,2026-09-21T18:53:30Z
2026-09-18T11:40:00Z,dewp,12.4,,2026-09-21T18:53:30Z
2026-09-20T06:20:00Z,dpd,19,,2026-09-21T18:53:30Z
2026-09-20T06:20:00Z,atmp,15.9,,2026-09-21T18:53:30Z
2026-09-20T06:20:00Z,dewp,14.8,,2026-09-21T18:53:30Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-21T22:46:46Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-21T22:46:46Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-21T22:46:46Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-21T22:46:46Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-21T22:46:46Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-21T22:46:46Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-21T22:46:46Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-21T22:46:46Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-21T22:46:46Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-21T22:46:46Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-21T22:46:46Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-21T22:46:46Z
2026-09-18T11:40:00Z,pres,1024.0,,2026-09-21T22:46:46Z
2026-09-18T11:40:00Z,atmp,14.8,,2026-09-21T22:46:46Z
2026-09-18T11:40:00Z,dewp,12.4,,2026-09-21T22:46:46Z
2026-09-20T06:20:00Z,dpd,19,,2026-09-21T22:46:46Z
2026-09-20T06:20:00Z,atmp,15.9,,2026-09-21T22:46:46Z
2026-09-20T06:20:00Z,dewp,14.8,,2026-09-21T22:46:46Z
2026-09-15T05:50:00Z,atmp,15.3,,2026-09-22T12:00:08Z
2026-09-15T05:50:00Z,dewp,14.5,,2026-09-22T12:00:08Z
2026-09-15T12:20:00Z,atmp,15.3,,2026-09-22T12:00:08Z
2026-09-15T12:20:00Z,dewp,14.3,,2026-09-22T12:00:08Z
2026-09-16T05:50:00Z,dpd,7,,2026-09-22T12:00:08Z
2026-09-16T05:50:00Z,atmp,16.0,,2026-09-22T12:00:08Z
2026-09-16T05:50:00Z,dewp,12.6,,2026-09-22T12:00:08Z
2026-09-18T05:50:00Z,atmp,14.9,,2026-09-22T12:00:08Z
2026-09-18T05:50:00Z,dewp,12.9,,2026-09-22T12:00:08Z
2026-09-18T11:40:00Z,wdir,340,,2026-09-22T12:00:08Z
2026-09-18T11:40:00Z,wspd,5.0,,2026-09-22T12:00:08Z
2026-09-18T11:40:00Z,gst,7.0,,2026-09-22T12:00:08Z
