timestamp_utc,field,old_value,new_value,observed_at_utc
2026-09-22T19:10:00Z,wdir,60,,2026-09-22T22:53:25Z
2026-09-22T19:10:00Z,wspd,6.0,,2026-09-22T22:53:25Z
2026-09-22T19:10:00Z,gst,7.0,,2026-09-22T22:53:25Z
2026-09-22T19:10:00Z,dpd,,10,2026-09-22T22:53:25Z
2026-09-22T19:10:00Z,pres,1019.0,,2026-09-22T22:53:25Z
2026-09-22T19:10:00Z,atmp,25.5,,2026-09-22T22:53:25Z
2026-09-22T19:10:00Z,wtmp,26.2,,2026-09-22T22:53:25Z
2026-09-22T19:10:00Z,dewp,21.7,,2026-09-22T22:53:25Z
2026-09-22T19:10:00Z,wdir,60,,2026-09-23T01:20:36Z
2026-09-22T19:10:00Z,wspd,6.0,,2026-09-23T01:20:36Z
2026-09-22T19:10:00Z,gst,7.0,,2026-09-23T01:20:36Z
2026-09-22T19:10:00Z,pres,1019.0,,2026-09-23T01:20:36Z
2026-09-22T19:10:00Z,atmp,25.5,,2026-09-23T01:20:36Z
2026-09-22T19:10:00Z,wtmp,26.2,,2026-09-23T01:20:36Z
2026-09-22T19:10:00Z,dewp,21.7,,2026-09-23T01:20:36Z
2026-09-22T19:10:00Z,wdir,60,,2026-09-23T06:29:20Z
2026-09-22T19:10:00Z,wspd,6.0,,2026-09-23T06:29:20Z
2026-09-22T19:10:00Z,gst,7.0,,2026-09-23T06:29:20Z
2026-09-22T19:10:00Z,pres,1019.0,,2026-09-23T06:29:20Z
2026-09-22T19:10:00Z,atmp,25.5,,2026-09-23T06:29:20Z
2026-09-22T19:10:00Z,wtmp,26.2,,2026-09-23T06:29:20Z
2026-09-22T19:10:00Z,dewp,21.7,,2026-09-23T06:29:20Z
2026-09-22T19:10:00Z,wdir,60,,2026-09-23T11:59:48Z
2026-09-22T19:10:00Z,wspd,6.0,,2026-09-23T11:59:48Z
2026-09-22T19:10:00Z,gst,7.0,,2026-09-23T11:59:48Z
2026-09-22T19:10:00Z,pres,1019.0,,2026-09-23T11:59:48Z
2026-09-22T19:10:00Z,atmp,25.5,,2026-09-23T11:59:48Z
2026-09-22T19:10:00Z,wtmp,26.2,,2026-09-23T11:59:48Z
2026-09-22T19:10:00Z,dewp,21.7,,2026-09-23T11:59:48Z
2026-09-23T05:50:00Z,dpd,11,,2026-09-23T11:59:48Z
2026-09-23T05:50:00Z,pres,1016.7,1016.5,2026-09-23T11:59:48Z
