timestamp_utc,wtmp,wvht,dpd,mwd,atmp,wspd,wdir
2023-01-02T09:00:00Z,25.9,2.18,11.43,6,24.0,8.4,45
2023-01-02T10:00:00Z,25.9,2.03,12.12,346,24.6,7.2,66
2023-01-02T11:00:00Z,25.9,2.04,12.12,329,25.0,8.2,79
2023-01-02T12:00:00Z,25.8,2.12,8.33,107,24.6,5.9,78
2023-01-02T13:00:00Z,25.8,1.99,12.12,309,25.0,8.0,74
2023-01-02T14:00:00Z,25.8,2.01,12.12,322,25.2,8.1,81
2023-01-02T15:00:00Z,25.8,1.95,12.12,344,24.5,8.0,65
2023-01-02T16:00:00Z,25.8,2.04,12.12,338,25.0,8.4,83
2023-01-02T17:00:00Z,25.8,2.07,12.12,340,25.0,7.1,81
2023-01-02T18:00:00Z,25.8,2.14,12.12,352,25.3,7.0,82
2023-01-02T19:00:00Z,25.8,2.08,11.43,343,24.2,6.7,62
2023-01-02T20:00:00Z,25.8,2.29,12.12,352,25.2,8.0,82
2023-01-02T21:00:00Z,25.8,2.18,12.12,353,25.4,7.4,82
2023-01-02T22:00:00Z,25.9,2.31,16.00,8,25.5,7.0,80
2023-01-02T23:00:00Z,25.9,2.36,16.00,341,25.5,7.4,83
2023-01-03T00:00:00Z,25.9,2.52,16.00,356,25.5,6.3,83
2023-01-03T01:00:00Z,25.9,2.41,16.00,337,25.5,6.6,79
2023-01-03T02:00:00Z,25.9,2.35,13.79,353,25.6,6.4,82
2023-01-03T03:00:00Z,25.9,2.29,16.00,359,25.5,6.4,76
2023-01-03T04:00:00Z,25.9,2.59,14.81,349,25.4,6.5,73
2023-01-03T05:00:00Z,25.8,2.29,16.00,353,25.3,6.7,72
2023-01-03T06:00:00Z,25.8,2.30,14.81,4,25.2,6.3,71
2023-01-03T07:00:00Z,25.8,2.26,14.81,340,25.2,6.4,77
2023-01-03T08:00:00Z,25.8,2.24,14.81,338,25.3,5.4,71
2023-01-03T09:00:00Z,25.8,2.36,14.81,325,25.4,5.5,67
2023-01-03T10:00:00Z,25.8,2.19,14.81,343,25.2,5.7,80
2023-01-03T11:00:00Z,25.8,2.23,14.81,340,25.0,5.6,78
2023-01-03T12:00:00Z,25.8,2.51,14.81,322,24.9,4.5,64
2023-01-03T13:00:00Z,25.8,2.32,14.81,327,25.0,4.4,53
2023-01-03T14:00:00Z,25.8,2.30,16.00,319,25.0,4.3,54
2023-01-03T15:00:00Z,25.8,2.18,13.79,340,24.4,3.8,18
2023-01-03T16:00:00Z,25.8,2.38,14.81,333,24.4,7.0,66
2023-01-03T17:00:00Z,25.8,2.08,13.79,333,24.5,5.7,63
2023-01-03T18:00:00Z,25.8,2.11,14.81,328,24.9,4.1,56
2023-01-03T19:00:00Z,25.8,2.20,14.81,335,24.7,7.0,59
2023-01-03T20:00:00Z,25.8,2.30,13.79,323,23.9,7.2,18
2023-01-03T21:00:00Z,25.8,2.29,16.00,323,25.1,4.1,36
2023-01-03T22:00:00Z,25.9,2.13,14.81,324,24.9,6.2,49
2023-01-03T23:00:00Z,25.9,2.07,12.90,324,25.3,5.3,59
2023-01-04T00:00:00Z,25.9,2.50,14.81,334,25.4,5.9,53
2023-01-04T01:00:00Z,25.9,2.18,13.79,343,25.4,6.2,47
2023-01-04T02:00:00Z,25.9,1.98,14.81,346,25.4,7.2,35
2023-01-04T03:00:00Z,25.9,2.07,14.81,329,25.5,6.9,22
2023-01-04T04:00:00Z,25.8,1.93,13.79,329,25.3,7.4,26
2023-01-04T05:00:00Z,25.8,2.03,14.81,324,25.2,8.2,23
2023-01-04T06:00:00Z,25.8,2.37,14.81,340,25.1,8.4,32
2023-01-04T07:00:00Z,25.8,2.21,13.79,337,25.1,8.3,34
2023-01-04T08:00:00Z,25.8,2.04,14.81,344,25.1,8.0,46
2023-01-04T09:00:00Z,25.8,2.38,13.79,313,25.0,7.0,46
2023-01-04T10:00:00Z,25.8,2.07,13.79,344,24.9,6.7,46
2023-01-04T11:00:00Z,25.8,2.22,13.79,332,24.9,6.9,47
2023-01-04T12:00:00Z,25.8,2.19,13.79,324,25.0,6.2,48
2023-01-04T13:00:00Z,25.8,2.04,13.79,324,24.9,6.7,62
2023-01-04T14:00:00Z,25.8,2.07,12.90,314,24.8,5.9,55
2023-01-04T15:00:00Z,25.8,1.97,12.90,302,24.7,4.7,42
2023-01-04T16:00:00Z,25.8,1.91,13.79,317,25.1,6.6,63
2023-01-04T17:00:00Z,25.8,1.83,13.79,319,25.1,6.5,79
2023-01-04T18:00:00Z,25.8,2.07,12.12,323,25.1,5.7,77
2023-01-04T19:00:00Z,25.8,1.90,13.79,308,25.2,5.7,68
2023-01-04T20:00:00Z,25.8,1.92,12.90,315,25.4,6.0,68
2023-01-04T21:00:00Z,25.8,1.82,11.43,316,25.5,5.4,76
2023-01-04T22:00:00Z,25.9,1.93,12.12,319,25.5,5.1,78
2023-01-04T23:00:00Z,25.9,1.88,12.90,319,25.5,4.3,73
2023-01-05T00:00:00Z,25.9,1.93,13.79,323,25.5,4.1,78
2023-01-05T01:00:00Z,26.0,1.91,12.90,302,25.5,4.2,71
2023-01-05T02:00:00Z,26.0,1.90,11.43,317,25.5,4.7,66
2023-01-05T03:00:00Z,26.0,2.04,12.90,312,25.6,5.1,62
2023-01-05T04:00:00Z,25.9,1.95,12.12,321,25.4,5.7,68
2023-01-05T05:00:00Z,25.9,2.00,12.90,315,25.5,4.9,79
2023-01-05T06:00:00Z,25.9,1.97,12.90,313,25.4,5.5,83
2023-01-05T07:00:00Z,25.9,1.81,12.12,318,25.4,6.0,79
2023-01-05T08:00:00Z,25.7,1.95,8.33,115,25.6,6.7,74
2023-01-05T09:00:00Z,25.7,1.79,12.12,325,25.3,6.2,84
2023-01-05T10:00:00Z,25.7,1.90,12.90,331,25.2,6.1,88
2023-01-05T11:00:00Z,25.7,1.84,12.90,320,25.1,6.5,99
2023-01-05T12:00:00Z,25.6,1.86,12.90,342,25.0,5.4,100
2023-01-05T13:00:00Z,25.6,1.72,12.90,328,25.0,5.5,77
2023-01-05T14:00:00Z,25.6,1.78,12.12,337,24.9,5.0,85
2023-01-05T15:00:00Z,25.6,1.76,8.33,72,24.9,4.9,75
2023-01-05T16:00:00Z,25.6,1.71,8.33,105,24.9,5.5,69
2023-01-05T17:00:00Z,25.6,1.74,8.33,74,25.0,5.4,78
2023-01-05T18:00:00Z,25.6,1.81,12.12,316,25.2,5.7,70
2023-01-05T19:00:00Z,25.6,1.79,8.33,111,25.3,5.7,79
2023-01-05T20:00:00Z,25.6,1.79,7.69,97,25.3,5.8,62
2023-01-05T21:00:00Z,25.7,1.66,12.12,348,25.2,6.0,65
2023-01-05T22:00:00Z,25.7,1.69,12.12,329,25.3,5.6,80
2023-01-05T23:00:00Z,25.8,1.66,11.43,323,25.3,6.0,75
2023-01-06T00:00:00Z,25.8,1.68,8.33,113,25.3,5.6,72
2023-01-06T01:00:00Z,25.9,1.65,11.43,343,25.4,5.4,67
2023-01-06T02:00:00Z,25.8,1.55,12.12,331,25.5,5.7,63
2023-01-06T03:00:00Z,25.9,1.51,11.43,327,25.4,5.9,66
2023-01-06T04:00:00Z,25.8,1.64,11.43,347,25.1,5.7,66
2023-01-06T05:00:00Z,25.8,1.67,11.43,327,24.8,6.0,61
2023-01-06T06:00:00Z,25.8,1.64,10.00,343,24.9,5.6,52
2023-01-06T07:00:00Z,25.8,1.54,10.81,320,24.8,5.7,46
2023-01-06T08:00:00Z,25.7,1.73,11.43,312,24.9,6.1,58
2023-01-06T09:00:00Z,25.7,1.70,12.12,349,24.9,5.9,60
2023-01-06T10:00:00Z,25.7,1.74,10.81,328,25.0,6.3,66
2023-01-06T11:00:00Z,25.6,1.71,8.33,98,25.0,6.1,70
2023-01-06T12:00:00Z,25.6,1.70,10.81,331,25.0,5.3,76
2023-01-06T13:00:00Z,25.6,1.83,8.33,80,25.0,5.9,72
2023-01-06T14:00:00Z,25.6,1.72,12.12,331,25.0,7.1,75
2023-01-06T15:00:00Z,25.6,1.66,8.33,88,25.0,6.7,78
2023-01-06T16:00:00Z,25.6,1.67,10.81,337,25.1,6.3,76
2023-01-06T17:00:00Z,25.6,1.59,8.33,102,25.1,6.6,69
2023-01-06T18:00:00Z,25.6,1.66,11.43,331,24.8,7.9,92
2023-01-06T19:00:00Z,25.6,1.59,7.69,105,25.1,8.1,75
2023-01-06T20:00:00Z,25.6,1.50,11.43,349,25.1,8.4,70
2023-01-06T21:00:00Z,25.6,1.73,7.14,118,25.4,7.6,79
2023-01-06T22:00:00Z,25.6,1.78,7.69,93,25.5,8.8,81
2023-01-06T23:00:00Z,25.6,1.72,7.69,103,25.4,8.4,82
2023-01-07T00:00:00Z,25.6,1.70,6.25,107,25.5,8.1,74
2023-01-07T01:00:00Z,25.6,1.82,7.69,105,25.5,8.6,78
2023-01-07T02:00:00Z,25.7,1.80,6.67,103,25.6,8.6,83
2023-01-07T03:00:00Z,25.7,1.92,7.69,114,25.6,9.1,79
2023-01-07T04:00:00Z,25.7,2.05,6.67,110,25.5,8.7,70
2023-01-07T05:00:00Z,25.8,2.07,7.14,114,25.5,8.6,75
2023-01-07T06:00:00Z,25.8,2.05,6.25,100,25.5,9.0,79
2023-01-07T07:00:00Z,25.8,2.07,7.69,99,25.6,8.5,77
2023-01-07T08:00:00Z,25.8,2.20,7.14,103,25.5,8.5,68
2023-01-07T09:00:00Z,25.8,2.19,7.14,94,25.5,8.5,73
2023-01-07T10:00:00Z,25.8,2.08,7.69,114,25.5,8.6,73
2023-01-07T11:00:00Z,25.7,2.22,7.69,108,25.4,8.7,70
2023-01-07T12:00:00Z,25.7,2.12,7.69,112,25.2,9.0,63
2023-01-07T13:00:00Z,25.7,2.11,7.69,108,25.1,9.5,65
2023-01-07T14:00:00Z,25.7,2.34,7.69,103,25.0,10.1,61
2023-01-07T15:00:00Z,25.7,2.30,7.14,99,25.1,10.3,57
2023-01-07T16:00:00Z,25.7,2.27,7.69,109,25.1,10.0,61
2023-01-07T17:00:00Z,25.7,2.43,7.69,101,25.0,9.7,57
2023-01-07T18:00:00Z,25.7,2.33,8.33,106,25.0,9.9,70
2023-01-07T19:00:00Z,25.7,2.24,7.69,98,25.2,9.2,66
2023-01-07T20:00:00Z,25.7,2.33,7.69,105,25.2,10.2,67
2023-01-07T21:00:00Z,25.7,2.41,8.33,107,25.2,9.6,66
2023-01-07T22:00:00Z,25.7,2.42,7.69,97,25.2,10.1,71
2023-01-07T23:00:00Z,25.7,2.57,7.69,104,25.2,9.9,65
2023-01-08T00:00:00Z,25.8,2.17,8.33,115,25.2,8.7,65
2023-01-08T01:00:00Z,25.8,2.30,8.33,115,25.3,9.0,67
2023-01-08T02:00:00Z,25.8,2.28,8.33,107,25.3,9.2,65
2023-01-08T03:00:00Z,25.8,2.30,7.14,100,25.3,9.1,63
2023-01-08T04:00:00Z,25.7,2.53,8.33,111,25.4,9.4,64
2023-01-08T05:00:00Z,25.7,2.37,9.09,118,25.4,8.7,65
2023-01-08T06:00:00Z,25.7,2.45,8.33,110,25.4,9.1,66
2023-01-08T07:00:00Z,25.7,2.49,8.33,112,25.3,8.8,76
2023-01-08T08:00:00Z,25.7,2.57,8.33,119,25.2,8.5,70
2023-01-08T09:00:00Z,25.7,2.48,8.33,114,25.1,8.2,66
2023-01-08T10:00:00Z,25.7,2.33,7.69,108,25.1,7.7,65
2023-01-08T11:00:00Z,25.7,2.51,8.33,108,25.0,7.9,63
2023-01-08T12:00:00Z,25.7,2.31,7.69,100,24.9,7.7,57
2023-01-08T13:00:00Z,25.7,2.14,8.33,112,24.9,7.4,57
2023-01-08T14:00:00Z,25.7,2.24,8.33,113,24.8,7.7,61
2023-01-08T15:00:00Z,25.7,2.03,8.33,115,24.8,7.7,55
2023-01-08T16:00:00Z,25.7,2.10,8.33,116,24.8,8.1,49
2023-01-08T17:00:00Z,25.7,2.13,9.09,124,24.7,8.4,52
2023-01-08T18:00:00Z,25.7,2.13,9.09,129,24.9,7.9,53
2023-01-08T19:00:00Z,25.6,2.28,9.09,113,25.0,8.8,47
2023-01-08T20:00:00Z,25.6,2.15,8.33,123,25.0,8.5,43
2023-01-08T21:00:00Z,25.7,2.12,8.33,113,25.0,7.7,43
2023-01-08T22:00:00Z,25.7,2.21,8.33,109,25.1,7.6,48
2023-01-08T23:00:00Z,25.7,2.19,8.33,116,25.3,7.1,58
2023-01-09T00:00:00Z,25.7,2.11,8.33,107,25.2,8.2,61
2023-01-09T01:00:00Z,25.7,2.00,8.33,116,25.2,7.3,68
2023-01-09T02:00:00Z,25.7,2.04,9.09,110,25.3,7.4,64
2023-01-09T03:00:00Z,25.7,2.03,9.09,107,25.2,7.5,75
2023-01-09T04:00:00Z,25.7,1.93,8.33,107,25.0,7.7,71
2023-01-09T05:00:00Z,25.7,1.92,8.33,106,25.0,7.6,64
2023-01-09T06:00:00Z,25.7,1.99,7.69,102,25.0,8.4,68
2023-01-09T07:00:00Z,25.6,1.86,8.33,108,25.0,8.1,64
2023-01-09T08:00:00Z,25.6,1.94,9.09,120,25.1,8.2,66
2023-01-09T09:00:00Z,25.6,2.07,9.09,128,25.1,8.2,73
2023-01-09T10:00:00Z,25.6,2.16,8.33,117,25.0,8.2,71
2023-01-09T11:00:00Z,25.6,2.13,8.33,112,25.0,8.4,72
2023-01-09T12:00:00Z,25.6,2.19,8.33,108,25.0,9.2,72
2023-01-09T13:00:00Z,25.6,2.17,9.09,104,25.0,8.6,80
2023-01-09T14:00:00Z,25.6,2.00,8.33,114,25.0,8.1,82
2023-01-09T15:00:00Z,25.6,2.27,9.09,108,25.0,9.1,81
2023-01-09T16:00:00Z,25.6,2.22,8.33,115,25.4,9.1,86
2023-01-09T17:00:00Z,25.6,2.28,8.33,112,25.3,9.4,74
2023-01-09T18:00:00Z,25.6,2.22,8.33,109,25.5,9.2,84
2023-01-09T19:00:00Z,25.6,2.49,8.33,117,25.5,8.8,82
2023-01-09T20:00:00Z,25.6,2.51,7.14,110,25.5,9.5,89
2023-01-09T21:00:00Z,25.6,2.46,7.14,110,25.6,9.6,82
2023-01-09T22:00:00Z,25.6,2.60,7.69,111,25.7,9.6,91
2023-01-09T23:00:00Z,25.6,2.54,8.33,112,25.7,9.0,85
2023-01-10T00:00:00Z,25.6,2.52,7.14,104,25.3,8.2,101
2023-01-10T01:00:00Z,25.6,2.40,7.14,108,25.7,8.2,99
2023-01-10T02:00:00Z,25.6,2.51,7.14,109,25.6,7.2,93
2023-01-10T03:00:00Z,25.6,2.41,9.09,120,25.7,8.0,95
2023-01-10T04:00:00Z,25.6,2.42,8.33,115,25.4,7.7,83
2023-01-10T05:00:00Z,25.6,2.35,7.69,113,25.5,8.0,96
2023-01-10T06:00:00Z,25.6,2.39,7.69,110,25.5,8.3,86
2023-01-10T07:00:00Z,25.6,2.35,7.69,104,25.5,7.8,85
2023-01-10T08:00:00Z,25.6,2.28,7.69,113,25.4,8.2,87
2023-01-10T09:00:00Z,25.6,2.36,8.33,118,25.3,7.9,73
2023-01-10T10:00:00Z,25.6,2.33,12.90,349,25.3,8.0,96
2023-01-10T11:00:00Z,25.6,2.36,8.33,116,25.4,7.3,96
2023-01-10T12:00:00Z,25.6,2.36,9.09,109,25.2,7.3,88
2023-01-10T13:00:00Z,25.6,2.28,8.33,99,25.1,7.7,85
2023-01-10T14:00:00Z,25.6,2.21,9.09,123,25.1,7.5,80
2023-01-10T15:00:00Z,25.6,2.11,7.69,115,25.1,6.7,82
2023-01-10T16:00:00Z,25.6,2.27,9.09,115,25.1,7.0,78
2023-01-10T17:00:00Z,25.6,2.26,8.33,108,25.2,7.4,76
2023-01-10T18:00:00Z,25.6,2.18,12.12,330,25.3,8.2,90
2023-01-10T19:00:00Z,25.6,2.24,9.09,113,25.4,7.8,80
2023-01-10T20:00:00Z,25.6,2.32,12.12,325,25.5,7.7,73
2023-01-10T21:00:00Z,25.7,2.28,12.12,338,25.3,8.2,63
2023-01-10T22:00:00Z,25.7,2.46,12.12,329,25.4,9.2,69
2023-01-10T23:00:00Z,25.7,2.35,9.09,106,25.4,8.3,80
2023-01-11T00:00:00Z,25.7,2.26,8.33,103,25.3,8.3,68
2023-01-11T01:00:00Z,25.7,2.27,9.09,106,25.3,7.3,69
2023-01-11T02:00:00Z,25.7,2.37,8.33,104,25.4,7.2,59
2023-01-11T03:00:00Z,25.7,2.40,12.90,335,25.5,7.3,64
2023-01-11T04:00:00Z,25.7,2.30,12.12,351,25.3,7.3,64
2023-01-11T05:00:00Z,25.7,2.16,10.00,74,25.3,7.4,61
2023-01-11T06:00:00Z,25.7,2.38,12.12,355,25.4,8.2,63
2023-01-11T07:00:00Z,25.7,2.30,11.43,350,25.3,7.7,53
2023-01-11T08:00:00Z,25.7,2.36,12.90,342,25.0,7.4,40
2023-01-11T09:00:00Z,25.7,2.32,8.33,99,25.3,8.0,41
2023-01-11T10:00:00Z,25.7,2.36,8.33,103,25.0,9.0,43
2023-01-11T11:00:00Z,25.7,2.37,12.12,0,25.2,9.3,48
2023-01-11T12:00:00Z,25.7,2.56,12.12,334,24.8,9.4,44
2023-01-11T13:00:00Z,25.7,2.56,10.81,349,24.7,9.1,39
2023-01-11T14:00:00Z,25.7,2.45,12.12,345,24.4,8.5,30
2023-01-11T15:00:00Z,25.7,2.44,12.12,353,24.9,9.1,43
2023-01-11T16:00:00Z,25.7,2.34,12.12,347,25.1,9.3,38
2023-01-11T17:00:00Z,25.7,2.36,12.90,331,25.1,9.4,43
2023-01-11T18:00:00Z,25.7,2.56,12.12,329,25.2,10.0,46
2023-01-11T19:00:00Z,25.6,2.49,12.12,332,25.3,9.9,42
2023-01-11T20:00:00Z,25.6,2.49,12.90,338,25.4,8.4,42
2023-01-11T21:00:00Z,25.6,2.54,21.05,16,25.4,8.9,54
2023-01-11T22:00:00Z,25.6,2.69,19.05,324,25.3,8.5,59
2023-01-11T23:00:00Z,25.6,2.85,19.05,342,25.1,8.4,65
2023-01-12T00:00:00Z,25.7,2.83,19.05,9,25.2,8.8,65
2023-01-12T01:00:00Z,25.7,2.59,19.05,353,25.1,8.4,62
2023-01-12T02:00:00Z,25.7,3.13,17.39,352,25.1,8.4,72
2023-01-12T03:00:00Z,25.7,2.96,17.39,347,25.2,8.5,65
2023-01-12T04:00:00Z,25.7,2.79,17.39,351,25.1,9.2,63
2023-01-12T05:00:00Z,25.7,2.87,17.39,350,25.2,8.4,70
2023-01-12T06:00:00Z,25.7,2.89,17.39,335,25.2,8.9,67
2023-01-12T07:00:00Z,25.7,3.28,17.39,343,25.2,8.7,72
2023-01-12T08:00:00Z,25.7,3.16,16.00,349,25.1,9.4,76
2023-01-12T09:00:00Z,25.7,3.48,16.00,348,25.0,9.8,71
2023-01-12T10:00:00Z,25.7,3.26,16.00,344,25.0,9.4,78
2023-01-12T11:00:00Z,25.7,3.59,16.00,350,25.0,8.4,74
2023-01-12T12:00:00Z,25.7,3.11,16.00,355,25.0,8.2,79
2023-01-12T13:00:00Z,25.7,3.12,16.00,333,24.9,8.7,70
2023-01-12T14:00:00Z,25.7,3.00,16.00,350,24.9,8.7,75
2023-01-12T15:00:00Z,25.6,3.24,16.00,353,25.0,8.8,69
2023-01-12T16:00:00Z,25.6,3.44,14.81,347,25.0,8.9,74
2023-01-12T17:00:00Z,25.6,3.27,16.00,343,24.9,7.8,82
2023-01-12T18:00:00Z,25.6,3.11,16.00,346,25.1,8.5,93
2023-01-12T19:00:00Z,25.7,4.02,16.00,344,25.2,8.0,90
2023-01-12T20:00:00Z,25.6,4.16,16.00,339,25.3,8.3,90
2023-01-12T21:00:00Z,25.7,3.63,16.00,344,25.2,8.8,88
2023-01-12T22:00:00Z,25.7,3.77,16.00,343,25.3,8.8,91
2023-01-12T23:00:00Z,25.7,3.72,16.00,344,25.3,8.5,89
2023-01-13T00:00:00Z,25.7,3.48,16.00,352,25.3,8.7,82
2023-01-13T01:00:00Z,25.7,3.31,16.00,346,25.4,8.6,84
2023-01-13T02:00:00Z,25.7,3.45,14.81,347,25.5,8.8,85
2023-01-13T03:00:00Z,25.7,3.72,14.81,347,25.4,9.0,87
2023-01-13T04:00:00Z,25.7,3.26,14.81,344,25.4,8.7,86
2023-01-13T05:00:00Z,25.7,3.16,14.81,2,25.3,9.0,90
2023-01-13T06:00:00Z,25.7,3.20,14.81,4,25.3,9.6,85
2023-01-13T07:00:00Z,25.7,3.41,14.81,351,25.3,8.7,81
2023-01-13T08:00:00Z,25.6,2.94,14.81,331,25.2,9.2,84
2023-01-13T09:00:00Z,25.6,3.03,14.81,4,25.3,9.6,91
2023-01-13T10:00:00Z,25.6,3.20,14.81,0,25.2,9.6,91
2023-01-13T11:00:00Z,25.6,3.33,14.81,353,25.2,9.4,95
2023-01-13T12:00:00Z,25.6,3.06,14.81,20,25.2,8.5,92
2023-01-13T13:00:00Z,25.6,3.35,14.81,355,25.0,8.5,85
2023-01-13T14:00:00Z,25.6,3.49,16.00,4,25.2,8.7,80
2023-01-13T15:00:00Z,25.6,3.22,16.00,13,25.2,9.4,89
2023-01-13T16:00:00Z,25.6,3.15,14.81,8,25.2,8.3,86
2023-01-13T17:00:00Z,25.6,2.95,14.81,15,25.2,9.0,73
2023-01-13T18:00:00Z,25.6,2.83,12.90,348,25.2,10.3,81
2023-01-13T19:00:00Z,25.6,3.24,14.81,31,25.4,9.4,84
2023-01-13T20:00:00Z,25.6,3.14,14.81,15,25.4,8.8,87
2023-01-13T21:00:00Z,25.6,2.94,14.81,357,25.3,9.0,90
2023-01-13T22:00:00Z,25.6,3.10,14.81,10,25.4,8.7,94
2023-01-13T23:00:00Z,25.7,2.94,14.81,9,25.4,8.6,90
2023-01-14T00:00:00Z,25.7,2.80,14.81,359,25.3,8.3,82
2023-01-14T01:00:00Z,25.7,2.96,13.79,4,25.3,8.9,73
2023-01-14T02:00:00Z,25.7,2.65,13.79,16,25.4,8.9,76
2023-01-14T03:00:00Z,25.7,2.64,13.79,357,25.3,8.6,72
2023-01-14T04:00:00Z,25.7,2.45,14.81,29,25.2,9.4,82
2023-01-14T05:00:00Z,25.6,2.50,12.12,6,25.1,9.2,85
2023-01-14T06:00:00Z,25.6,2.43,13.79,4,25.1,8.8,84
2023-01-14T07:00:00Z,25.6,2.50,14.81,25,25.1,8.5,79
2023-01-14T08:00:00Z,25.6,2.39,8.33,104,25.1,8.4,79
2023-01-14T09:00:00Z,25.6,2.43,12.90,355,25.1,9.3,92
2023-01-14T10:00:00Z,25.6,2.53,8.33,127,25.0,8.4,84
2023-01-14T11:00:00Z,25.6,2.32,7.69,100,25.0,8.3,95
2023-01-14T12:00:00Z,25.6,2.29,7.69,113,24.9,8.6,92
2023-01-14T13:00:00Z,25.6,2.48,7.69,120,24.8,8.4,86
2023-01-14T14:00:00Z,25.6,2.41,7.69,116,24.9,9.1,89
2023-01-14T15:00:00Z,25.6,2.23,7.14,117,24.7,8.1,88
2023-01-14T16:00:00Z,25.6,2.33,8.33,110,24.9,8.8,92
2023-01-14T17:00:00Z,25.6,2.29,8.33,114,24.9,9.4,84
2023-01-14T18:00:00Z,25.6,2.34,8.33,111,24.9,7.3,77
2023-01-14T19:00:00Z,25.6,2.20,8.33,107,24.9,7.0,75
2023-01-14T20:00:00Z,25.6,2.18,7.69,112,25.1,7.8,75
2023-01-14T21:00:00Z,25.7,2.36,8.33,102,25.1,8.1,76
2023-01-14T22:00:00Z,25.7,2.26,7.69,120,25.2,8.0,71
2023-01-14T23:00:00Z,25.7,2.35,19.05,328,25.2,7.9,77
2023-01-15T00:00:00Z,25.7,2.62,19.05,346,25.2,7.7,75
2023-01-15T01:00:00Z,25.6,2.41,19.05,342,25.2,8.1,69
2023-01-15T02:00:00Z,25.6,2.48,19.05,354,25.2,8.4,72
2023-01-15T03:00:00Z,25.6,2.58,17.39,345,25.2,8.5,70
2023-01-15T04:00:00Z,25.6,2.68,17.39,325,25.1,8.6,71
2023-01-15T05:00:00Z,25.6,2.60,17.39,325,25.1,8.6,66
2023-01-15T06:00:00Z,25.6,2.80,17.39,353,25.1,9.0,66
2023-01-15T07:00:00Z,25.6,2.32,17.39,353,25.0,9.1,64
2023-01-15T08:00:00Z,25.6,2.49,17.39,339,25.0,8.4,64
2023-01-15T09:00:00Z,25.6,2.68,17.39,338,24.9,8.8,67
2023-01-15T10:00:00Z,25.6,2.77,17.39,339,24.9,8.8,74
2023-01-15T11:00:00Z,25.6,2.61,17.39,336,24.9,8.9,71
2023-01-15T12:00:00Z,25.6,2.96,17.39,342,24.9,9.0,69
2023-01-15T13:00:00Z,25.6,2.68,16.00,331,24.9,8.1,67
2023-01-15T14:00:00Z,25.6,2.75,16.00,339,24.8,9.4,70
2023-01-15T15:00:00Z,25.6,2.77,17.39,303,25.0,8.8,75
2023-01-15T16:00:00Z,25.5,2.41,16.00,334,25.0,9.0,69
2023-01-15T17:00:00Z,25.6,2.84,16.00,318,24.9,8.6,70
2023-01-15T18:00:00Z,25.6,2.64,14.81,329,24.8,7.2,82
2023-01-15T19:00:00Z,25.5,2.63,16.00,356,25.2,8.2,79
2023-01-15T20:00:00Z,25.6,2.71,16.00,323,24.9,8.4,75
