period_s,freq_hz,near_from_deg,near_width_deg,off_from_deg,gain,diff_off_from_deg,diff_gain,status,blocker,exit_depth_m,path_km
4.167,0.2400,170.65,0.5,75.53,0,75.53,0,land,Coronado shore or shoal,-0.0,14.74
4.167,0.2400,171.15,0.5,79.11,0,79.11,0,land,Coronado shore or shoal,0.3,15.25
4.167,0.2400,171.65,0.5,87.04,0,87.04,0,land,Coronado shore or shoal,-0.0,17.41
4.167,0.2400,172.15,0.5,157.26,0,157.26,0,land,Coronado shore or shoal,-2.0,18.05
4.167,0.2400,172.65,0.5,112.69,0,112.69,0,land,Coronado shore or shoal,0.0,18.23
4.167,0.2400,173.15,0.5,4.57,0,4.57,0,land,Coronado shore or shoal,-1.4,19.11
4.167,0.2400,173.65,0.5,77.09,0,77.09,0,land,Coronado shore or shoal,-0.1,19.37
4.167,0.2400,174.15,0.5,70.89,0,157.31,0.00290,land,Baja mainland,-2.2,23.06
4.167,0.2400,174.65,0.5,107.59,0,157.31,0.00086,land,Baja mainland,-1.0,21.50
4.167,0.2400,175.15,0.5,157.31,0.96143,157.31,0.73043,deep,,27.4,40.03
4.167,0.2400,175.65,0.5,167.43,0.96143,167.43,1.17678,deep,,28.4,41.44
4.167,0.2400,176.15,0.5,168.06,0.96143,168.06,0.74189,deep,,27.3,41.44
4.167,0.2400,176.65,0.5,168.50,0.96143,168.50,1.20091,deep,,28.5,41.20
4.167,0.2400,177.15,0.5,169.15,0.96143,169.15,0.87119,deep,,27.4,36.86
4.167,0.2400,177.65,0.5,169.57,0.96143,169.57,1.03011,deep,,28.1,35.98
4.167,0.2400,178.15,0.5,170.26,0.96143,170.26,0.80749,deep,,28.3,35.73
4.167,0.2400,178.65,0.5,171.27,0.96143,171.27,0.94142,deep,,30.9,35.79
4.167,0.2400,179.15,0.5,172.15,0.96143,172.15,0.93316,deep,,27.8,36.47
4.167,0.2400,179.65,0.5,172.69,0.96143,172.69,0.91346,deep,,27.2,36.94
4.167,0.2400,180.15,0.5,173.41,0.96143,173.41,0.98495,deep,,27.1,34.36
4.167,0.2400,180.65,0.5,173.99,0.96143,173.99,0.96221,deep,,27.1,30.92
4.167,0.2400,181.15,0.5,174.95,0.96143,174.95,0.91896,deep,,27.3,28.78
4.167,0.2400,181.65,0.5,175.38,0.96143,175.38,0.94401,deep,,27.4,28.01
4.167,0.2400,182.15,0.5,176.07,0.96143,176.07,0.92195,deep,,27.3,26.60
4.167,0.2400,182.65,0.5,177.19,0.96143,177.19,0.99010,deep,,27.2,13.80
4.167,0.2400,183.15,0.5,177.90,0.96143,177.90,0.96614,deep,,27.1,13.06
4.167,0.2400,183.65,0.5,178.49,0.96143,178.49,1.03497,deep,,27.1,12.43
4.167,0.2400,184.15,0.5,179.22,0.96143,179.22,0.94738,deep,,27.1,12.10
4.167,0.2400,184.65,0.5,179.92,0.96143,179.92,0.93771,deep,,27.1,11.73
4.167,0.2400,185.15,0.5,180.86,0.96143,180.86,0.90663,deep,,27.1,11.42
4.167,0.2400,185.65,0.5,181.34,0.96143,181.34,1.09839,deep,,27.1,11.09
4.167,0.2400,186.15,0.5,182.20,0.96143,182.20,0.86733,deep,,27.2,10.66
4.167,0.2400,186.65,0.5,182.84,0.96143,182.84,1.02262,deep,,27.1,10.20
4.167,0.2400,187.15,0.5,183.54,0.96143,183.54,0.94309,deep,,27.1,9.83
4.167,0.2400,187.65,0.5,184.12,0.96143,184.12,0.94488,deep,,27.1,9.35
4.167,0.2400,188.15,0.5,184.66,0.96143,184.66,0.91871,deep,,27.2,9.23
4.167,0.2400,188.65,0.5,185.53,0.96143,185.53,1.04644,deep,,27.1,8.99
4.167,0.2400,189.15,0.5,186.06,0.96143,186.06,0.82004,deep,,27.1,8.79
4.167,0.2400,189.65,0.5,186.56,0.96143,186.56,1.21615,deep,,27.1,8.60
4.167,0.2400,190.15,0.5,187.10,0.96143,187.10,0.71858,deep,,27.1,8.36
4.167,0.2400,190.65,0.5,187.70,0.96143,187.70,1.25487,deep,,27.1,8.13
4.167,0.2400,191.15,0.5,188.29,0.96143,188.29,0.89778,deep,,27.1,7.99
4.167,0.2400,191.65,0.5,188.64,0.96143,188.64,0.49424,deep,,27.1,7.84
4.167,0.2400,192.15,0.5,189.43,0.96143,189.43,0.16579,deep,,27.1,7.65
4.167,0.2400,192.65,0.5,190.29,0.96143,190.29,0.02029,deep,,27.1,7.50
4.167,0.2400,193.15,0.5,190.55,0.96143,190.55,0.05809,deep,,27.1,7.44
4.167,0.2400,193.65,0.5,191.32,0.96143,191.32,0.00492,deep,,27.1,7.37
4.167,0.2400,194.15,0.5,192.08,0.96143,192.08,0.03290,deep,,27.1,7.26
4.167,0.2400,194.65,0.5,192.75,0.96143,192.75,0.04252,deep,,27.1,7.23
4.167,0.2400,195.15,0.5,193.60,0.96143,193.60,0.07457,deep,,27.1,7.14
4.167,0.2400,195.65,0.5,194.15,0.96143,194.15,0.13619,deep,,27.1,7.12
4.167,0.2400,196.15,0.5,194.65,0.96143,194.65,0.28903,deep,,27.1,7.10
4.167,0.2400,196.65,0.5,195.43,0.96143,195.43,0.72869,deep,,27.1,7.09
4.167,0.2400,197.15,0.5,196.02,0.96143,196.02,1.33711,deep,,27.1,7.05
4.167,0.2400,197.65,0.5,196.67,0.96143,196.67,0.88141,deep,,27.2,7.02
4.167,0.2400,198.15,0.5,197.36,0.96143,197.36,0.95554,deep,,27.1,7.01
4.167,0.2400,198.65,0.5,198.29,0.96143,198.29,0.80729,deep,,27.1,6.98
4.167,0.2400,199.15,0.5,198.86,0.96143,198.86,0.81207,deep,,27.1,6.98
4.167,0.2400,199.65,0.5,199.55,0.96143,199.55,1.14449,deep,,27.1,6.98
4.167,0.2400,200.15,0.5,200.27,0.96143,200.27,0.59918,deep,,27.1,6.99
4.167,0.2400,200.65,0.5,200.96,0.96143,200.96,0.16391,deep,,27.2,6.98
4.167,0.2400,201.15,0.5,201.53,0.96143,201.53,0.15042,deep,,27.1,6.99
4.167,0.2400,201.65,0.5,202.18,0.96143,202.18,0.07455,deep,,27.1,7.00
4.167,0.2400,202.15,0.5,202.60,0.96143,202.60,0.08608,deep,,27.1,7.00
4.167,0.2400,202.65,0.5,203.35,0.96143,203.35,0.50501,deep,,27.2,7.04
4.167,0.2400,203.15,0.5,204.26,0.96143,204.26,1.35848,deep,,27.2,7.04
4.167,0.2400,203.65,0.5,204.56,0.96143,204.56,1.08898,deep,,27.1,7.06
4.167,0.2400,204.15,0.5,205.10,0.96143,205.10,0.92571,deep,,27.2,7.08
4.167,0.2400,204.65,0.5,206.32,0.96143,206.32,0.97870,deep,,27.2,7.12
4.167,0.2400,205.15,0.5,206.68,0.96143,206.68,0.97380,deep,,27.2,7.12
4.167,0.2400,205.65,0.5,207.82,0.96143,207.82,1.07728,deep,,27.2,7.13
4.167,0.2400,206.15,0.5,208.01,0.96143,208.01,0.84769,deep,,27.2,7.15
4.167,0.2400,206.65,0.5,208.81,0.96143,208.81,0.93530,deep,,27.2,7.16
4.167,0.2400,207.15,0.5,209.84,0.96143,209.84,0.97379,deep,,27.2,7.19
4.167,0.2400,207.65,0.5,210.10,0.96143,210.10,0.90796,deep,,27.1,7.19
4.167,0.2400,208.15,0.5,210.08,0.96143,210.08,0.89657,deep,,27.2,7.20
4.167,0.2400,208.65,0.5,211.42,0.96143,211.42,0.88165,deep,,27.2,7.24
4.167,0.2400,209.15,0.5,211.74,0.96143,211.74,0.84487,deep,,27.2,7.25
4.167,0.2400,209.65,0.5,212.57,0.96143,212.57,0.98391,deep,,27.2,7.27
4.167,0.2400,210.15,0.5,212.75,0.96143,212.75,0.85570,deep,,27.2,7.27
4.167,0.2400,210.65,0.5,213.39,0.96143,213.39,0.95182,deep,,27.1,7.28
4.167,0.2400,211.15,0.5,213.68,0.96143,213.68,0.93409,deep,,27.2,7.29
4.167,0.2400,211.65,0.5,214.03,0.96143,214.03,0.91007,deep,,27.2,7.30
4.167,0.2400,212.15,0.5,214.95,0.96143,214.95,0.99340,deep,,27.2,7.32
4.167,0.2400,212.65,0.5,215.86,0.96143,215.86,0.99685,deep,,27.1,7.33
4.167,0.2400,213.15,0.5,215.24,0.96143,215.24,0.91632,deep,,27.2,7.33
4.167,0.2400,213.65,0.5,217.74,0.96143,217.74,0.98574,deep,,27.1,7.40
4.167,0.2400,214.15,0.5,216.46,0.96143,216.46,0.98662,deep,,27.1,7.38
4.167,0.2400,214.65,0.5,218.77,0.96143,218.77,0.98293,deep,,27.1,7.44
4.167,0.2400,215.15,0.5,219.48,0.96143,219.48,0.96339,deep,,27.1,7.46
4.167,0.2400,215.65,0.5,219.34,0.96143,219.34,0.99773,deep,,27.2,7.48
4.167,0.2400,216.15,0.5,221.29,0.96143,221.29,1.00724,deep,,27.1,7.53
4.167,0.2400,216.65,0.5,222.44,0.96143,222.44,0.96287,deep,,27.1,7.54
4.167,0.2400,217.15,0.5,222.12,0.96143,222.12,0.91735,deep,,27.2,7.55
4.167,0.2400,217.65,0.5,222.07,0.96143,222.07,0.93637,deep,,27.1,7.54
4.167,0.2400,218.15,0.5,224.63,0.96143,224.63,0.94547,deep,,27.2,7.61
4.167,0.2400,218.65,0.5,224.21,0.96143,224.21,0.96399,deep,,27.2,7.61
4.167,0.2400,219.15,0.5,223.45,0.96143,223.45,0.92392,deep,,27.1,7.58
4.167,0.2400,219.65,0.5,224.48,0.96143,224.48,0.98012,deep,,27.2,7.65
4.167,0.2400,220.15,0.5,224.43,0.96143,224.43,0.99684,deep,,27.2,7.68
4.167,0.2400,220.65,0.5,224.04,0.96143,224.04,0.95860,deep,,27.2,7.67
4.167,0.2400,221.15,0.5,226.63,0.96143,226.63,0.92405,deep,,27.2,7.78
4.167,0.2400,221.65,0.5,227.42,0.96143,227.42,0.97729,deep,,27.3,7.83
4.167,0.2400,222.15,0.5,227.13,0.96143,227.13,0.92467,deep,,27.3,7.82
4.167,0.2400,222.65,0.5,228.16,0.96143,228.16,0.91903,deep,,27.3,7.85
4.167,0.2400,223.15,0.5,229.62,0.96143,229.62,0.96020,deep,,27.3,7.87
4.167,0.2400,223.65,0.5,229.50,0.96143,229.50,0.97115,deep,,27.1,7.86
4.167,0.2400,224.15,0.5,229.22,0.96143,229.22,0.95658,deep,,27.2,7.86
4.167,0.2400,224.65,0.5,230.79,0.96143,230.79,0.91831,deep,,27.4,7.86
4.167,0.2400,225.15,0.5,232.44,0.96143,232.44,0.95332,deep,,27.5,7.86
4.167,0.2400,225.65,0.5,232.29,0.96143,232.29,0.92258,deep,,27.2,7.84
4.167,0.2400,226.15,0.5,233.20,0.96143,233.20,0.97055,deep,,27.2,7.84
4.167,0.2400,226.65,0.5,235.10,0.96143,235.10,0.95295,deep,,27.1,7.82
4.167,0.2400,227.15,0.5,235.00,0.96143,235.00,0.94264,deep,,27.4,7.83
4.167,0.2400,227.65,0.5,235.68,0.96143,235.68,0.95979,deep,,27.5,7.81
4.167,0.2400,228.15,0.5,237.41,0.96143,237.41,1.01032,deep,,27.4,7.80
4.167,0.2400,228.65,0.5,238.75,0.96143,238.75,0.97803,deep,,27.3,7.80
4.167,0.2400,229.15,0.5,238.05,0.96143,238.05,0.93275,deep,,27.4,7.80
4.167,0.2400,229.65,0.5,239.41,0.96143,239.41,0.95395,deep,,27.4,7.82
4.167,0.2400,230.15,0.5,239.87,0.96143,239.87,0.96052,deep,,27.2,7.84
4.167,0.2400,230.65,0.5,238.81,0.96143,238.81,0.99215,deep,,27.3,7.82
4.167,0.2400,231.15,0.5,240.32,0.96143,240.32,1.00290,deep,,27.5,7.87
4.167,0.2400,231.65,0.5,240.35,0.96143,240.35,0.96062,deep,,27.3,7.88
4.167,0.2400,232.15,0.5,240.30,0.96143,240.30,0.94878,deep,,27.4,7.90
4.167,0.2400,232.65,0.5,238.99,0.96143,238.99,0.95373,deep,,27.3,7.88
4.167,0.2400,233.15,0.5,238.20,0.96143,238.20,0.94362,deep,,27.6,7.88
4.167,0.2400,233.65,0.5,237.65,0.96143,237.65,0.92130,deep,,27.4,7.87
4.167,0.2400,234.15,0.5,239.87,0.96143,239.87,0.95500,deep,,27.3,7.94
4.167,0.2400,234.65,0.5,243.51,0.96143,243.51,0.91462,deep,,27.2,7.96
4.167,0.2400,235.15,0.5,241.75,0.96143,241.75,0.95799,deep,,27.8,7.98
4.167,0.2400,235.65,0.5,243.21,0.96143,243.21,0.97977,deep,,27.8,7.96
4.167,0.2400,236.15,0.5,247.05,0.96143,247.05,0.94313,deep,,27.3,7.91
4.167,0.2400,236.65,0.5,244.06,0.96143,244.06,0.83565,deep,,28.2,7.94
4.167,0.2400,237.15,0.5,249.05,0.96143,249.05,0.81745,deep,,29.9,7.96
4.167,0.2400,237.65,0.5,248.61,0.96143,248.61,0.82576,deep,,29.0,7.96
4.167,0.2400,238.15,0.5,259.69,0.96143,259.69,1.11393,deep,,28.9,7.80
4.167,0.2400,238.65,0.5,278.40,0.96143,278.40,0.76943,deep,,28.4,7.94
4.167,0.2400,239.15,0.5,70.62,0,278.40,0.18013,land,Point Loma peninsula,-4.9,5.16
4.167,0.2400,239.65,0.5,353.12,0,258.01,0.18432,land,Point Loma peninsula,-0.4,5.66
4.167,0.2400,240.15,0.5,258.01,0.96143,258.01,0.92001,deep,,27.3,7.79
4.167,0.2400,240.65,0.5,276.99,0.96143,276.99,0.87483,deep,,28.9,7.92
4.167,0.2400,241.15,0.5,70.68,0,276.99,0.16735,land,Point Loma peninsula,-0.0,6.14
4.167,0.2400,241.65,0.5,129.62,0,129.62,0,land,Coronado shore or shoal,-0.1,10.49
4.167,0.2400,242.15,0.5,80.80,0,276.99,0.18059,land,Point Loma peninsula,-0.5,6.67
4.167,0.2400,242.65,0.5,357.12,0,276.99,0.13808,land,Point Loma peninsula,-1.0,5.58
4.167,0.2400,243.15,0.5,199.80,0,276.99,0.14913,land,Point Loma peninsula,-1.0,5.08
4.167,0.2400,243.65,0.5,328.49,0,276.99,0.15562,land,Point Loma peninsula,-0.8,5.00
4.167,0.2400,244.15,0.5,267.63,0,276.99,0.16288,land,Point Loma peninsula,-0.5,4.95
4.167,0.2400,244.65,0.5,273.24,0,276.99,0.15382,land,Point Loma peninsula,-0.1,4.83
4.167,0.2400,245.15,0.5,142.84,0,276.99,0.00075,land,Point Loma peninsula,0.0,3.64
4.167,0.2400,245.65,0.5,268.20,0,276.99,0.15777,land,Point Loma peninsula,-0.3,4.79
4.167,0.2400,246.15,0.5,168.25,0,276.99,0.07279,land,Point Loma peninsula,-5.1,4.85
4.167,0.2400,246.65,0.5,260.37,0,276.99,0.06250,land,Point Loma peninsula,-4.5,4.85
4.167,0.2400,247.15,0.5,124.82,0,276.99,0.06984,land,Point Loma peninsula,-4.5,4.84
4.167,0.2400,247.65,0.5,204.38,0,276.99,0.10356,land,Point Loma peninsula,-0.8,4.81
4.167,0.2400,248.15,0.5,242.44,0,276.99,0.08433,land,Point Loma peninsula,-0.0,4.81
4.167,0.2400,248.65,0.5,182.04,0,276.99,0.01120,land,Point Loma peninsula,-2.0,4.83
4.167,0.2400,249.15,0.5,206.86,0,276.99,0.00829,land,Point Loma peninsula,-2.6,4.97
4.167,0.2400,249.65,0.5,245.79,0,276.99,0.01505,land,Point Loma peninsula,-3.5,4.84
4.167,0.2400,250.15,0.5,13.20,0,276.99,0.00069,land,Point Loma peninsula,0.2,3.56
4.167,0.2400,250.65,0.5,263.28,0,276.99,0.11986,land,Point Loma peninsula,0.3,4.77
4.167,0.2400,251.15,0.5,197.75,0,276.99,0.19725,land,Point Loma peninsula,-4.6,4.79
4.167,0.2400,251.65,0.5,52.99,0,276.99,0.00929,land,Point Loma peninsula,-2.1,4.83
4.167,0.2400,252.15,0.5,268.95,0,276.99,0.01833,land,Point Loma peninsula,-0.9,4.77
4.167,0.2400,252.65,0.5,260.36,0,276.99,0.01123,land,Point Loma peninsula,0.0,4.76
4.167,0.2400,253.15,0.5,356.64,0,276.99,0.00292,land,Point Loma peninsula,-3.0,4.96
4.167,0.2400,253.65,0.5,273.08,0,276.99,0.00287,land,Point Loma peninsula,-2.8,4.96
4.167,0.2400,254.15,0.5,272.45,0,276.99,0.00354,land,Point Loma peninsula,0.3,4.90
4.167,0.2400,254.65,0.5,100.72,0,276.99,0.00575,land,Point Loma peninsula,-2.8,4.84
4.167,0.2400,255.15,0.5,201.21,0,276.99,0.00671,land,Point Loma peninsula,-3.3,4.83
4.167,0.2400,255.65,0.5,183.18,0,276.99,0.00440,land,Point Loma peninsula,-6.6,4.83
4.167,0.2400,256.15,0.5,260.46,0,276.99,0.00647,land,Point Loma peninsula,0.3,4.80
4.167,0.2400,256.65,0.5,180.48,0,276.99,0.00641,land,Point Loma peninsula,-7.3,4.83
4.167,0.2400,257.15,0.5,334.03,0,276.99,0.00186,land,Point Loma peninsula,-0.5,4.77
4.167,0.2400,257.65,0.5,287.54,0,276.99,0.00271,land,Point Loma peninsula,0.2,4.87
4.167,0.2400,258.15,0.5,309.94,0,276.99,0.00179,land,Point Loma peninsula,0.3,4.74
4.167,0.2400,258.65,0.5,291.62,0,276.99,0.00227,land,Point Loma peninsula,0.2,4.84
4.167,0.2400,259.15,0.5,23.96,0,276.99,0.00212,land,Point Loma peninsula,-1.7,4.84
4.167,0.2400,259.65,0.5,321.07,0,276.99,0.00166,land,Point Loma peninsula,-0.8,4.68
4.167,0.2400,260.15,0.5,304.77,0,276.99,0.00204,land,Point Loma peninsula,-0.2,4.82
4.167,0.2400,260.65,0.5,171.48,0,276.99,0.00434,land,Point Loma peninsula,-6.8,4.81
4.167,0.2400,261.15,0.5,307.54,0,276.99,0.00130,land,Point Loma peninsula,0.3,4.66
4.167,0.2400,261.65,0.5,351.17,0,276.99,0.00101,land,Point Loma peninsula,-1.8,5.41
4.167,0.2400,262.15,0.5,271.74,0,276.99,0.00039,land,Point Loma peninsula,-0.1,3.49
4.167,0.2400,262.65,0.5,252.72,0,276.99,0.00039,land,Point Loma peninsula,-0.5,3.49
4.167,0.2400,263.15,0.5,265.79,0,276.99,0.00039,land,Point Loma peninsula,-0.4,3.49
4.167,0.2400,263.65,0.5,18.41,0,276.99,0.00036,land,Point Loma peninsula,-1.0,3.50
4.167,0.2400,264.15,0.5,329.24,0,276.99,0.00032,land,Point Loma peninsula,0.2,3.45
4.167,0.2400,264.65,0.5,325.14,0,276.99,0.00032,land,Point Loma peninsula,0.2,3.45
4.167,0.2400,265.15,0.5,323.93,0,276.99,0.00032,land,Point Loma peninsula,0.3,3.45
4.167,0.2400,265.65,0.5,321.43,0,276.99,0.00030,land,Point Loma peninsula,0.2,3.39
4.167,0.2400,266.15,0.5,322.44,0,276.99,0.00027,land,Point Loma peninsula,0.2,3.33
4.167,0.2400,266.65,0.5,324.84,0,276.99,0.00025,land,Point Loma peninsula,0.1,3.25
4.167,0.2400,267.15,0.5,321.32,0,276.99,0.00021,land,Point Loma peninsula,0.2,3.14
4.167,0.2400,267.65,0.5,320.24,0,276.99,0.00022,land,Point Loma peninsula,0.2,3.16
4.167,0.2400,268.15,0.5,321.92,0,276.99,0.00022,land,Point Loma peninsula,0.3,3.16
4.167,0.2400,268.65,0.5,321.37,0,276.99,0.00021,land,Point Loma peninsula,0.2,3.13
4.167,0.2400,269.15,0.5,325.62,0,276.99,0.00018,land,Point Loma peninsula,0.3,3.01
4.167,0.2400,269.65,0.5,326.99,0,276.99,0.00017,land,Point Loma peninsula,0.1,2.99
4.167,0.2400,270.15,0.5,338.86,0,276.99,0.00012,land,Point Loma peninsula,0.2,2.69
4.167,0.2400,270.65,0.5,335.06,0,276.99,0.00012,land,Point Loma peninsula,0.2,2.71
4.167,0.2400,271.15,0.5,339.04,0,276.99,0.00011,land,Point Loma peninsula,0.2,2.63
4.167,0.2400,271.65,0.5,346.60,0,276.99,0.00009,land,Point Loma peninsula,0.2,2.38
4.167,0.2400,272.15,0.5,341.13,0,341.13,0,land,Coronado shore or shoal,0.2,2.21
4.167,0.2400,272.65,0.5,351.55,0,351.55,0,land,Coronado shore or shoal,0.2,2.11
4.167,0.2400,273.15,0.5,348.80,0,348.80,0,land,Coronado shore or shoal,0.3,2.05
4.167,0.2400,273.65,0.5,349.59,0,349.59,0,land,Coronado shore or shoal,0.3,1.96
4.167,0.2400,274.15,0.5,347.03,0,347.03,0,land,Coronado shore or shoal,0.2,1.87
4.167,0.2400,274.65,0.5,346.40,0,346.40,0,land,Coronado shore or shoal,0.3,1.84
4.167,0.2400,275.15,0.5,346.62,0,346.62,0,land,Coronado shore or shoal,0.3,1.77
4.167,0.2400,275.65,0.5,342.78,0,342.78,0,land,Coronado shore or shoal,0.3,1.73
4.167,0.2400,276.15,0.5,348.68,0,348.68,0,land,Coronado shore or shoal,0.2,1.64
4.167,0.2400,276.65,0.5,353.68,0,353.68,0,land,Coronado shore or shoal,0.2,1.56
4.167,0.2400,277.15,0.5,346.69,0,346.69,0,land,Coronado shore or shoal,0.2,1.54
4.167,0.2400,277.65,0.5,347.11,0,347.11,0,land,Coronado shore or shoal,0.3,1.51
4.167,0.2400,278.15,0.5,348.87,0,348.87,0,land,Coronado shore or shoal,0.2,1.46
4.167,0.2400,278.65,0.5,346.73,0,346.73,0,land,Coronado shore or shoal,0.3,1.46
4.167,0.2400,279.15,0.5,349.59,0,349.59,0,land,Coronado shore or shoal,0.2,1.43
4.167,0.2400,279.65,0.5,349.64,0,349.64,0,land,Coronado shore or shoal,0.2,1.38
4.167,0.2400,280.15,0.5,354.24,0,354.24,0,land,Coronado shore or shoal,0.2,1.36
4.167,0.2400,280.65,0.5,351.28,0,351.28,0,land,Coronado shore or shoal,0.3,1.34
4.167,0.2400,281.15,0.5,353.63,0,353.63,0,land,Coronado shore or shoal,0.2,1.30
4.167,0.2400,281.65,0.5,354.41,0,354.41,0,land,Coronado shore or shoal,0.3,1.25
4.167,0.2400,282.15,0.5,351.30,0,351.30,0,land,Coronado shore or shoal,0.2,1.20
4.167,0.2400,282.65,0.5,356.74,0,356.74,0,land,Coronado shore or shoal,0.3,1.13
4.167,0.2400,283.15,0.5,2.13,0,2.13,0,land,Coronado shore or shoal,0.3,1.06
4.167,0.2400,283.65,0.5,359.11,0,359.11,0,land,Coronado shore or shoal,0.3,1.01
4.167,0.2400,284.15,0.5,4.35,0,4.35,0,land,Coronado shore or shoal,0.2,0.94
4.167,0.2400,284.65,0.5,5.63,0,5.63,0,land,Coronado shore or shoal,0.3,0.90
4.167,0.2400,285.15,0.5,4.86,0,4.86,0,land,Coronado shore or shoal,0.3,0.87
4.167,0.2400,285.65,0.5,4.37,0,4.37,0,land,Coronado shore or shoal,0.2,0.84
4.167,0.2400,286.15,0.5,6.81,0,6.81,0,land,Coronado shore or shoal,0.2,0.82
4.167,0.2400,286.65,0.5,7.44,0,7.44,0,land,Coronado shore or shoal,0.2,0.80
4.167,0.2400,287.15,0.5,4.60,0,4.60,0,land,Coronado shore or shoal,0.3,0.78
4.167,0.2400,287.65,0.5,6.56,0,6.56,0,land,Coronado shore or shoal,0.2,0.76
4.167,0.2400,288.15,0.5,8.18,0,8.18,0,land,Coronado shore or shoal,0.2,0.74
4.167,0.2400,288.65,0.5,6.51,0,6.51,0,land,Coronado shore or shoal,0.3,0.72
4.167,0.2400,289.15,0.5,10.76,0,10.76,0,land,Coronado shore or shoal,0.3,0.70
4.167,0.2400,289.65,0.5,7.83,0,7.83,0,land,Coronado shore or shoal,0.3,0.69
4.167,0.2400,290.15,0.5,6.68,0,6.68,0,land,Coronado shore or shoal,0.3,0.68
4.167,0.2400,290.65,0.5,8.11,0,8.11,0,land,Coronado shore or shoal,0.3,0.66
4.167,0.2400,291.15,0.5,10.05,0,10.05,0,land,Coronado shore or shoal,0.2,0.64
4.167,0.2400,291.65,0.5,7.06,0,7.06,0,land,Coronado shore or shoal,0.2,0.63
4.167,0.2400,292.15,0.5,11.33,0,11.33,0,land,Coronado shore or shoal,0.3,0.61
4.167,0.2400,292.65,0.5,8.12,0,8.12,0,land,Coronado shore or shoal,0.3,0.60
4.167,0.2400,293.15,0.5,9.68,0,9.68,0,land,Coronado shore or shoal,0.3,0.58
4.167,0.2400,293.65,0.5,10.84,0,10.84,0,land,Coronado shore or shoal,0.3,0.57
4.167,0.2400,294.15,0.5,7.08,0,7.08,0,land,Coronado shore or shoal,0.3,0.56
4.167,0.2400,294.65,0.5,12.98,0,12.98,0,land,Coronado shore or shoal,0.2,0.55
4.167,0.2400,295.15,0.5,9.19,0,9.19,0,land,Coronado shore or shoal,0.2,0.54
4.167,0.2400,295.65,0.5,10.96,0,10.96,0,land,Coronado shore or shoal,0.3,0.53
4.167,0.2400,296.15,0.5,7.91,0,7.91,0,land,Coronado shore or shoal,0.2,0.52
4.167,0.2400,296.65,0.5,11.10,0,11.10,0,land,Coronado shore or shoal,0.3,0.51
4.167,0.2400,297.15,0.5,11.43,0,11.43,0,land,Coronado shore or shoal,0.3,0.50
4.167,0.2400,297.65,0.5,11.24,0,11.24,0,land,Coronado shore or shoal,0.2,0.49
4.167,0.2400,298.15,0.5,10.21,0,10.21,0,land,Coronado shore or shoal,0.3,0.47
4.167,0.2400,298.65,0.5,10.76,0,10.76,0,land,Coronado shore or shoal,0.3,0.46
4.167,0.2400,299.15,0.5,10.12,0,10.12,0,land,Coronado shore or shoal,0.3,0.45
4.167,0.2400,299.65,0.5,13.04,0,13.04,0,land,Coronado shore or shoal,0.3,0.44
4.167,0.2400,300.15,0.5,12.42,0,12.42,0,land,Coronado shore or shoal,0.3,0.44
4.167,0.2400,300.65,0.5,13.84,0,13.84,0,land,Coronado shore or shoal,0.3,0.43
4.167,0.2400,301.15,0.5,11.66,0,11.66,0,land,Coronado shore or shoal,0.2,0.42
4.167,0.2400,301.65,0.5,10.54,0,10.54,0,land,Coronado shore or shoal,0.3,0.41
4.167,0.2400,302.15,0.5,8.57,0,8.57,0,land,Coronado shore or shoal,0.3,0.40
4.167,0.2400,302.65,0.5,7.29,0,7.29,0,land,Coronado shore or shoal,0.3,0.39
4.167,0.2400,303.15,0.5,8.00,0,8.00,0,land,Coronado shore or shoal,0.3,0.39
4.167,0.2400,303.65,0.5,11.64,0,11.64,0,land,Coronado shore or shoal,0.3,0.38
4.000,0.2500,124.15,0.5,56.49,0,56.49,0,land,Coronado shore or shoal,0.2,0.42
4.000,0.2500,124.65,0.5,57.93,0,57.93,0,land,Coronado shore or shoal,0.3,0.42
4.000,0.2500,125.15,0.5,55.76,0,55.76,0,land,Coronado shore or shoal,0.3,0.42
4.000,0.2500,125.65,0.5,48.96,0,48.96,0,land,Coronado shore or shoal,0.2,0.43
4.000,0.2500,126.15,0.5,45.80,0,45.80,0,land,Coronado shore or shoal,0.2,0.44
4.000,0.2500,126.65,0.5,49.60,0,49.60,0,land,Coronado shore or shoal,0.3,0.44
4.000,0.2500,127.15,0.5,50.07,0,50.07,0,land,Coronado shore or shoal,0.2,0.45
4.000,0.2500,127.65,0.5,47.74,0,47.74,0,land,Coronado shore or shoal,0.2,0.45
4.000,0.2500,128.15,0.5,47.74,0,47.74,0,land,Coronado shore or shoal,0.2,0.46
4.000,0.2500,128.65,0.5,50.26,0,50.26,0,land,Coronado shore or shoal,0.1,0.47
4.000,0.2500,129.15,0.5,54.66,0,54.66,0,land,Coronado shore or shoal,0.2,0.47
4.000,0.2500,129.65,0.5,55.16,0,55.16,0,land,Coronado shore or shoal,0.2,0.48
4.000,0.2500,130.15,0.5,52.53,0,52.53,0,land,Coronado shore or shoal,0.2,0.49
4.000,0.2500,130.65,0.5,52.67,0,52.67,0,land,Coronado shore or shoal,0.3,0.50
4.000,0.2500,131.15,0.5,53.58,0,53.58,0,land,Coronado shore or shoal,0.2,0.51
4.000,0.2500,131.65,0.5,54.86,0,54.86,0,land,Coronado shore or shoal,0.3,0.53
