period_s,freq_hz,near_from_deg,near_width_deg,off_from_deg,gain,diff_off_from_deg,diff_gain,status,blocker,exit_depth_m,path_km
40.000,0.0250,124.15,0.5,48.00,0,48.00,0,land,Coronado shore or shoal,0.3,0.33
40.000,0.0250,124.65,0.5,47.68,0,47.68,0,land,Coronado shore or shoal,0.3,0.34
40.000,0.0250,125.15,0.5,48.43,0,48.43,0,land,Coronado shore or shoal,0.2,0.34
40.000,0.0250,125.65,0.5,48.13,0,48.13,0,land,Coronado shore or shoal,0.3,0.34
40.000,0.0250,126.15,0.5,46.08,0,46.08,0,land,Coronado shore or shoal,0.3,0.35
40.000,0.0250,126.65,0.5,45.65,0,45.65,0,land,Coronado shore or shoal,0.3,0.35
40.000,0.0250,127.15,0.5,51.31,0,51.31,0,land,Coronado shore or shoal,0.3,0.36
40.000,0.0250,127.65,0.5,56.22,0,56.22,0,land,Coronado shore or shoal,0.3,0.36
40.000,0.0250,128.15,0.5,53.53,0,53.53,0,land,Coronado shore or shoal,0.3,0.36
40.000,0.0250,128.65,0.5,49.53,0,49.53,0,land,Coronado shore or shoal,0.2,0.37
40.000,0.0250,129.15,0.5,49.41,0,49.41,0,land,Coronado shore or shoal,0.3,0.37
40.000,0.0250,129.65,0.5,46.19,0,46.19,0,land,Coronado shore or shoal,0.2,0.37
40.000,0.0250,130.15,0.5,43.33,0,43.33,0,land,Coronado shore or shoal,0.2,0.38
40.000,0.0250,130.65,0.5,43.96,0,43.96,0,land,Coronado shore or shoal,0.3,0.38
40.000,0.0250,131.15,0.5,42.59,0,42.59,0,land,Coronado shore or shoal,0.3,0.38
40.000,0.0250,131.65,0.5,42.73,0,42.73,0,land,Coronado shore or shoal,0.3,0.38
40.000,0.0250,132.15,0.5,45.28,0,45.28,0,land,Coronado shore or shoal,0.1,0.39
40.000,0.0250,132.65,0.5,50.05,0,50.05,0,land,Coronado shore or shoal,0.2,0.40
40.000,0.0250,133.15,0.5,49.39,0,49.39,0,land,Coronado shore or shoal,0.2,0.40
40.000,0.0250,133.65,0.5,47.41,0,47.41,0,land,Coronado shore or shoal,0.2,0.40
40.000,0.0250,134.15,0.5,47.02,0,47.02,0,land,Coronado shore or shoal,0.3,0.41
40.000,0.0250,134.65,0.5,49.82,0,49.82,0,land,Coronado shore or shoal,0.3,0.41
40.000,0.0250,135.15,0.5,52.10,0,52.10,0,land,Coronado shore or shoal,0.2,0.42
40.000,0.0250,135.65,0.5,57.69,0,57.69,0,land,Coronado shore or shoal,0.3,0.42
40.000,0.0250,136.15,0.5,51.84,0,51.84,0,land,Coronado shore or shoal,0.2,0.43
40.000,0.0250,136.65,0.5,48.69,0,48.69,0,land,Coronado shore or shoal,0.2,0.44
40.000,0.0250,137.15,0.5,45.33,0,45.33,0,land,Coronado shore or shoal,0.3,0.44
40.000,0.0250,137.65,0.5,43.61,0,43.61,0,land,Coronado shore or shoal,0.3,0.45
40.000,0.0250,138.15,0.5,48.35,0,48.35,0,land,Coronado shore or shoal,0.2,0.46
40.000,0.0250,138.65,0.5,43.25,0,43.25,0,land,Coronado shore or shoal,0.2,0.47
40.000,0.0250,139.15,0.5,48.25,0,48.25,0,land,Coronado shore or shoal,0.2,0.48
40.000,0.0250,139.65,0.5,50.98,0,50.98,0,land,Coronado shore or shoal,0.2,0.48
40.000,0.0250,140.15,0.5,49.96,0,49.96,0,land,Coronado shore or shoal,0.2,0.49
40.000,0.0250,140.65,0.5,50.31,0,50.31,0,land,Coronado shore or shoal,0.2,0.50
40.000,0.0250,141.15,0.5,47.17,0,47.17,0,land,Coronado shore or shoal,0.2,0.50
40.000,0.0250,141.65,0.5,44.42,0,44.42,0,land,Coronado shore or shoal,0.2,0.51
40.000,0.0250,142.15,0.5,52.16,0,52.16,0,land,Coronado shore or shoal,0.2,0.53
40.000,0.0250,142.65,0.5,53.71,0,53.71,0,land,Coronado shore or shoal,0.3,0.55
40.000,0.0250,143.15,0.5,48.33,0,48.33,0,land,Coronado shore or shoal,0.2,0.55
40.000,0.0250,143.65,0.5,51.76,0,51.76,0,land,Coronado shore or shoal,0.3,0.56
40.000,0.0250,144.15,0.5,52.50,0,52.50,0,land,Coronado shore or shoal,0.2,0.56
40.000,0.0250,144.65,0.5,53.51,0,53.51,0,land,Coronado shore or shoal,0.2,0.57
40.000,0.0250,145.15,0.5,53.76,0,53.76,0,land,Coronado shore or shoal,0.3,0.57
40.000,0.0250,145.65,0.5,48.44,0,48.44,0,land,Coronado shore or shoal,0.1,0.58
40.000,0.0250,146.15,0.5,52.87,0,52.87,0,land,Coronado shore or shoal,0.3,0.58
40.000,0.0250,146.65,0.5,57.52,0,57.52,0,land,Coronado shore or shoal,0.3,0.59
40.000,0.0250,147.15,0.5,50.13,0,50.13,0,land,Coronado shore or shoal,0.2,0.60
40.000,0.0250,147.65,0.5,46.12,0,46.12,0,land,Coronado shore or shoal,0.2,0.62
40.000,0.0250,148.15,0.5,50.84,0,50.84,0,land,Coronado shore or shoal,0.3,0.64
40.000,0.0250,148.65,0.5,47.93,0,47.93,0,land,Coronado shore or shoal,0.3,0.66
40.000,0.0250,149.15,0.5,39.81,0,39.81,0,land,Coronado shore or shoal,0.2,0.67
40.000,0.0250,149.65,0.5,47.41,0,47.41,0,land,Coronado shore or shoal,0.2,0.68
40.000,0.0250,150.15,0.5,54.58,0,54.58,0,land,Coronado shore or shoal,0.3,0.69
40.000,0.0250,150.65,0.5,58.16,0,58.16,0,land,Coronado shore or shoal,0.2,0.69
40.000,0.0250,151.15,0.5,58.39,0,58.39,0,land,Coronado shore or shoal,0.3,0.69
40.000,0.0250,151.65,0.5,62.44,0,62.44,0,land,Coronado shore or shoal,0.1,0.70
40.000,0.0250,152.15,0.5,65.44,0,65.44,0,land,Coronado shore or shoal,0.0,0.70
40.000,0.0250,152.65,0.5,56.37,0,56.37,0,land,Coronado shore or shoal,0.2,0.70
40.000,0.0250,153.15,0.5,54.01,0,54.01,0,land,Coronado shore or shoal,0.2,0.71
40.000,0.0250,153.65,0.5,30.81,0,30.81,0,land,Coronado shore or shoal,0.0,0.73
40.000,0.0250,154.15,0.5,41.87,0,41.87,0,land,Coronado shore or shoal,0.2,0.76
40.000,0.0250,154.65,0.5,42.24,0,42.24,0,land,Coronado shore or shoal,0.2,0.80
40.000,0.0250,155.15,0.5,54.00,0,54.00,0,land,Coronado shore or shoal,0.3,0.81
40.000,0.0250,155.65,0.5,47.30,0,47.30,0,land,Coronado shore or shoal,0.3,0.86
40.000,0.0250,156.15,0.5,51.62,0,51.62,0,land,Coronado shore or shoal,0.3,0.92
40.000,0.0250,156.65,0.5,50.28,0,50.28,0,land,Coronado shore or shoal,0.3,0.94
40.000,0.0250,157.15,0.5,51.84,0,51.84,0,land,Coronado shore or shoal,0.3,0.97
40.000,0.0250,157.65,0.5,52.35,0,52.35,0,land,Coronado shore or shoal,0.3,1.00
40.000,0.0250,158.15,0.5,48.03,0,48.03,0,land,Coronado shore or shoal,0.2,1.04
40.000,0.0250,158.65,0.5,51.49,0,51.49,0,land,Coronado shore or shoal,0.2,1.10
40.000,0.0250,159.15,0.5,52.31,0,52.31,0,land,Coronado shore or shoal,0.3,1.13
40.000,0.0250,159.65,0.5,55.25,0,55.25,0,land,Coronado shore or shoal,0.2,1.15
40.000,0.0250,160.15,0.5,53.17,0,53.17,0,land,Coronado shore or shoal,0.2,1.16
40.000,0.0250,160.65,0.5,50.99,0,50.99,0,land,Coronado shore or shoal,0.2,1.20
40.000,0.0250,161.15,0.5,54.69,0,54.69,0,land,Coronado shore or shoal,0.3,1.24
40.000,0.0250,161.65,0.5,54.38,0,54.38,0,land,Coronado shore or shoal,0.3,1.26
40.000,0.0250,162.15,0.5,54.03,0,54.03,0,land,Coronado shore or shoal,0.3,1.26
40.000,0.0250,162.65,0.5,54.87,0,54.87,0,land,Coronado shore or shoal,0.3,1.26
40.000,0.0250,163.15,0.5,51.04,0,51.04,0,land,Coronado shore or shoal,0.3,1.28
40.000,0.0250,163.65,0.5,48.03,0,48.03,0,land,Coronado shore or shoal,0.3,1.29
40.000,0.0250,164.15,0.5,50.94,0,50.94,0,land,Coronado shore or shoal,0.2,1.33
40.000,0.0250,164.65,0.5,55.09,0,55.09,0,land,Coronado shore or shoal,0.3,1.38
40.000,0.0250,165.15,0.5,53.03,0,53.03,0,land,Coronado shore or shoal,0.3,1.57
40.000,0.0250,165.65,0.5,52.67,0,52.67,0,land,Coronado shore or shoal,0.3,1.58
40.000,0.0250,166.15,0.5,52.57,0,52.57,0,land,Coronado shore or shoal,0.2,1.58
40.000,0.0250,166.65,0.5,50.92,0,50.92,0,land,Coronado shore or shoal,0.2,1.60
40.000,0.0250,167.15,0.5,54.44,0,54.44,0,land,Coronado shore or shoal,0.3,1.96
40.000,0.0250,167.65,0.5,55.16,0,55.16,0,land,Coronado shore or shoal,0.3,1.98
40.000,0.0250,168.15,0.5,52.60,0,52.60,0,land,Coronado shore or shoal,0.3,2.08
40.000,0.0250,168.65,0.5,56.53,0,56.53,0,land,Coronado shore or shoal,0.3,2.13
40.000,0.0250,169.15,0.5,55.20,0,55.20,0,land,Coronado shore or shoal,0.3,2.17
40.000,0.0250,169.65,0.5,56.90,0,56.90,0,land,Coronado shore or shoal,0.2,2.30
40.000,0.0250,170.15,0.5,57.55,0,57.55,0,land,Coronado shore or shoal,0.2,2.57
40.000,0.0250,170.65,0.5,53.29,0,53.29,0,land,Coronado shore or shoal,0.3,2.54
40.000,0.0250,171.15,0.5,67.45,0,67.45,0,land,Coronado shore or shoal,0.3,2.73
40.000,0.0250,171.65,0.5,57.33,0,57.33,0,land,Coronado shore or shoal,0.2,3.36
40.000,0.0250,172.15,0.5,68.85,0,68.85,0,land,Coronado shore or shoal,0.3,3.65
40.000,0.0250,172.65,0.5,67.03,0,67.03,0,land,Coronado shore or shoal,0.3,3.89
40.000,0.0250,173.15,0.5,55.88,0,55.88,0,land,Coronado shore or shoal,0.3,3.77
40.000,0.0250,173.65,0.5,69.56,0,69.56,0,land,Coronado shore or shoal,0.3,3.80
40.000,0.0250,174.15,0.5,71.08,0,71.08,0,land,Coronado shore or shoal,0.3,3.83
40.000,0.0250,174.65,0.5,71.32,0,71.32,0,land,Coronado shore or shoal,0.2,4.46
40.000,0.0250,175.15,0.5,70.02,0,70.02,0,land,Coronado shore or shoal,0.2,4.40
40.000,0.0250,175.65,0.5,74.58,0,74.58,0,land,Coronado shore or shoal,0.3,4.49
40.000,0.0250,176.15,0.5,65.89,0,65.89,0,land,Coronado shore or shoal,0.3,4.87
40.000,0.0250,176.65,0.5,69.55,0,69.55,0,land,Coronado shore or shoal,0.2,5.06
40.000,0.0250,177.15,0.5,69.15,0,69.15,0,land,Coronado shore or shoal,0.3,4.83
40.000,0.0250,177.65,0.5,66.72,0,66.72,0,land,Coronado shore or shoal,0.3,4.73
40.000,0.0250,178.15,0.5,66.75,0,66.75,0,land,Coronado shore or shoal,0.3,4.94
40.000,0.0250,178.65,0.5,68.28,0,68.28,0,land,Coronado shore or shoal,0.2,5.16
40.000,0.0250,179.15,0.5,71.50,0,71.50,0,land,Coronado shore or shoal,-0.0,7.06
40.000,0.0250,179.65,0.5,73.41,0,73.41,0,land,Coronado shore or shoal,-0.1,7.22
40.000,0.0250,180.15,0.5,75.16,0,75.16,0,land,Coronado shore or shoal,0.0,7.32
40.000,0.0250,180.65,0.5,71.53,0,71.53,0,land,Coronado shore or shoal,0.0,5.84
40.000,0.0250,181.15,0.5,73.11,0,73.11,0,land,Coronado shore or shoal,0.1,6.49
40.000,0.0250,181.65,0.5,71.65,0,71.65,0,land,Coronado shore or shoal,-0.2,8.32
40.000,0.0250,182.15,0.5,76.48,0,76.48,0,land,Coronado shore or shoal,0.2,7.37
40.000,0.0250,182.65,0.5,78.11,0,78.11,0,land,Coronado shore or shoal,-0.1,8.63
40.000,0.0250,183.15,0.5,57.36,0,57.36,0,land,Coronado shore or shoal,-0.2,7.59
40.000,0.0250,183.65,0.5,74.12,0,74.12,0,land,Coronado shore or shoal,-0.0,7.28
40.000,0.0250,184.15,0.5,75.80,0,75.80,0,land,Coronado shore or shoal,-0.1,9.06
40.000,0.0250,184.65,0.5,76.02,0,76.02,0,land,Coronado shore or shoal,-0.2,9.02
40.000,0.0250,185.15,0.5,76.71,0,76.71,0,land,Coronado shore or shoal,-0.1,8.91
40.000,0.0250,185.65,0.5,80.12,0,80.12,0,land,Coronado shore or shoal,-0.1,9.68
40.000,0.0250,186.15,0.5,80.27,0,80.27,0,land,Coronado shore or shoal,0.2,8.59
40.000,0.0250,186.65,0.5,76.99,0,76.99,0,land,Coronado shore or shoal,-0.1,9.13
40.000,0.0250,187.15,0.5,97.20,0,97.20,0,land,Coronado shore or shoal,0.2,12.35
40.000,0.0250,187.65,0.5,98.98,0,98.98,0,land,Coronado shore or shoal,0.1,13.34
40.000,0.0250,188.15,0.5,87.04,0,87.04,0,land,Coronado shore or shoal,-0.1,11.96
40.000,0.0250,188.65,0.5,89.27,0,89.27,0,land,Coronado shore or shoal,0.1,11.02
40.000,0.0250,189.15,0.5,89.61,0,89.61,0,land,Coronado shore or shoal,0.3,14.93
40.000,0.0250,189.65,0.5,87.98,0,87.98,0,land,Coronado shore or shoal,0.2,18.48
40.000,0.0250,190.15,0.5,66.33,0,66.33,0,land,Coronado shore or shoal,0.3,15.64
40.000,0.0250,190.65,0.5,65.36,0,65.36,0,land,Coronado shore or shoal,0.2,15.62
40.000,0.0250,191.15,0.5,72.03,0,72.03,0,land,Coronado shore or shoal,0.2,15.60
40.000,0.0250,191.65,0.5,181.97,0,181.97,0,land,Coronado shore or shoal,-2.5,21.34
40.000,0.0250,192.15,0.5,260.35,0,260.35,0,land,Coronado shore or shoal,-1.9,21.66
40.000,0.0250,192.65,0.5,89.21,0,89.21,0,land,Coronado shore or shoal,-0.1,18.62
40.000,0.0250,193.15,0.5,208.30,0,208.30,0,land,Coronado shore or shoal,-0.6,30.17
40.000,0.0250,193.65,0.5,61.04,0,286.78,0.45737,land,Baja mainland,0.2,39.80
40.000,0.0250,194.15,0.5,112.48,0,286.78,0.38687,land,Baja mainland,-1.0,41.89
40.000,0.0250,194.65,0.5,89.73,0,89.73,0,land,Coronado shore or shoal,-1.7,34.28
40.000,0.0250,195.15,0.5,64.62,0,64.62,0,land,Coronado shore or shoal,-0.1,34.89
40.000,0.0250,195.65,0.5,142.66,0,167.90,28.09127,land,Coronado Islands (south group),-0.6,41.36
40.000,0.0250,196.15,0.5,67.35,0,286.78,0.07037,land,Baja mainland,0.3,60.18
40.000,0.0250,196.65,0.5,286.78,39.83085,286.78,36.83242,grid edge,,1188.8,43.11
40.000,0.0250,197.15,0.5,226.29,39.83085,226.29,48.16529,grid edge,,1096.2,50.47
40.000,0.0250,197.65,0.5,221.60,39.83085,221.60,30.56943,grid edge,,1015.2,52.80
40.000,0.0250,198.15,0.5,267.05,39.83085,267.05,37.06774,grid edge,,1243.4,42.52
40.000,0.0250,198.65,0.5,260.66,39.83085,260.66,37.49462,grid edge,,1237.4,42.81
40.000,0.0250,199.15,0.5,213.95,39.83085,213.95,32.04800,deep,,1296.5,56.57
40.000,0.0250,199.65,0.5,209.30,39.83085,209.30,42.26598,grid edge,,1143.6,60.16
40.000,0.0250,200.15,0.5,205.14,39.83085,205.14,39.03370,deep,,1396.0,60.95
40.000,0.0250,200.65,0.5,237.12,39.83085,237.12,46.91025,grid edge,,719.4,47.10
40.000,0.0250,201.15,0.5,233.53,39.83085,233.53,45.53754,grid edge,,1114.5,50.34
40.000,0.0250,201.65,0.5,271.82,39.83085,271.82,46.97026,grid edge,,1222.5,45.26
40.000,0.0250,202.15,0.5,92.16,0,271.82,9.84301,land,Point Loma peninsula,0.3,48.09
40.000,0.0250,202.65,0.5,217.95,39.83085,217.95,48.89340,deep,,1337.0,54.91
40.000,0.0250,203.15,0.5,172.99,39.83085,172.99,24.06727,deep,,1364.4,58.41
40.000,0.0250,203.65,0.5,174.35,39.83085,174.35,34.07774,deep,,1347.2,58.28
40.000,0.0250,204.15,0.5,66.45,0,66.45,0,land,Coronado shore or shoal,-0.3,50.98
40.000,0.0250,204.65,0.5,198.73,39.83085,198.73,25.68940,deep,,1280.9,59.14
40.000,0.0250,205.15,0.5,200.31,39.83085,200.31,48.90002,deep,,1403.8,60.77
40.000,0.0250,205.65,0.5,64.25,0,200.31,4.44988,land,Point Loma peninsula,-2.1,48.94
40.000,0.0250,206.15,0.5,266.60,39.83085,266.60,25.91540,grid edge,,1216.4,45.60
40.000,0.0250,206.65,0.5,282.54,39.83085,282.54,47.95171,grid edge,,1176.0,40.51
40.000,0.0250,207.15,0.5,187.68,39.83085,187.68,36.25587,deep,,1374.6,58.46
40.000,0.0250,207.65,0.5,184.12,39.83085,184.12,29.34935,deep,,1357.3,53.29
40.000,0.0250,208.15,0.5,204.57,39.83085,204.57,54.98606,grid edge,,1212.6,61.94
40.000,0.0250,208.65,0.5,272.98,39.83085,272.98,29.21809,grid edge,,1176.6,39.33
40.000,0.0250,209.15,0.5,288.02,39.83085,288.02,33.93302,grid edge,,1129.3,39.76
40.000,0.0250,209.65,0.5,253.94,39.83085,253.94,28.77677,grid edge,,1217.3,39.88
40.000,0.0250,210.15,0.5,275.89,39.83085,275.89,34.92062,grid edge,,1182.4,39.67
40.000,0.0250,210.65,0.5,285.19,0,285.19,0,land,Coronado shore or shoal,-2.1,41.52
40.000,0.0250,211.15,0.5,261.06,39.83085,261.06,38.85055,grid edge,,1166.5,39.35
40.000,0.0250,211.65,0.5,261.27,39.83085,261.27,38.74027,grid edge,,1165.8,39.34
40.000,0.0250,212.15,0.5,338.16,39.83085,338.16,35.15602,grid edge,,914.1,51.91
40.000,0.0250,212.65,0.5,266.44,39.83085,266.44,29.70308,grid edge,,1199.7,39.51
40.000,0.0250,213.15,0.5,250.66,39.83085,250.66,36.36126,grid edge,,1239.0,41.19
40.000,0.0250,213.65,0.5,226.78,39.83085,226.78,34.07394,grid edge,,798.8,45.78
40.000,0.0250,214.15,0.5,254.90,39.83085,254.90,39.75421,grid edge,,1236.2,40.39
40.000,0.0250,214.65,0.5,260.27,39.83085,260.27,31.48590,grid edge,,1170.1,39.28
40.000,0.0250,215.15,0.5,72.61,0,260.27,2.94613,land,Baja mainland,0.3,55.33
40.000,0.0250,215.65,0.5,234.52,39.83085,234.52,54.49647,grid edge,,1223.3,41.77
40.000,0.0250,216.15,0.5,259.57,39.83085,259.57,41.21135,grid edge,,1163.5,39.17
40.000,0.0250,216.65,0.5,252.80,39.83085,252.80,44.08417,grid edge,,1236.6,40.09
40.000,0.0250,217.15,0.5,277.76,39.83085,277.76,56.63271,grid edge,,1070.2,39.86
40.000,0.0250,217.65,0.5,284.58,39.83085,284.58,54.15435,grid edge,,1063.1,39.71
40.000,0.0250,218.15,0.5,276.69,39.83085,276.69,56.27543,grid edge,,1071.7,39.82
40.000,0.0250,218.65,0.5,259.42,39.83085,259.42,58.80360,grid edge,,1167.5,38.94
40.000,0.0250,219.15,0.5,249.83,0,249.83,0,land,Coronado shore or shoal,-2.5,40.15
40.000,0.0250,219.65,0.5,97.93,0,97.93,0,land,Coronado shore or shoal,-0.1,30.67
40.000,0.0250,220.15,0.5,82.35,0,82.35,0,land,Coronado shore or shoal,0.1,23.62
40.000,0.0250,220.65,0.5,33.37,0,259.42,10.21238,land,Point Loma peninsula,0.1,6.58
40.000,0.0250,221.15,0.5,85.75,0,259.42,2.57890,land,Point Loma peninsula,0.1,23.40
40.000,0.0250,221.65,0.5,207.97,0,207.97,0,land,Coronado shore or shoal,-0.2,39.23
40.000,0.0250,222.15,0.5,333.75,0,333.75,0,land,Coronado shore or shoal,-0.7,39.17
40.000,0.0250,222.65,0.5,86.45,0,270.71,2.64838,land,Point Loma peninsula,-0.1,22.52
40.000,0.0250,223.15,0.5,43.09,0,270.71,10.22231,land,Point Loma peninsula,-1.4,6.64
40.000,0.0250,223.65,0.5,270.71,39.83085,270.71,52.09294,grid edge,,1117.0,38.67
40.000,0.0250,224.15,0.5,259.51,39.83085,259.51,54.03591,grid edge,,1203.3,38.94
40.000,0.0250,224.65,0.5,95.00,0,95.00,0,land,Coronado shore or shoal,0.3,33.12
40.000,0.0250,225.15,0.5,233.59,39.83085,233.59,55.98989,grid edge,,1223.6,41.56
40.000,0.0250,225.65,0.5,62.37,0,233.59,9.65283,land,Point Loma peninsula,0.3,6.74
40.000,0.0250,226.15,0.5,32.69,0,233.59,9.88769,land,Point Loma peninsula,0.1,6.20
40.000,0.0250,226.65,0.5,318.45,0,233.59,9.74970,land,Point Loma peninsula,0.2,5.74
40.000,0.0250,227.15,0.5,48.38,0,233.59,8.96023,land,Point Loma peninsula,-0.1,6.43
40.000,0.0250,227.65,0.5,213.94,0,233.59,9.79925,land,Point Loma peninsula,-1.3,5.79
40.000,0.0250,228.15,0.5,134.66,0,233.59,8.29559,land,Point Loma peninsula,-1.8,5.15
40.000,0.0250,228.65,0.5,313.06,0,233.59,9.13037,land,Point Loma peninsula,0.1,5.11
40.000,0.0250,229.15,0.5,29.08,0,233.59,9.54337,land,Point Loma peninsula,-3.3,5.11
40.000,0.0250,229.65,0.5,314.71,0,233.59,9.35891,land,Point Loma peninsula,-0.5,5.10
40.000,0.0250,230.15,0.5,65.52,0,233.59,8.13597,land,Point Loma peninsula,-1.2,5.53
40.000,0.0250,230.65,0.5,332.70,0,233.59,10.04799,land,Point Loma peninsula,-1.1,5.18
40.000,0.0250,231.15,0.5,317.86,0,233.59,10.02170,land,Point Loma peninsula,-0.0,5.19
40.000,0.0250,231.65,0.5,269.01,0,233.59,5.47761,land,Point Loma peninsula,-0.2,4.96
40.000,0.0250,232.15,0.5,303.88,0,233.59,9.18138,land,Point Loma peninsula,-0.7,5.08
40.000,0.0250,232.65,0.5,27.78,0,233.59,9.87990,land,Point Loma peninsula,-0.6,5.32
40.000,0.0250,233.15,0.5,278.85,0,233.59,9.99427,land,Point Loma peninsula,-1.7,5.14
40.000,0.0250,233.65,0.5,97.30,0,233.59,3.36059,land,Point Loma peninsula,-1.1,5.10
40.000,0.0250,234.15,0.5,174.37,0,233.59,3.62195,land,Point Loma peninsula,-1.9,5.07
40.000,0.0250,234.65,0.5,312.65,0,233.59,3.49948,land,Point Loma peninsula,-3.4,5.08
40.000,0.0250,235.15,0.5,113.14,0,233.59,3.36871,land,Point Loma peninsula,-1.5,5.09
40.000,0.0250,235.65,0.5,276.53,0,233.59,5.11841,land,Point Loma peninsula,-3.2,4.88
40.000,0.0250,236.15,0.5,60.40,0,233.59,1.32468,land,Point Loma peninsula,0.1,4.96
40.000,0.0250,236.65,0.5,291.26,0,233.59,1.54288,land,Point Loma peninsula,0.1,5.22
40.000,0.0250,237.15,0.5,60.74,0,233.59,1.86502,land,Point Loma peninsula,-0.8,5.22
40.000,0.0250,237.65,0.5,165.31,0,233.59,10.08711,land,Point Loma peninsula,-1.7,4.82
40.000,0.0250,238.15,0.5,355.14,0,233.59,1.62716,land,Point Loma peninsula,-1.0,5.22
40.000,0.0250,238.65,0.5,96.49,0,96.49,0,land,Coronado shore or shoal,0.0,6.52
40.000,0.0250,239.15,0.5,285.57,0,233.59,2.56226,land,Point Loma peninsula,-2.5,4.93
40.000,0.0250,239.65,0.5,297.53,0,233.59,1.23271,land,Point Loma peninsula,-0.1,5.10
40.000,0.0250,240.15,0.5,52.66,0,233.59,1.71195,land,Point Loma peninsula,-4.9,5.09
40.000,0.0250,240.65,0.5,269.33,0,233.59,1.93198,land,Point Loma peninsula,0.0,4.94
40.000,0.0250,241.15,0.5,32.70,0,233.59,0.70570,land,Point Loma peninsula,-0.1,4.52
40.000,0.0250,241.65,0.5,70.31,0,233.59,0.81455,land,Point Loma peninsula,-0.2,4.50
40.000,0.0250,242.15,0.5,347.37,0,233.59,0.50082,land,Point Loma peninsula,0.1,4.39
40.000,0.0250,242.65,0.5,65.64,0,233.59,0.71119,land,Point Loma peninsula,-0.0,4.85
40.000,0.0250,243.15,0.5,258.17,0,258.17,0,land,Coronado shore or shoal,-0.3,6.80
40.000,0.0250,243.65,0.5,59.55,0,233.59,0.81612,land,Point Loma peninsula,-0.3,5.31
40.000,0.0250,244.15,0.5,328.03,0,233.59,0.84526,land,Point Loma peninsula,-1.2,6.05
40.000,0.0250,244.65,0.5,226.64,0,233.59,0.84301,land,Point Loma peninsula,-0.9,6.06
40.000,0.0250,245.15,0.5,156.75,0,233.59,0.74951,land,Point Loma peninsula,-0.5,4.46
40.000,0.0250,245.65,0.5,44.24,0,233.59,0.72951,land,Point Loma peninsula,0.1,4.47
40.000,0.0250,246.15,0.5,277.59,0,233.59,0.88824,land,Point Loma peninsula,0.2,5.96
40.000,0.0250,246.65,0.5,35.40,0,233.59,0.65748,land,Point Loma peninsula,-0.0,4.38
40.000,0.0250,247.15,0.5,26.69,0,233.59,0.71948,land,Point Loma peninsula,-0.3,4.42
40.000,0.0250,247.65,0.5,338.94,0,233.59,1.08960,land,Point Loma peninsula,-0.7,4.70
40.000,0.0250,248.15,0.5,269.38,0,233.59,0.77299,land,Point Loma peninsula,-0.4,5.78
40.000,0.0250,248.65,0.5,341.43,0,233.59,0.63080,land,Point Loma peninsula,-0.6,4.92
40.000,0.0250,249.15,0.5,311.70,0,233.59,0.82192,land,Point Loma peninsula,-1.9,5.35
40.000,0.0250,249.65,0.5,39.73,0,233.59,0.64342,land,Point Loma peninsula,-0.1,4.36
40.000,0.0250,250.15,0.5,285.64,0,233.59,0.69147,land,Point Loma peninsula,0.1,5.86
40.000,0.0250,250.65,0.5,256.59,0,233.59,0.17607,land,Point Loma peninsula,-0.3,3.51
40.000,0.0250,251.15,0.5,65.84,0,233.59,0.41217,land,Point Loma peninsula,0.0,4.42
40.000,0.0250,251.65,0.5,322.62,0,233.59,0.14607,land,Point Loma peninsula,0.3,3.45
40.000,0.0250,252.15,0.5,274.31,0,233.59,0.17085,land,Point Loma peninsula,0.1,3.51
40.000,0.0250,252.65,0.5,323.48,0,233.59,0.14532,land,Point Loma peninsula,0.2,3.45
40.000,0.0250,253.15,0.5,324.11,0,233.59,0.11462,land,Point Loma peninsula,0.1,3.28
40.000,0.0250,253.65,0.5,322.42,0,233.59,0.11423,land,Point Loma peninsula,0.2,3.27
40.000,0.0250,254.15,0.5,322.25,0,233.59,0.11307,land,Point Loma peninsula,0.2,3.26
40.000,0.0250,254.65,0.5,320.16,0,233.59,0.10719,land,Point Loma peninsula,0.3,3.23
40.000,0.0250,255.15,0.5,323.35,0,233.59,0.12131,land,Point Loma peninsula,0.2,3.31
40.000,0.0250,255.65,0.5,326.08,0,233.59,0.12482,land,Point Loma peninsula,0.2,3.33
40.000,0.0250,256.15,0.5,326.81,0,233.59,0.09661,land,Point Loma peninsula,0.1,3.15
40.000,0.0250,256.65,0.5,332.30,0,233.59,0.07795,land,Point Loma peninsula,0.1,2.99
40.000,0.0250,257.15,0.5,335.47,0,233.59,0.06258,land,Point Loma peninsula,0.1,2.82
40.000,0.0250,257.65,0.5,332.39,0,233.59,0.05898,land,Point Loma peninsula,0.3,2.76
40.000,0.0250,258.15,0.5,334.30,0,233.59,0.05935,land,Point Loma peninsula,0.2,2.77
40.000,0.0250,258.65,0.5,335.40,0,233.59,0.06633,land,Point Loma peninsula,0.2,2.86
40.000,0.0250,259.15,0.5,332.18,0,233.59,0.06372,land,Point Loma peninsula,0.1,2.82
40.000,0.0250,259.65,0.5,341.08,0,233.59,0.05749,land,Point Loma peninsula,0.3,2.66
40.000,0.0250,260.15,0.5,352.64,0,352.64,0,land,Coronado shore or shoal,0.2,2.06
40.000,0.0250,260.65,0.5,350.72,0,350.72,0,land,Coronado shore or shoal,0.2,1.95
