period_s,freq_hz,near_from_deg,near_width_deg,off_from_deg,gain,diff_off_from_deg,diff_gain,friction,diff_friction,status,blocker,exit_depth_m,path_km
22.222,0.0450,256.31,0.5,350.07,0,350.07,0,0.84399,0.84399,land,Coronado shore or shoal,0.2,0.62
22.222,0.0450,256.81,0.5,346.41,0,346.41,0,0.86125,0.86125,land,Coronado shore or shoal,0.3,0.59
22.222,0.0450,257.31,0.5,351.18,0,351.18,0,0.85877,0.85877,land,Coronado shore or shoal,0.2,0.56
22.222,0.0450,257.81,0.5,349.75,0,349.75,0,0.86052,0.86052,land,Coronado shore or shoal,0.2,0.54
22.222,0.0450,258.31,0.5,350.42,0,350.42,0,0.88084,0.88084,land,Coronado shore or shoal,0.3,0.53
22.222,0.0450,258.81,0.5,349.21,0,349.21,0,0.89059,0.89059,land,Coronado shore or shoal,0.3,0.51
22.222,0.0450,259.31,0.5,351.07,0,351.07,0,0.87387,0.87387,land,Coronado shore or shoal,0.2,0.50
22.222,0.0450,259.81,0.5,358.18,0,358.18,0,0.87587,0.87587,land,Coronado shore or shoal,0.2,0.48
22.222,0.0450,260.31,0.5,350.92,0,350.92,0,0.89040,0.89040,land,Coronado shore or shoal,0.3,0.46
22.222,0.0450,260.81,0.5,355.15,0,355.15,0,0.89046,0.89046,land,Coronado shore or shoal,0.3,0.44
22.222,0.0450,261.31,0.5,354.17,0,354.17,0,0.87626,0.87626,land,Coronado shore or shoal,0.2,0.43
22.222,0.0450,261.81,0.5,357.37,0,357.37,0,0.88394,0.88394,land,Coronado shore or shoal,0.3,0.41
22.222,0.0450,262.31,0.5,355.79,0,355.79,0,0.86875,0.86875,land,Coronado shore or shoal,0.3,0.40
22.222,0.0450,262.81,0.5,353.35,0,353.35,0,0.86570,0.86570,land,Coronado shore or shoal,0.3,0.40
22.222,0.0450,263.31,0.5,354.38,0,354.38,0,0.85900,0.85900,land,Coronado shore or shoal,0.3,0.39
22.222,0.0450,263.81,0.5,355.01,0,355.01,0,0.88087,0.88087,land,Coronado shore or shoal,0.3,0.38
22.222,0.0450,264.31,0.5,354.13,0,354.13,0,0.88192,0.88192,land,Coronado shore or shoal,0.3,0.37
22.222,0.0450,264.81,0.5,352.71,0,352.71,0,0.87316,0.87316,land,Coronado shore or shoal,0.3,0.36
22.222,0.0450,265.31,0.5,351.46,0,351.46,0,0.86717,0.86717,land,Coronado shore or shoal,0.2,0.36
22.222,0.0450,265.81,0.5,352.35,0,352.35,0,0.86172,0.86172,land,Coronado shore or shoal,0.2,0.36
22.222,0.0450,266.31,0.5,354.20,0,354.20,0,0.85780,0.85780,land,Coronado shore or shoal,0.2,0.35
22.222,0.0450,266.81,0.5,352.25,0,352.25,0,0.89413,0.89413,land,Coronado shore or shoal,0.3,0.34
22.222,0.0450,267.31,0.5,356.47,0,356.47,0,0.88101,0.88101,land,Coronado shore or shoal,0.2,0.34
22.222,0.0450,267.81,0.5,357.28,0,357.28,0,0.88870,0.88870,land,Coronado shore or shoal,0.3,0.33
22.222,0.0450,268.31,0.5,356.38,0,356.38,0,0.87922,0.87922,land,Coronado shore or shoal,0.3,0.32
22.222,0.0450,268.81,0.5,354.22,0,354.22,0,0.87732,0.87732,land,Coronado shore or shoal,0.3,0.32
22.222,0.0450,269.31,0.5,352.76,0,352.76,0,0.88011,0.88011,land,Coronado shore or shoal,0.3,0.32
22.222,0.0450,269.81,0.5,354.09,0,354.09,0,0.85806,0.85806,land,Coronado shore or shoal,0.2,0.32
22.222,0.0450,270.31,0.5,354.31,0,354.31,0,0.86303,0.86303,land,Coronado shore or shoal,0.3,0.31
22.222,0.0450,270.81,0.5,354.84,0,354.84,0,0.86698,0.86698,land,Coronado shore or shoal,0.3,0.31
22.222,0.0450,271.31,0.5,355.07,0,355.07,0,0.87169,0.87169,land,Coronado shore or shoal,0.2,0.30
22.222,0.0450,271.81,0.5,355.02,0,355.02,0,0.87452,0.87452,land,Coronado shore or shoal,0.2,0.30
22.222,0.0450,272.31,0.5,354.79,0,354.79,0,0.87601,0.87601,land,Coronado shore or shoal,0.2,0.30
22.222,0.0450,272.81,0.5,353.94,0,353.94,0,0.87998,0.87998,land,Coronado shore or shoal,0.3,0.29
22.222,0.0450,273.31,0.5,352.79,0,352.79,0,0.88654,0.88654,land,Coronado shore or shoal,0.3,0.29
22.222,0.0450,273.81,0.5,352.59,0,352.59,0,0.87288,0.87288,land,Coronado shore or shoal,0.2,0.29
22.222,0.0450,274.31,0.5,351.30,0,351.30,0,0.88477,0.88477,land,Coronado shore or shoal,0.3,0.28
22.222,0.0450,274.81,0.5,351.79,0,351.79,0,0.87473,0.87473,land,Coronado shore or shoal,0.3,0.28
22.222,0.0450,275.31,0.5,352.50,0,352.50,0,0.86339,0.86339,land,Coronado shore or shoal,0.2,0.28
22.222,0.0450,275.81,0.5,351.30,0,351.30,0,0.87892,0.87892,land,Coronado shore or shoal,0.3,0.28
22.222,0.0450,276.31,0.5,352.32,0,352.32,0,0.86865,0.86865,land,Coronado shore or shoal,0.2,0.28
22.222,0.0450,276.81,0.5,350.72,0,350.72,0,0.88247,0.88247,land,Coronado shore or shoal,0.3,0.28
22.222,0.0450,277.31,0.5,352.46,0,352.46,0,0.87178,0.87178,land,Coronado shore or shoal,0.2,0.28
22.222,0.0450,277.81,0.5,350.87,0,350.87,0,0.88192,0.88192,land,Coronado shore or shoal,0.3,0.27
22.222,0.0450,278.31,0.5,349.75,0,349.75,0,0.89010,0.89010,land,Coronado shore or shoal,0.3,0.27
22.222,0.0450,278.81,0.5,349.65,0,349.65,0,0.89914,0.89914,land,Coronado shore or shoal,0.3,0.26
22.222,0.0450,279.31,0.5,352.91,0,352.91,0,0.88429,0.88429,land,Coronado shore or shoal,0.2,0.26
22.222,0.0450,279.81,0.5,351.89,0,351.89,0,0.89471,0.89471,land,Coronado shore or shoal,0.3,0.26
22.222,0.0450,280.31,0.5,353.50,0,353.50,0,0.90285,0.90285,land,Coronado shore or shoal,0.3,0.26
22.222,0.0450,280.81,0.5,358.12,0,358.12,0,0.88598,0.88598,land,Coronado shore or shoal,0.2,0.26
22.222,0.0450,281.31,0.5,359.37,0,359.37,0,0.89306,0.89306,land,Coronado shore or shoal,0.3,0.25
22.222,0.0450,281.81,0.5,359.90,0,359.90,0,0.89853,0.89853,land,Coronado shore or shoal,0.3,0.25
22.222,0.0450,282.31,0.5,0.42,0,0.42,0,0.90334,0.90334,land,Coronado shore or shoal,0.3,0.24
22.222,0.0450,282.81,0.5,359.70,0,359.70,0,0.91009,0.91009,land,Coronado shore or shoal,0.3,0.24
22.222,0.0450,283.31,0.5,0.65,0,0.65,0,0.89131,0.89131,land,Coronado shore or shoal,0.2,0.24
22.222,0.0450,283.81,0.5,0.54,0,0.54,0,0.89878,0.89878,land,Coronado shore or shoal,0.3,0.24
20.000,0.0500,104.31,0.5,30.87,0,30.87,0,0.86278,0.86278,land,Coronado shore or shoal,0.2,0.23
20.000,0.0500,104.81,0.5,31.09,0,31.09,0,0.87982,0.87982,land,Coronado shore or shoal,0.3,0.23
20.000,0.0500,105.31,0.5,29.71,0,29.71,0,0.87430,0.87430,land,Coronado shore or shoal,0.3,0.24
20.000,0.0500,105.81,0.5,30.06,0,30.06,0,0.86888,0.86888,land,Coronado shore or shoal,0.2,0.24
20.000,0.0500,106.31,0.5,33.75,0,33.75,0,0.88826,0.88826,land,Coronado shore or shoal,0.3,0.24
20.000,0.0500,106.81,0.5,34.89,0,34.89,0,0.88079,0.88079,land,Coronado shore or shoal,0.3,0.24
20.000,0.0500,107.31,0.5,35.32,0,35.32,0,0.87416,0.87416,land,Coronado shore or shoal,0.3,0.25
20.000,0.0500,107.81,0.5,35.24,0,35.24,0,0.86551,0.86551,land,Coronado shore or shoal,0.3,0.25
20.000,0.0500,108.31,0.5,34.99,0,34.99,0,0.85660,0.85660,land,Coronado shore or shoal,0.2,0.26
20.000,0.0500,108.81,0.5,37.19,0,37.19,0,0.87414,0.87414,land,Coronado shore or shoal,0.3,0.26
20.000,0.0500,109.31,0.5,36.15,0,36.15,0,0.86489,0.86489,land,Coronado shore or shoal,0.3,0.26
20.000,0.0500,109.81,0.5,34.40,0,34.40,0,0.84999,0.84999,land,Coronado shore or shoal,0.2,0.26
20.000,0.0500,110.31,0.5,34.90,0,34.90,0,0.86292,0.86292,land,Coronado shore or shoal,0.3,0.26
20.000,0.0500,110.81,0.5,34.99,0,34.99,0,0.87462,0.87462,land,Coronado shore or shoal,0.3,0.26
20.000,0.0500,111.31,0.5,32.64,0,32.64,0,0.86344,0.86344,land,Coronado shore or shoal,0.3,0.27
20.000,0.0500,111.81,0.5,30.84,0,30.84,0,0.85206,0.85206,land,Coronado shore or shoal,0.2,0.27
20.000,0.0500,112.31,0.5,31.61,0,31.61,0,0.87026,0.87026,land,Coronado shore or shoal,0.3,0.27
20.000,0.0500,112.81,0.5,31.06,0,31.06,0,0.86017,0.86017,land,Coronado shore or shoal,0.3,0.28
20.000,0.0500,113.31,0.5,32.92,0,32.92,0,0.87426,0.87426,land,Coronado shore or shoal,0.3,0.28
20.000,0.0500,113.81,0.5,33.01,0,33.01,0,0.86230,0.86230,land,Coronado shore or shoal,0.3,0.28
20.000,0.0500,114.31,0.5,32.86,0,32.86,0,0.84951,0.84951,land,Coronado shore or shoal,0.2,0.28
20.000,0.0500,114.81,0.5,35.12,0,35.12,0,0.86597,0.86597,land,Coronado shore or shoal,0.3,0.28
20.000,0.0500,115.31,0.5,34.69,0,34.69,0,0.85651,0.85651,land,Coronado shore or shoal,0.2,0.29
20.000,0.0500,115.81,0.5,36.21,0,36.21,0,0.86892,0.86892,land,Coronado shore or shoal,0.3,0.29
20.000,0.0500,116.31,0.5,34.69,0,34.69,0,0.85662,0.85662,land,Coronado shore or shoal,0.3,0.29
20.000,0.0500,116.81,0.5,35.15,0,35.15,0,0.86947,0.86947,land,Coronado shore or shoal,0.3,0.29
20.000,0.0500,117.31,0.5,33.01,0,33.01,0,0.85964,0.85964,land,Coronado shore or shoal,0.3,0.30
20.000,0.0500,117.81,0.5,31.33,0,31.33,0,0.84905,0.84905,land,Coronado shore or shoal,0.2,0.30
20.000,0.0500,118.31,0.5,32.41,0,32.41,0,0.86638,0.86638,land,Coronado shore or shoal,0.3,0.30
20.000,0.0500,118.81,0.5,32.47,0,32.47,0,0.85740,0.85740,land,Coronado shore or shoal,0.3,0.30
20.000,0.0500,119.31,0.5,33.38,0,33.38,0,0.84720,0.84720,land,Coronado shore or shoal,0.2,0.31
20.000,0.0500,119.81,0.5,35.68,0,35.68,0,0.86288,0.86288,land,Coronado shore or shoal,0.3,0.31
20.000,0.0500,120.31,0.5,36.30,0,36.30,0,0.87792,0.87792,land,Coronado shore or shoal,0.3,0.31
20.000,0.0500,120.81,0.5,34.59,0,34.59,0,0.86894,0.86894,land,Coronado shore or shoal,0.3,0.31
20.000,0.0500,121.31,0.5,32.50,0,32.50,0,0.85837,0.85837,land,Coronado shore or shoal,0.2,0.32
20.000,0.0500,121.81,0.5,30.95,0,30.95,0,0.85248,0.85248,land,Coronado shore or shoal,0.2,0.32
20.000,0.0500,122.31,0.5,30.69,0,30.69,0,0.85003,0.85003,land,Coronado shore or shoal,0.2,0.32
20.000,0.0500,122.81,0.5,35.08,0,35.08,0,0.87142,0.87142,land,Coronado shore or shoal,0.3,0.32
20.000,0.0500,123.31,0.5,36.09,0,36.09,0,0.86551,0.86551,land,Coronado shore or shoal,0.3,0.33
20.000,0.0500,123.81,0.5,36.55,0,36.55,0,0.85659,0.85659,land,Coronado shore or shoal,0.2,0.33
20.000,0.0500,124.31,0.5,36.45,0,36.45,0,0.84733,0.84733,land,Coronado shore or shoal,0.2,0.34
20.000,0.0500,124.81,0.5,37.29,0,37.29,0,0.86747,0.86747,land,Coronado shore or shoal,0.3,0.34
20.000,0.0500,125.31,0.5,34.60,0,34.60,0,0.86618,0.86618,land,Coronado shore or shoal,0.3,0.34
20.000,0.0500,125.81,0.5,31.01,0,31.01,0,0.84633,0.84633,land,Coronado shore or shoal,0.2,0.35
20.000,0.0500,126.31,0.5,32.37,0,32.37,0,0.85370,0.85370,land,Coronado shore or shoal,0.3,0.35
20.000,0.0500,126.81,0.5,35.27,0,35.27,0,0.85886,0.85886,land,Coronado shore or shoal,0.3,0.36
20.000,0.0500,127.31,0.5,35.50,0,35.50,0,0.86648,0.86648,land,Coronado shore or shoal,0.2,0.36
20.000,0.0500,127.81,0.5,36.33,0,36.33,0,0.85368,0.85368,land,Coronado shore or shoal,0.3,0.37
20.000,0.0500,128.31,0.5,34.85,0,34.85,0,0.86295,0.86295,land,Coronado shore or shoal,0.3,0.37
20.000,0.0500,128.81,0.5,33.58,0,33.58,0,0.86479,0.86479,land,Coronado shore or shoal,0.3,0.38
20.000,0.0500,129.31,0.5,35.14,0,35.14,0,0.86420,0.86420,land,Coronado shore or shoal,0.3,0.39
20.000,0.0500,129.81,0.5,36.88,0,36.88,0,0.84878,0.84878,land,Coronado shore or shoal,0.3,0.40
20.000,0.0500,130.31,0.5,32.76,0,32.76,0,0.84711,0.84711,land,Coronado shore or shoal,0.3,0.41
20.000,0.0500,130.81,0.5,36.42,0,36.42,0,0.84968,0.84968,land,Coronado shore or shoal,0.3,0.42
20.000,0.0500,131.31,0.5,33.86,0,33.86,0,0.84039,0.84039,land,Coronado shore or shoal,0.2,0.44
20.000,0.0500,131.81,0.5,30.92,0,30.92,0,0.86452,0.86452,land,Coronado shore or shoal,0.3,0.44
20.000,0.0500,132.31,0.5,38.53,0,38.53,0,0.83617,0.83617,land,Coronado shore or shoal,0.2,0.46
20.000,0.0500,132.81,0.5,34.50,0,34.50,0,0.85523,0.85523,land,Coronado shore or shoal,0.3,0.47
20.000,0.0500,133.31,0.5,35.08,0,35.08,0,0.84480,0.84480,land,Coronado shore or shoal,0.3,0.48
20.000,0.0500,133.81,0.5,41.47,0,41.47,0,0.83745,0.83745,land,Coronado shore or shoal,0.3,0.50
20.000,0.0500,134.31,0.5,30.75,0,30.75,0,0.82612,0.82612,land,Coronado shore or shoal,0.2,0.51
20.000,0.0500,134.81,0.5,37.21,0,37.21,0,0.84051,0.84051,land,Coronado shore or shoal,0.3,0.52
20.000,0.0500,135.31,0.5,37.35,0,37.35,0,0.84776,0.84776,land,Coronado shore or shoal,0.3,0.53
20.000,0.0500,135.81,0.5,35.42,0,35.42,0,0.83514,0.83514,land,Coronado shore or shoal,0.3,0.54
20.000,0.0500,136.31,0.5,36.37,0,36.37,0,0.83115,0.83115,land,Coronado shore or shoal,0.2,0.55
20.000,0.0500,136.81,0.5,33.93,0,33.93,0,0.82706,0.82706,land,Coronado shore or shoal,0.3,0.56
20.000,0.0500,137.31,0.5,38.17,0,38.17,0,0.84404,0.84404,land,Coronado shore or shoal,0.3,0.57
20.000,0.0500,137.81,0.5,40.06,0,40.06,0,0.83626,0.83626,land,Coronado shore or shoal,0.3,0.59
20.000,0.0500,138.31,0.5,35.08,0,35.08,0,0.82250,0.82250,land,Coronado shore or shoal,0.2,0.60
20.000,0.0500,138.81,0.5,40.46,0,40.46,0,0.82317,0.82317,land,Coronado shore or shoal,0.2,0.61
20.000,0.0500,139.31,0.5,38.63,0,38.63,0,0.82945,0.82945,land,Coronado shore or shoal,0.3,0.62
20.000,0.0500,139.81,0.5,34.62,0,34.62,0,0.81935,0.81935,land,Coronado shore or shoal,0.2,0.64
20.000,0.0500,140.31,0.5,40.39,0,40.39,0,0.80550,0.80550,land,Coronado shore or shoal,0.2,0.66
20.000,0.0500,140.81,0.5,33.56,0,33.56,0,0.81869,0.81869,land,Coronado shore or shoal,0.2,0.69
20.000,0.0500,141.31,0.5,43.38,0,43.38,0,0.85233,0.85233,land,Coronado shore or shoal,0.3,0.71
20.000,0.0500,141.81,0.5,41.19,0,41.19,0,0.82292,0.82292,land,Coronado shore or shoal,0.3,0.74
20.000,0.0500,142.31,0.5,37.52,0,37.52,0,0.81683,0.81683,land,Coronado shore or shoal,0.3,0.77
20.000,0.0500,142.81,0.5,33.33,0,33.33,0,0.80877,0.80877,land,Coronado shore or shoal,0.3,0.81
20.000,0.0500,143.31,0.5,38.01,0,38.01,0,0.80555,0.80555,land,Coronado shore or shoal,0.3,0.85
20.000,0.0500,143.81,0.5,49.80,0,49.80,0,0.83595,0.83595,land,Coronado shore or shoal,0.3,0.86
20.000,0.0500,144.31,0.5,44.52,0,44.52,0,0.83741,0.83741,land,Coronado shore or shoal,0.2,0.90
20.000,0.0500,144.81,0.5,44.84,0,44.84,0,0.82146,0.82146,land,Coronado shore or shoal,0.3,1.00
20.000,0.0500,145.31,0.5,50.32,0,50.32,0,0.82316,0.82316,land,Coronado shore or shoal,0.3,1.10
20.000,0.0500,145.81,0.5,47.37,0,47.37,0,0.82173,0.82173,land,Coronado shore or shoal,0.1,1.15
20.000,0.0500,146.31,0.5,42.58,0,42.58,0,0.81109,0.81109,land,Coronado shore or shoal,0.2,1.18
20.000,0.0500,146.81,0.5,44.59,0,44.59,0,0.82825,0.82825,land,Coronado shore or shoal,0.2,1.17
20.000,0.0500,147.31,0.5,43.85,0,43.85,0,0.81868,0.81868,land,Coronado shore or shoal,0.2,1.17
20.000,0.0500,147.81,0.5,43.31,0,43.31,0,0.81785,0.81785,land,Coronado shore or shoal,0.2,1.18
20.000,0.0500,148.31,0.5,52.76,0,52.76,0,0.82397,0.82397,land,Coronado shore or shoal,0.3,1.20
20.000,0.0500,148.81,0.5,44.18,0,44.18,0,0.81804,0.81804,land,Coronado shore or shoal,0.2,1.22
20.000,0.0500,149.31,0.5,37.24,0,37.24,0,0.77054,0.77054,land,Coronado shore or shoal,0.2,1.30
20.000,0.0500,149.81,0.5,53.23,0,53.23,0,0.78193,0.78193,land,Coronado shore or shoal,0.3,1.41
20.000,0.0500,150.31,0.5,48.28,0,48.28,0,0.78619,0.78619,land,Coronado shore or shoal,0.3,1.54
20.000,0.0500,150.81,0.5,48.89,0,48.89,0,0.79468,0.79468,land,Coronado shore or shoal,0.3,1.61
20.000,0.0500,151.31,0.5,51.42,0,51.42,0,0.74854,0.74854,land,Coronado shore or shoal,0.2,1.84
20.000,0.0500,151.81,0.5,52.33,0,52.33,0,0.74649,0.74649,land,Coronado shore or shoal,0.3,1.92
20.000,0.0500,152.31,0.5,49.33,0,49.33,0,0.76398,0.76398,land,Coronado shore or shoal,0.3,1.90
20.000,0.0500,152.81,0.5,45.14,0,45.14,0,0.74570,0.74570,land,Coronado shore or shoal,0.3,1.88
20.000,0.0500,153.31,0.5,55.35,0,55.35,0,0.74419,0.74419,land,Coronado shore or shoal,0.3,2.09
20.000,0.0500,153.81,0.5,52.25,0,52.25,0,0.75517,0.75517,land,Coronado shore or shoal,0.3,2.29
20.000,0.0500,154.31,0.5,50.27,0,50.27,0,0.72406,0.72406,land,Coronado shore or shoal,0.2,2.51
20.000,0.0500,154.81,0.5,50.54,0,50.54,0,0.74927,0.74927,land,Coronado shore or shoal,0.3,2.54
20.000,0.0500,155.31,0.5,51.27,0,51.27,0,0.72616,0.72616,land,Coronado shore or shoal,0.2,2.63
20.000,0.0500,155.81,0.5,50.93,0,50.93,0,0.74020,0.74020,land,Coronado shore or shoal,0.3,2.62
20.000,0.0500,156.31,0.5,50.46,0,50.46,0,0.72325,0.72325,land,Coronado shore or shoal,0.3,2.80
20.000,0.0500,156.81,0.5,56.18,0,56.18,0,0.71498,0.71498,land,Coronado shore or shoal,0.3,3.01
20.000,0.0500,157.31,0.5,52.13,0,52.13,0,0.71285,0.71285,land,Coronado shore or shoal,0.2,2.86
20.000,0.0500,157.81,0.5,52.03,0,52.03,0,0.71973,0.71973,land,Coronado shore or shoal,0.3,3.12
20.000,0.0500,158.31,0.5,55.61,0,55.61,0,0.69626,0.69626,land,Coronado shore or shoal,0.3,3.54
20.000,0.0500,158.81,0.5,59.38,0,59.38,0,0.69340,0.69340,land,Coronado shore or shoal,0.2,3.67
20.000,0.0500,159.31,0.5,60.05,0,60.05,0,0.67768,0.67768,land,Coronado shore or shoal,0.2,4.00
20.000,0.0500,159.81,0.5,60.23,0,60.23,0,0.68835,0.68835,land,Coronado shore or shoal,0.3,4.10
20.000,0.0500,160.31,0.5,62.03,0,62.03,0,0.67102,0.67102,land,Coronado shore or shoal,0.2,4.16
20.000,0.0500,160.81,0.5,66.65,0,66.65,0,0.69455,0.69455,land,Coronado shore or shoal,0.3,4.30
20.000,0.0500,161.31,0.5,71.98,0,71.98,0,0.67508,0.67508,land,Coronado shore or shoal,0.3,4.64
20.000,0.0500,161.81,0.5,64.53,0,64.53,0,0.67606,0.67606,land,Coronado shore or shoal,0.3,4.99
20.000,0.0500,162.31,0.5,70.74,0,70.74,0,0.67729,0.67729,land,Coronado shore or shoal,0.2,5.11
20.000,0.0500,162.81,0.5,68.10,0,68.10,0,0.67438,0.67438,land,Coronado shore or shoal,0.3,5.28
20.000,0.0500,163.31,0.5,75.04,0,75.04,0,0.66705,0.66705,land,Coronado shore or shoal,0.2,6.03
20.000,0.0500,163.81,0.5,68.78,0,68.78,0,0.66349,0.66349,land,Coronado shore or shoal,-0.1,6.49
20.000,0.0500,164.31,0.5,72.40,0,72.40,0,0.66258,0.66258,land,Coronado shore or shoal,0.1,7.16
20.000,0.0500,164.81,0.5,79.41,0,79.41,0,0.69984,0.69984,land,Coronado shore or shoal,0.3,8.86
20.000,0.0500,165.31,0.5,80.57,0,80.57,0,0.70852,0.70852,land,Coronado shore or shoal,0.2,9.30
20.000,0.0500,165.81,0.5,80.50,0,80.50,0,0.70099,0.70099,land,Coronado shore or shoal,0.1,9.23
20.000,0.0500,166.31,0.5,76.49,0,76.49,0,0.64630,0.64630,land,Coronado shore or shoal,-0.1,9.73
20.000,0.0500,166.81,0.5,79.29,0,79.29,0,0.70018,0.70018,land,Coronado shore or shoal,0.2,9.12
20.000,0.0500,167.31,0.5,75.94,0,75.94,0,0.67516,0.67516,land,Coronado shore or shoal,0.0,9.05
20.000,0.0500,167.81,0.5,81.08,0,81.08,0,0.71147,0.71147,land,Coronado shore or shoal,0.3,9.28
20.000,0.0500,168.31,0.5,79.66,0,79.66,0,0.70855,0.70855,land,Coronado shore or shoal,0.2,9.19
20.000,0.0500,168.81,0.5,95.30,0,95.30,0,0.65656,0.65656,land,Coronado shore or shoal,0.1,12.18
20.000,0.0500,169.31,0.5,73.70,0,73.70,0,0.51656,0.51656,land,Coronado shore or shoal,-0.1,15.57
20.000,0.0500,169.81,0.5,72.56,0,72.56,0,0.53499,0.53499,land,Coronado shore or shoal,0.0,15.81
20.000,0.0500,170.31,0.5,84.80,0,84.80,0,0.56092,0.56092,land,Coronado shore or shoal,0.0,15.14
20.000,0.0500,170.81,0.5,84.64,0,84.64,0,0.56861,0.56861,land,Coronado shore or shoal,0.1,15.21
20.000,0.0500,171.31,0.5,81.55,0,81.55,0,0.57975,0.57975,land,Coronado shore or shoal,0.3,15.10
20.000,0.0500,171.81,0.5,57.89,0,57.89,0,0.62517,0.62517,land,Coronado shore or shoal,0.1,16.72
20.000,0.0500,172.31,0.5,55.96,0,55.96,0,0.51334,0.51334,land,Coronado shore or shoal,-0.3,16.16
20.000,0.0500,172.81,0.5,339.58,0,339.58,0,0.57458,0.57458,land,Coronado shore or shoal,-0.4,16.36
20.000,0.0500,173.31,0.5,59.25,0,59.25,0,0.62932,0.62932,land,Coronado shore or shoal,0.2,17.05
20.000,0.0500,173.81,0.5,196.82,0,196.82,0,0.60487,0.60487,land,Coronado shore or shoal,-0.6,17.66
20.000,0.0500,174.31,0.5,70.59,0,70.59,0,0.61576,0.61576,land,Coronado shore or shoal,0.2,17.13
20.000,0.0500,174.81,0.5,67.98,0,67.98,0,0.57187,0.57187,land,Coronado shore or shoal,-0.1,19.52
20.000,0.0500,175.31,0.5,73.54,0,73.54,0,0.64477,0.64477,land,Coronado shore or shoal,-0.4,19.04
20.000,0.0500,175.81,0.5,70.85,0,70.85,0,0.61297,0.61297,land,Coronado shore or shoal,-0.7,23.36
20.000,0.0500,176.31,0.5,95.41,0,95.41,0,0.41862,0.41862,land,Coronado shore or shoal,-1.3,20.42
20.000,0.0500,176.81,0.5,140.33,10.18255,140.33,13.86569,0.72178,0.72178,grid edge,,78.3,49.41
20.000,0.0500,177.31,0.5,220.45,10.18255,220.45,10.47939,0.73882,0.73882,deep,,656.9,54.13
20.000,0.0500,177.81,0.5,215.53,0,165.35,6.55558,0.76854,0.71868,land,Coronado Islands (South group),-0.0,30.85
20.000,0.0500,178.31,0.5,207.61,10.18255,207.61,9.75397,0.73167,0.73167,deep,,459.3,52.42
20.000,0.0500,178.81,0.5,103.07,0,154.89,7.10546,0.56406,0.78086,land,Coronado Islands (South group),-0.2,37.05
20.000,0.0500,179.31,0.5,233.46,10.18255,233.46,7.63974,0.79722,0.79722,deep,,624.8,29.29
20.000,0.0500,179.81,0.5,232.12,10.18255,232.12,9.62381,0.79511,0.79511,deep,,625.7,26.73
20.000,0.0500,180.31,0.5,231.78,10.18255,231.78,9.91664,0.79495,0.79495,deep,,630.4,26.91
20.000,0.0500,180.81,0.5,225.23,10.18255,225.23,9.95575,0.79405,0.79405,deep,,629.7,27.35
20.000,0.0500,181.31,0.5,226.43,10.18255,226.43,8.62930,0.79341,0.79341,deep,,627.7,27.27
20.000,0.0500,181.81,0.5,226.96,10.18255,226.96,8.60702,0.79356,0.79356,deep,,630.9,27.29
20.000,0.0500,182.31,0.5,185.84,10.18255,185.84,15.84414,0.79483,0.79483,deep,,634.4,30.27
20.000,0.0500,182.81,0.5,230.96,10.18255,230.96,9.89195,0.79362,0.79362,deep,,629.8,27.29
20.000,0.0500,183.31,0.5,202.24,10.18255,202.24,6.90381,0.79268,0.79268,deep,,628.2,28.92
20.000,0.0500,183.81,0.5,219.87,10.18255,219.87,7.47083,0.76665,0.76665,deep,,635.8,31.61
20.000,0.0500,184.31,0.5,244.26,10.18255,244.26,8.16072,0.78515,0.78515,deep,,625.7,29.25
20.000,0.0500,184.81,0.5,232.62,10.18255,232.62,9.21943,0.78317,0.78317,deep,,628.3,23.69
20.000,0.0500,185.31,0.5,240.58,10.18255,240.58,9.44741,0.78281,0.78281,deep,,626.4,23.22
20.000,0.0500,185.81,0.5,204.32,10.18255,204.32,6.46040,0.78265,0.78265,deep,,633.6,28.71
20.000,0.0500,186.31,0.5,259.94,10.18255,259.94,3.79884,0.75673,0.75673,deep,,636.5,32.92
20.000,0.0500,186.81,0.5,235.22,10.18255,235.22,8.54497,0.77848,0.77848,deep,,626.8,26.83
20.000,0.0500,187.31,0.5,244.82,10.18255,244.82,9.08232,0.77676,0.77676,deep,,626.5,26.83
20.000,0.0500,187.81,0.5,225.60,10.18255,225.60,11.15116,0.77732,0.77732,deep,,624.5,24.14
20.000,0.0500,188.31,0.5,223.39,10.18255,223.39,8.79602,0.77535,0.77535,deep,,625.6,26.90
20.000,0.0500,188.81,0.5,213.63,10.18255,213.63,10.42677,0.77188,0.77188,deep,,626.7,29.17
20.000,0.0500,189.31,0.5,242.35,10.18255,242.35,5.52494,0.74209,0.74209,deep,,632.2,31.84
20.000,0.0500,189.81,0.5,199.31,10.18255,199.31,6.47735,0.74134,0.74134,deep,,645.0,32.82
20.000,0.0500,190.31,0.5,225.40,10.18255,225.40,9.82999,0.77111,0.77111,deep,,630.2,25.95
20.000,0.0500,190.81,0.5,210.30,10.18255,210.30,10.67590,0.76592,0.76592,deep,,626.5,29.32
20.000,0.0500,191.31,0.5,250.09,10.18255,250.09,4.65537,0.73697,0.73697,deep,,624.6,32.34
20.000,0.0500,191.81,0.5,217.06,10.18255,217.06,6.49635,0.76508,0.76508,deep,,633.2,28.91
20.000,0.0500,192.31,0.5,236.90,10.18255,236.90,5.59302,0.73352,0.73352,deep,,627.3,31.92
