period_s,freq_hz,near_from_deg,near_width_deg,off_from_deg,gain,island_factor,island_geometric,status,blocker,exit_depth_m,path_km
20.000,0.0500,148.65,0.5,52.03,0,1.0000,1,land,Coronado shore or shoal,0.3,0.58
20.000,0.0500,149.15,0.5,55.88,0,1.0000,1,land,Coronado shore or shoal,0.2,0.59
20.000,0.0500,149.65,0.5,58.96,0,1.0000,1,land,Coronado shore or shoal,0.3,0.59
20.000,0.0500,150.15,0.5,57.06,0,1.0000,1,land,Coronado shore or shoal,0.3,0.60
20.000,0.0500,150.65,0.5,54.85,0,1.0000,1,land,Coronado shore or shoal,0.3,0.61
20.000,0.0500,151.15,0.5,54.34,0,1.0000,1,land,Coronado shore or shoal,0.2,0.62
20.000,0.0500,151.65,0.5,55.84,0,1.0000,1,land,Coronado shore or shoal,0.2,0.62
20.000,0.0500,152.15,0.5,57.25,0,1.0000,1,land,Coronado shore or shoal,0.2,0.63
20.000,0.0500,152.65,0.5,58.52,0,1.0000,1,land,Coronado shore or shoal,0.3,0.64
20.000,0.0500,153.15,0.5,55.86,0,1.0000,1,land,Coronado shore or shoal,0.2,0.65
20.000,0.0500,153.65,0.5,53.42,0,1.0000,1,land,Coronado shore or shoal,0.3,0.66
20.000,0.0500,154.15,0.5,61.08,0,1.0000,1,land,Coronado shore or shoal,0.3,0.68
20.000,0.0500,154.65,0.5,56.20,0,1.0000,1,land,Coronado shore or shoal,0.2,0.69
20.000,0.0500,155.15,0.5,53.65,0,1.0000,1,land,Coronado shore or shoal,0.2,0.72
20.000,0.0500,155.65,0.5,58.60,0,1.0000,1,land,Coronado shore or shoal,0.3,0.73
20.000,0.0500,156.15,0.5,55.89,0,1.0000,1,land,Coronado shore or shoal,0.2,0.74
20.000,0.0500,156.65,0.5,55.38,0,1.0000,1,land,Coronado shore or shoal,0.3,0.74
20.000,0.0500,157.15,0.5,55.97,0,1.0000,1,land,Coronado shore or shoal,0.3,0.75
20.000,0.0500,157.65,0.5,57.40,0,1.0000,1,land,Coronado shore or shoal,0.2,0.76
20.000,0.0500,158.15,0.5,57.24,0,1.0000,1,land,Coronado shore or shoal,0.3,0.76
20.000,0.0500,158.65,0.5,56.02,0,1.0000,1,land,Coronado shore or shoal,0.3,0.78
20.000,0.0500,159.15,0.5,57.57,0,1.0000,1,land,Coronado shore or shoal,0.3,0.79
20.000,0.0500,159.65,0.5,56.66,0,1.0000,1,land,Coronado shore or shoal,0.2,0.80
20.000,0.0500,160.15,0.5,56.21,0,1.0000,1,land,Coronado shore or shoal,0.3,0.80
20.000,0.0500,160.65,0.5,55.48,0,1.0000,1,land,Coronado shore or shoal,0.2,0.81
20.000,0.0500,161.15,0.5,57.12,0,1.0000,1,land,Coronado shore or shoal,0.3,0.82
20.000,0.0500,161.65,0.5,53.59,0,1.0000,1,land,Coronado shore or shoal,0.3,0.84
20.000,0.0500,162.15,0.5,55.01,0,1.0000,1,land,Coronado shore or shoal,0.3,0.86
20.000,0.0500,162.65,0.5,56.92,0,1.0000,1,land,Coronado shore or shoal,0.3,0.89
20.000,0.0500,163.15,0.5,56.72,0,1.0000,1,land,Coronado shore or shoal,0.3,0.91
20.000,0.0500,163.65,0.5,58.76,0,1.0000,1,land,Coronado shore or shoal,0.3,0.96
20.000,0.0500,164.15,0.5,56.66,0,1.0000,1,land,Coronado shore or shoal,0.3,0.99
20.000,0.0500,164.65,0.5,55.41,0,1.0000,1,land,Coronado shore or shoal,0.3,1.03
20.000,0.0500,165.15,0.5,52.78,0,1.0000,1,land,Coronado shore or shoal,0.3,1.05
20.000,0.0500,165.65,0.5,56.16,0,1.0000,1,land,Coronado shore or shoal,0.3,1.07
20.000,0.0500,166.15,0.5,57.02,0,1.0000,1,land,Coronado shore or shoal,0.3,1.12
20.000,0.0500,166.65,0.5,57.46,0,1.0000,1,land,Coronado shore or shoal,0.3,1.14
20.000,0.0500,167.15,0.5,57.23,0,1.0000,1,land,Coronado shore or shoal,0.2,1.16
20.000,0.0500,167.65,0.5,55.55,0,1.0000,1,land,Coronado shore or shoal,0.3,1.18
20.000,0.0500,168.15,0.5,54.99,0,1.0000,1,land,Coronado shore or shoal,0.3,1.19
20.000,0.0500,168.65,0.5,54.38,0,1.0000,1,land,Coronado shore or shoal,0.2,1.19
20.000,0.0500,169.15,0.5,55.07,0,1.0000,1,land,Coronado shore or shoal,0.3,1.19
20.000,0.0500,169.65,0.5,57.24,0,1.0000,1,land,Coronado shore or shoal,0.3,1.21
20.000,0.0500,170.15,0.5,56.58,0,1.0000,1,land,Coronado shore or shoal,0.3,1.26
20.000,0.0500,170.65,0.5,58.04,0,1.0000,1,land,Coronado shore or shoal,0.3,1.28
20.000,0.0500,171.15,0.5,57.84,0,1.0000,1,land,Coronado shore or shoal,0.3,1.29
20.000,0.0500,171.65,0.5,59.23,0,1.0000,1,land,Coronado shore or shoal,0.3,1.30
20.000,0.0500,172.15,0.5,56.45,0,1.0000,1,land,Coronado shore or shoal,0.2,1.34
20.000,0.0500,172.65,0.5,51.61,0,1.0000,1,land,Coronado shore or shoal,0.2,1.49
20.000,0.0500,173.15,0.5,58.45,0,1.0000,1,land,Coronado shore or shoal,0.3,1.66
20.000,0.0500,173.65,0.5,56.97,0,1.0000,1,land,Coronado shore or shoal,0.2,1.68
20.000,0.0500,174.15,0.5,59.58,0,1.0000,1,land,Coronado shore or shoal,0.3,1.82
20.000,0.0500,174.65,0.5,59.78,0,1.0000,1,land,Coronado shore or shoal,0.3,1.96
20.000,0.0500,175.15,0.5,64.22,0,1.0000,1,land,Coronado shore or shoal,0.3,2.08
20.000,0.0500,175.65,0.5,62.87,0,1.0000,1,land,Coronado shore or shoal,0.2,2.12
20.000,0.0500,176.15,0.5,65.21,0,1.0000,1,land,Coronado shore or shoal,0.2,2.15
20.000,0.0500,176.65,0.5,66.96,0,1.0000,1,land,Coronado shore or shoal,0.3,2.28
20.000,0.0500,177.15,0.5,63.62,0,1.0000,1,land,Coronado shore or shoal,0.2,2.56
20.000,0.0500,177.65,0.5,70.25,0,1.0000,1,land,Coronado shore or shoal,0.2,2.88
20.000,0.0500,178.15,0.5,73.57,0,1.0000,1,land,Coronado shore or shoal,0.3,2.87
20.000,0.0500,178.65,0.5,72.11,0,1.0000,1,land,Coronado shore or shoal,0.2,3.20
20.000,0.0500,179.15,0.5,67.59,0,1.0000,1,land,Coronado shore or shoal,0.3,3.70
20.000,0.0500,179.65,0.5,48.50,0,1.0000,1,land,Coronado shore or shoal,-0.2,4.71
20.000,0.0500,180.15,0.5,71.47,0,1.0000,1,land,Coronado shore or shoal,0.1,4.06
20.000,0.0500,180.65,0.5,69.89,0,1.0000,1,land,Coronado shore or shoal,0.1,4.06
20.000,0.0500,181.15,0.5,73.09,0,1.0000,1,land,Coronado shore or shoal,0.3,4.12
20.000,0.0500,181.65,0.5,73.97,0,1.0000,1,land,Coronado shore or shoal,0.3,4.33
20.000,0.0500,182.15,0.5,68.77,0,1.0000,1,land,Coronado shore or shoal,-0.0,4.81
20.000,0.0500,182.65,0.5,71.68,0,1.0000,1,land,Coronado shore or shoal,0.1,4.60
20.000,0.0500,183.15,0.5,58.15,0,1.0000,1,land,Coronado shore or shoal,-0.1,4.89
20.000,0.0500,183.65,0.5,74.62,0,1.0000,1,land,Coronado shore or shoal,0.2,4.85
20.000,0.0500,184.15,0.5,68.58,0,1.0000,1,land,Coronado shore or shoal,-0.1,4.81
20.000,0.0500,184.65,0.5,70.56,0,1.0000,1,land,Coronado shore or shoal,0.3,5.04
20.000,0.0500,185.15,0.5,74.37,0,1.0000,1,land,Coronado shore or shoal,0.3,4.91
20.000,0.0500,185.65,0.5,72.87,0,1.0000,1,land,Coronado shore or shoal,0.2,5.52
20.000,0.0500,186.15,0.5,75.97,0,1.0000,1,land,Coronado shore or shoal,0.0,6.08
20.000,0.0500,186.65,0.5,66.41,0,1.0000,1,land,Coronado shore or shoal,-0.2,6.10
20.000,0.0500,187.15,0.5,86.53,0,1.0000,1,land,Coronado shore or shoal,-0.1,9.10
20.000,0.0500,187.65,0.5,67.24,0,1.0000,1,land,Coronado shore or shoal,-0.2,7.24
20.000,0.0500,188.15,0.5,84.78,0,1.0000,1,land,Coronado shore or shoal,0.2,7.25
20.000,0.0500,188.65,0.5,80.58,0,1.0000,1,land,Coronado shore or shoal,-0.1,8.19
20.000,0.0500,189.15,0.5,80.28,0,1.0000,1,land,Coronado shore or shoal,0.0,8.17
20.000,0.0500,189.65,0.5,43.42,0,1.0000,1,land,Coronado shore or shoal,-0.2,7.20
20.000,0.0500,190.15,0.5,78.72,0,1.0000,1,land,Coronado shore or shoal,-0.1,8.02
20.000,0.0500,190.65,0.5,77.99,0,1.0000,1,land,Coronado shore or shoal,-0.2,8.04
20.000,0.0500,191.15,0.5,76.98,0,1.0000,1,land,Coronado shore or shoal,-0.1,7.88
20.000,0.0500,191.65,0.5,76.82,0,1.0000,1,land,Coronado shore or shoal,-0.2,8.75
20.000,0.0500,192.15,0.5,81.65,0,1.0000,1,land,Coronado shore or shoal,-0.2,9.17
20.000,0.0500,192.65,0.5,73.66,0,1.0000,1,land,Coronado shore or shoal,-0.3,8.60
20.000,0.0500,193.15,0.5,85.33,0,1.0000,1,land,Coronado shore or shoal,-0.1,9.14
20.000,0.0500,193.65,0.5,85.71,0,1.0000,1,land,Coronado shore or shoal,0.1,8.68
20.000,0.0500,194.15,0.5,78.53,0,1.0000,1,land,Coronado shore or shoal,-0.2,8.26
20.000,0.0500,194.65,0.5,85.00,0,1.0000,1,land,Coronado shore or shoal,-0.2,13.52
20.000,0.0500,195.15,0.5,96.18,0,1.0000,1,land,Coronado shore or shoal,0.2,11.24
20.000,0.0500,195.65,0.5,70.44,0,1.0000,1,land,Coronado shore or shoal,-0.2,9.42
20.000,0.0500,196.15,0.5,92.62,0,1.0000,1,land,Coronado shore or shoal,0.2,9.67
20.000,0.0500,196.65,0.5,82.69,0,1.0000,1,land,Coronado shore or shoal,-0.1,13.57
20.000,0.0500,197.15,0.5,63.37,0,1.0000,1,land,Coronado shore or shoal,0.1,14.11
20.000,0.0500,197.65,0.5,75.18,0,1.0000,1,land,Coronado shore or shoal,-0.1,13.60
20.000,0.0500,198.15,0.5,55.91,0,1.0000,1,land,Coronado shore or shoal,-0.0,14.34
20.000,0.0500,198.65,0.5,308.39,0,1.0000,1,land,Coronado shore or shoal,-1.7,18.67
20.000,0.0500,199.15,0.5,63.71,0,1.0000,1,land,Coronado shore or shoal,-0.7,19.09
20.000,0.0500,199.65,0.5,79.38,0,1.0000,1,land,Coronado shore or shoal,0.2,15.64
20.000,0.0500,200.15,0.5,88.47,0,1.0000,1,land,Coronado shore or shoal,0.3,13.88
20.000,0.0500,200.65,0.5,245.01,0,1.0000,1,land,Coronado shore or shoal,-1.0,18.50
20.000,0.0500,201.15,0.5,63.84,0,1.0000,1,land,Coronado shore or shoal,0.1,15.74
20.000,0.0500,201.65,0.5,68.58,0,1.0000,1,land,Coronado shore or shoal,0.3,15.66
20.000,0.0500,202.15,0.5,239.63,0,1.0000,1,land,Baja mainland,-4.1,22.41
20.000,0.0500,202.65,0.5,80.13,0,1.0000,1,land,Coronado shore or shoal,-1.5,29.84
20.000,0.0500,203.15,0.5,2.27,0,1.0000,1,land,Coronado shore or shoal,-4.8,30.66
20.000,0.0500,203.65,0.5,61.51,0,1.0000,1,land,Coronado shore or shoal,-3.3,30.98
20.000,0.0500,204.15,0.5,75.79,0,1.0000,1,land,Coronado shore or shoal,-4.9,31.03
20.000,0.0500,204.65,0.5,81.43,0,1.0000,1,land,Coronado shore or shoal,0.1,30.10
20.000,0.0500,205.15,0.5,83.24,0,1.0000,1,land,Coronado shore or shoal,0.2,34.11
20.000,0.0500,205.65,0.5,85.56,0,1.0000,1,land,Coronado shore or shoal,0.3,33.70
20.000,0.0500,206.15,0.5,80.01,0,1.0000,1,land,Coronado shore or shoal,0.2,34.24
20.000,0.0500,206.65,0.5,77.21,0,1.0000,1,land,Coronado shore or shoal,-0.2,28.75
20.000,0.0500,207.15,0.5,152.27,10.22939,0.6427,1,grid edge,,97.9,49.70
20.000,0.0500,207.65,0.5,138.62,10.22939,1.5678,1,grid edge,,74.1,48.66
20.000,0.0500,208.15,0.5,221.51,10.22939,0.5987,1,deep,,566.2,51.39
20.000,0.0500,208.65,0.5,139.16,10.22939,0.7281,1,grid edge,,96.9,55.31
20.000,0.0500,209.15,0.5,151.75,10.22939,0.5479,1,deep,,324.5,48.38
20.000,0.0500,209.65,0.5,204.31,10.22939,0.5997,1,deep,,514.0,49.32
20.000,0.0500,210.15,0.5,165.49,10.22939,0.5794,0,grid edge,,69.9,51.74
20.000,0.0500,210.65,0.5,116.38,10.22939,0.5361,1,grid edge,,59.9,54.36
20.000,0.0500,211.15,0.5,65.90,0,1.0000,1,land,Coronado shore or shoal,-1.7,52.63
20.000,0.0500,211.65,0.5,215.39,10.22939,0.6561,1,deep,,627.4,28.86
20.000,0.0500,212.15,0.5,227.91,10.22939,0.5865,1,deep,,632.2,28.72
20.000,0.0500,212.65,0.5,257.47,10.22939,1.0397,1,deep,,625.3,27.26
20.000,0.0500,213.15,0.5,258.21,10.22939,0.9812,1,deep,,625.0,26.98
20.000,0.0500,213.65,0.5,257.74,10.22939,0.8884,1,deep,,625.7,26.80
20.000,0.0500,214.15,0.5,257.77,10.22939,0.9667,1,deep,,629.1,26.92
20.000,0.0500,214.65,0.5,255.06,10.22939,0.9893,1,deep,,628.3,26.68
20.000,0.0500,215.15,0.5,246.81,10.22939,0.9964,1,deep,,626.8,26.40
20.000,0.0500,215.65,0.5,263.09,10.22939,0.9350,1,deep,,625.0,27.47
20.000,0.0500,216.15,0.5,262.23,10.22939,1.0921,1,deep,,629.7,27.41
20.000,0.0500,216.65,0.5,260.18,10.22939,1.0790,1,deep,,626.5,26.98
20.000,0.0500,217.15,0.5,260.16,10.22939,1.0992,1,deep,,627.3,27.03
20.000,0.0500,217.65,0.5,265.10,10.22939,1.0217,1,deep,,629.1,27.75
20.000,0.0500,218.15,0.5,267.64,10.22939,0.9808,1,deep,,628.7,27.66
20.000,0.0500,218.65,0.5,264.12,10.22939,1.0105,1,deep,,627.8,27.45
20.000,0.0500,219.15,0.5,275.69,10.22939,0.9726,1,deep,,628.9,29.54
20.000,0.0500,219.65,0.5,269.02,10.22939,1.0392,1,deep,,629.5,27.59
20.000,0.0500,220.15,0.5,267.64,10.22939,1.0388,1,deep,,628.1,27.44
20.000,0.0500,220.65,0.5,258.44,10.22939,1.1398,1,deep,,626.4,27.02
20.000,0.0500,221.15,0.5,274.71,10.22939,0.9761,1,deep,,627.9,31.40
20.000,0.0500,221.65,0.5,286.18,10.22939,0.9937,1,deep,,624.5,32.76
20.000,0.0500,222.15,0.5,272.88,10.22939,0.9913,1,deep,,627.7,29.20
20.000,0.0500,222.65,0.5,272.10,10.22939,1.0298,1,deep,,624.9,31.04
20.000,0.0500,223.15,0.5,270.95,10.22939,1.0106,1,deep,,626.1,30.80
20.000,0.0500,223.65,0.5,30.46,10.22939,0.9643,1,grid edge,,264.4,38.74
20.000,0.0500,224.15,0.5,292.72,10.22939,0.9491,1,deep,,625.1,28.73
20.000,0.0500,224.65,0.5,284.33,10.22939,0.9444,1,deep,,628.4,32.71
20.000,0.0500,225.15,0.5,262.40,10.22939,1.0003,1,deep,,626.0,27.21
20.000,0.0500,225.65,0.5,6.74,10.22939,0.9522,1,deep,,405.6,38.14
20.000,0.0500,226.15,0.5,279.52,10.22939,0.9616,1,deep,,624.8,31.43
20.000,0.0500,226.65,0.5,9.14,10.22939,1.0135,1,deep,,387.8,37.99
20.000,0.0500,227.15,0.5,308.79,10.22939,0.9715,1,deep,,625.4,31.36
20.000,0.0500,227.65,0.5,66.33,0,1.0000,1,land,Point Loma peninsula,0.3,21.30
20.000,0.0500,228.15,0.5,157.92,0,1.0000,1,land,Coronado shore or shoal,0.2,36.89
20.000,0.0500,228.65,0.5,224.17,0,1.0000,1,land,Coronado shore or shoal,-0.9,33.32
20.000,0.0500,229.15,0.5,74.56,0,1.0000,1,land,Point Loma peninsula,0.2,11.54
20.000,0.0500,229.65,0.5,8.29,10.22939,1.0158,1,deep,,373.3,36.44
20.000,0.0500,230.15,0.5,302.67,10.22939,1.0305,1,deep,,624.9,30.98
20.000,0.0500,230.65,0.5,73.26,0,1.0000,1,land,Point Loma peninsula,-1.3,11.46
20.000,0.0500,231.15,0.5,277.31,10.22939,0.9720,1,deep,,625.1,31.01
20.000,0.0500,231.65,0.5,78.99,0,1.0000,1,land,Coronado shore or shoal,0.2,13.66
20.000,0.0500,232.15,0.5,93.41,0,1.0000,1,land,Coronado shore or shoal,-0.3,43.34
20.000,0.0500,232.65,0.5,13.07,0,1.0000,1,land,Point Loma peninsula,-3.0,13.78
20.000,0.0500,233.15,0.5,3.34,0,1.0000,1,land,Coronado shore or shoal,-0.8,34.66
20.000,0.0500,233.65,0.5,70.88,0,1.0000,1,land,Coronado shore or shoal,-0.1,25.25
20.000,0.0500,234.15,0.5,96.63,0,1.0000,1,land,Coronado shore or shoal,0.2,14.30
20.000,0.0500,234.65,0.5,301.60,0,1.0000,1,land,Point Loma peninsula,-0.7,7.02
20.000,0.0500,235.15,0.5,296.39,0,1.0000,1,land,Point Loma peninsula,-1.4,6.92
20.000,0.0500,235.65,0.5,17.07,0,1.0000,1,land,Point Loma peninsula,0.0,6.85
20.000,0.0500,236.15,0.5,33.50,0,1.0000,1,land,Point Loma peninsula,-0.1,6.85
20.000,0.0500,236.65,0.5,29.69,0,1.0000,1,land,Point Loma peninsula,0.1,6.86
20.000,0.0500,237.15,0.5,73.88,0,1.0000,1,land,Point Loma peninsula,-7.1,6.51
20.000,0.0500,237.65,0.5,58.79,0,1.0000,1,land,Point Loma peninsula,-0.1,6.85
20.000,0.0500,238.15,0.5,247.24,0,1.0000,1,land,Point Loma peninsula,-1.3,6.56
20.000,0.0500,238.65,0.5,302.63,0,1.0000,1,land,Point Loma peninsula,-1.0,6.49
20.000,0.0500,239.15,0.5,34.95,0,1.0000,1,land,Point Loma peninsula,0.2,6.85
20.000,0.0500,239.65,0.5,42.32,0,1.0000,1,land,Point Loma peninsula,0.2,6.88
20.000,0.0500,240.15,0.5,103.45,0,1.0000,1,land,Point Loma peninsula,-2.0,6.30
20.000,0.0500,240.65,0.5,338.71,0,1.0000,1,land,Point Loma peninsula,-2.0,6.34
20.000,0.0500,241.15,0.5,3.44,0,1.0000,1,land,Point Loma peninsula,-0.8,6.11
20.000,0.0500,241.65,0.5,310.41,0,1.0000,1,land,Point Loma peninsula,-1.2,5.99
20.000,0.0500,242.15,0.5,6.15,0,1.0000,1,land,Point Loma peninsula,-3.0,5.98
20.000,0.0500,242.65,0.5,352.83,0,1.0000,1,land,Point Loma peninsula,0.2,6.94
20.000,0.0500,243.15,0.5,152.90,0,1.0000,1,land,Point Loma peninsula,-4.5,5.86
20.000,0.0500,243.65,0.5,306.21,0,1.0000,1,land,Point Loma peninsula,-1.7,5.87
20.000,0.0500,244.15,0.5,122.38,0,1.0000,1,land,Point Loma peninsula,-8.2,5.82
20.000,0.0500,244.65,0.5,260.61,0,1.0000,1,land,Point Loma peninsula,-7.4,5.82
20.000,0.0500,245.15,0.5,73.36,0,1.0000,1,land,Point Loma peninsula,-0.6,4.51
20.000,0.0500,245.65,0.5,61.24,0,1.0000,1,land,Point Loma peninsula,-4.4,5.94
20.000,0.0500,246.15,0.5,312.93,0,1.0000,1,land,Point Loma peninsula,-0.0,6.26
20.000,0.0500,246.65,0.5,328.36,0,1.0000,1,land,Point Loma peninsula,-5.7,6.14
20.000,0.0500,247.15,0.5,78.53,0,1.0000,1,land,Point Loma peninsula,0.2,5.74
20.000,0.0500,247.65,0.5,216.40,0,1.0000,1,land,Point Loma peninsula,-2.9,5.75
20.000,0.0500,248.15,0.5,333.89,0,1.0000,1,land,Point Loma peninsula,-1.1,5.75
20.000,0.0500,248.65,0.5,82.85,0,1.0000,1,land,Point Loma peninsula,-0.2,5.48
20.000,0.0500,249.15,0.5,51.67,0,1.0000,1,land,Point Loma peninsula,-0.0,5.68
20.000,0.0500,249.65,0.5,196.13,0,1.0000,1,land,Point Loma peninsula,-0.8,5.51
20.000,0.0500,250.15,0.5,91.68,0,1.0000,1,land,Point Loma peninsula,-0.2,5.56
20.000,0.0500,250.65,0.5,41.65,0,1.0000,1,land,Point Loma peninsula,-0.3,5.86
20.000,0.0500,251.15,0.5,307.39,0,1.0000,1,land,Point Loma peninsula,0.1,6.02
20.000,0.0500,251.65,0.5,112.16,0,1.0000,1,land,Point Loma peninsula,-0.6,5.45
20.000,0.0500,252.15,0.5,272.80,0,1.0000,1,land,Point Loma peninsula,-0.7,5.84
20.000,0.0500,252.65,0.5,310.92,0,1.0000,1,land,Point Loma peninsula,0.3,5.87
20.000,0.0500,253.15,0.5,100.91,0,1.0000,1,land,Point Loma peninsula,-0.5,6.32
20.000,0.0500,253.65,0.5,78.18,0,1.0000,1,land,Point Loma peninsula,0.0,5.86
20.000,0.0500,254.15,0.5,61.79,0,1.0000,1,land,Point Loma peninsula,0.2,5.64
20.000,0.0500,254.65,0.5,83.72,0,1.0000,1,land,Point Loma peninsula,0.3,6.40
20.000,0.0500,255.15,0.5,191.04,0,1.0000,1,land,Point Loma peninsula,-0.8,4.65
20.000,0.0500,255.65,0.5,297.22,0,1.0000,1,land,Point Loma peninsula,0.0,4.64
20.000,0.0500,256.15,0.5,212.47,0,1.0000,1,land,Point Loma peninsula,-0.7,4.60
20.000,0.0500,256.65,0.5,328.13,0,1.0000,1,land,Point Loma peninsula,0.2,4.49
20.000,0.0500,257.15,0.5,329.21,0,1.0000,1,land,Point Loma peninsula,0.1,4.50
20.000,0.0500,257.65,0.5,328.33,0,1.0000,1,land,Point Loma peninsula,0.2,4.48
20.000,0.0500,258.15,0.5,329.41,0,1.0000,1,land,Point Loma peninsula,0.1,4.50
20.000,0.0500,258.65,0.5,325.49,0,1.0000,1,land,Point Loma peninsula,0.2,4.42
20.000,0.0500,259.15,0.5,321.11,0,1.0000,1,land,Point Loma peninsula,0.3,4.42
20.000,0.0500,259.65,0.5,324.04,0,1.0000,1,land,Point Loma peninsula,0.2,4.32
20.000,0.0500,260.15,0.5,321.27,0,1.0000,1,land,Point Loma peninsula,0.2,4.34
20.000,0.0500,260.65,0.5,325.75,0,1.0000,1,land,Point Loma peninsula,0.2,4.24
20.000,0.0500,261.15,0.5,333.01,0,1.0000,1,land,Point Loma peninsula,0.2,4.10
20.000,0.0500,261.65,0.5,336.55,0,1.0000,1,land,Point Loma peninsula,0.2,4.11
20.000,0.0500,262.15,0.5,341.79,0,1.0000,1,land,Point Loma peninsula,0.3,3.87
20.000,0.0500,262.65,0.5,346.05,0,1.0000,1,land,Point Loma peninsula,0.2,3.66
20.000,0.0500,263.15,0.5,348.18,0,1.0000,1,land,Coronado shore or shoal,0.3,3.16
20.000,0.0500,263.65,0.5,353.51,0,1.0000,1,land,Coronado shore or shoal,0.2,3.20
20.000,0.0500,264.15,0.5,357.75,0,1.0000,1,land,Coronado shore or shoal,0.2,2.88
20.000,0.0500,264.65,0.5,351.66,0,1.0000,1,land,Coronado shore or shoal,0.3,2.84
20.000,0.0500,265.15,0.5,354.27,0,1.0000,1,land,Coronado shore or shoal,0.2,2.78
20.000,0.0500,265.65,0.5,358.15,0,1.0000,1,land,Coronado shore or shoal,0.2,2.62
20.000,0.0500,266.15,0.5,4.23,0,1.0000,1,land,Coronado shore or shoal,0.3,2.52
20.000,0.0500,266.65,0.5,4.17,0,1.0000,1,land,Coronado shore or shoal,0.2,2.52
20.000,0.0500,267.15,0.5,356.68,0,1.0000,1,land,Coronado shore or shoal,0.2,2.54
20.000,0.0500,267.65,0.5,4.24,0,1.0000,1,land,Coronado shore or shoal,0.3,2.48
20.000,0.0500,268.15,0.5,11.94,0,1.0000,1,land,Coronado shore or shoal,0.3,2.34
20.000,0.0500,268.65,0.5,8.30,0,1.0000,1,land,Coronado shore or shoal,0.3,2.30
20.000,0.0500,269.15,0.5,10.76,0,1.0000,1,land,Coronado shore or shoal,0.3,2.12
20.000,0.0500,269.65,0.5,17.83,0,1.0000,1,land,Coronado shore or shoal,0.2,2.02
20.000,0.0500,270.15,0.5,17.00,0,1.0000,1,land,Coronado shore or shoal,0.3,1.97
20.000,0.0500,270.65,0.5,14.53,0,1.0000,1,land,Coronado shore or shoal,0.3,1.78
20.000,0.0500,271.15,0.5,17.82,0,1.0000,1,land,Coronado shore or shoal,0.3,1.71
20.000,0.0500,271.65,0.5,22.16,0,1.0000,1,land,Coronado shore or shoal,0.2,1.63
20.000,0.0500,272.15,0.5,24.57,0,1.0000,1,land,Coronado shore or shoal,0.2,1.54
20.000,0.0500,272.65,0.5,25.60,0,1.0000,1,land,Coronado shore or shoal,0.2,1.42
20.000,0.0500,273.15,0.5,31.84,0,1.0000,1,land,Coronado shore or shoal,0.2,1.37
20.000,0.0500,273.65,0.5,29.79,0,1.0000,1,land,Coronado shore or shoal,0.2,1.26
20.000,0.0500,274.15,0.5,27.02,0,1.0000,1,land,Coronado shore or shoal,0.2,1.24
20.000,0.0500,274.65,0.5,28.12,0,1.0000,1,land,Coronado shore or shoal,0.3,1.22
20.000,0.0500,275.15,0.5,22.65,0,1.0000,1,land,Coronado shore or shoal,0.2,1.20
20.000,0.0500,275.65,0.5,24.44,0,1.0000,1,land,Coronado shore or shoal,0.2,1.20
20.000,0.0500,276.15,0.5,19.51,0,1.0000,1,land,Coronado shore or shoal,0.2,1.18
20.000,0.0500,276.65,0.5,28.96,0,1.0000,1,land,Coronado shore or shoal,0.2,1.16
20.000,0.0500,277.15,0.5,24.86,0,1.0000,1,land,Coronado shore or shoal,0.2,1.15
20.000,0.0500,277.65,0.5,26.79,0,1.0000,1,land,Coronado shore or shoal,0.3,1.13
20.000,0.0500,278.15,0.5,20.38,0,1.0000,1,land,Coronado shore or shoal,0.3,1.11
20.000,0.0500,278.65,0.5,33.20,0,1.0000,1,land,Coronado shore or shoal,0.3,1.08
20.000,0.0500,279.15,0.5,23.68,0,1.0000,1,land,Coronado shore or shoal,0.3,1.05
20.000,0.0500,279.65,0.5,26.63,0,1.0000,1,land,Coronado shore or shoal,0.3,1.01
20.000,0.0500,280.15,0.5,27.65,0,1.0000,1,land,Coronado shore or shoal,0.3,0.98
20.000,0.0500,280.65,0.5,27.54,0,1.0000,1,land,Coronado shore or shoal,0.3,0.96
20.000,0.0500,281.15,0.5,26.67,0,1.0000,1,land,Coronado shore or shoal,0.3,0.94
20.000,0.0500,281.65,0.5,25.13,0,1.0000,1,land,Coronado shore or shoal,0.2,0.92
20.000,0.0500,282.15,0.5,30.53,0,1.0000,1,land,Coronado shore or shoal,0.2,0.91
20.000,0.0500,282.65,0.5,32.65,0,1.0000,1,land,Coronado shore or shoal,0.2,0.89
20.000,0.0500,283.15,0.5,25.22,0,1.0000,1,land,Coronado shore or shoal,0.2,0.85
20.000,0.0500,283.65,0.5,23.66,0,1.0000,1,land,Coronado shore or shoal,0.1,0.83
20.000,0.0500,284.15,0.5,23.92,0,1.0000,1,land,Coronado shore or shoal,0.2,0.81
20.000,0.0500,284.65,0.5,22.57,0,1.0000,1,land,Coronado shore or shoal,0.3,0.80
20.000,0.0500,285.15,0.5,23.27,0,1.0000,1,land,Coronado shore or shoal,0.3,0.80
20.000,0.0500,285.65,0.5,39.98,0,1.0000,1,land,Coronado shore or shoal,0.2,0.78
20.000,0.0500,286.15,0.5,32.75,0,1.0000,1,land,Coronado shore or shoal,0.2,0.76
20.000,0.0500,286.65,0.5,17.02,0,1.0000,1,land,Coronado shore or shoal,0.1,0.74
20.000,0.0500,287.15,0.5,18.81,0,1.0000,1,land,Coronado shore or shoal,0.2,0.72
