period_s,freq_hz,near_from_deg,near_width_deg,off_from_deg,gain,island_factor,island_geometric,status,blocker,exit_depth_m,path_km
40.000,0.0250,131.15,0.5,54.58,0,1.0000,1,land,Coronado shore or shoal,0.3,0.42
40.000,0.0250,131.65,0.5,54.46,0,1.0000,1,land,Coronado shore or shoal,0.3,0.42
40.000,0.0250,132.15,0.5,53.18,0,1.0000,1,land,Coronado shore or shoal,0.2,0.42
40.000,0.0250,132.65,0.5,53.24,0,1.0000,1,land,Coronado shore or shoal,0.3,0.42
40.000,0.0250,133.15,0.5,53.28,0,1.0000,1,land,Coronado shore or shoal,0.3,0.42
40.000,0.0250,133.65,0.5,53.49,0,1.0000,1,land,Coronado shore or shoal,0.3,0.42
40.000,0.0250,134.15,0.5,52.66,0,1.0000,1,land,Coronado shore or shoal,0.2,0.42
40.000,0.0250,134.65,0.5,53.42,0,1.0000,1,land,Coronado shore or shoal,0.3,0.42
40.000,0.0250,135.15,0.5,54.84,0,1.0000,1,land,Coronado shore or shoal,0.3,0.42
40.000,0.0250,135.65,0.5,55.80,0,1.0000,1,land,Coronado shore or shoal,0.3,0.43
40.000,0.0250,136.15,0.5,56.41,0,1.0000,1,land,Coronado shore or shoal,0.2,0.43
40.000,0.0250,136.65,0.5,58.62,0,1.0000,1,land,Coronado shore or shoal,0.3,0.43
40.000,0.0250,137.15,0.5,59.13,0,1.0000,1,land,Coronado shore or shoal,0.3,0.44
40.000,0.0250,137.65,0.5,59.35,0,1.0000,1,land,Coronado shore or shoal,0.3,0.44
40.000,0.0250,138.15,0.5,59.00,0,1.0000,1,land,Coronado shore or shoal,0.3,0.44
40.000,0.0250,138.65,0.5,58.43,0,1.0000,1,land,Coronado shore or shoal,0.2,0.45
40.000,0.0250,139.15,0.5,59.45,0,1.0000,1,land,Coronado shore or shoal,0.3,0.45
40.000,0.0250,139.65,0.5,57.59,0,1.0000,1,land,Coronado shore or shoal,0.3,0.45
40.000,0.0250,140.15,0.5,54.84,0,1.0000,1,land,Coronado shore or shoal,0.3,0.46
40.000,0.0250,140.65,0.5,52.62,0,1.0000,1,land,Coronado shore or shoal,0.3,0.46
40.000,0.0250,141.15,0.5,52.77,0,1.0000,1,land,Coronado shore or shoal,0.3,0.46
40.000,0.0250,141.65,0.5,56.10,0,1.0000,1,land,Coronado shore or shoal,0.3,0.47
40.000,0.0250,142.15,0.5,59.31,0,1.0000,1,land,Coronado shore or shoal,0.3,0.48
40.000,0.0250,142.65,0.5,57.85,0,1.0000,1,land,Coronado shore or shoal,0.2,0.48
40.000,0.0250,143.15,0.5,56.58,0,1.0000,1,land,Coronado shore or shoal,0.3,0.49
40.000,0.0250,143.65,0.5,54.85,0,1.0000,1,land,Coronado shore or shoal,0.3,0.50
40.000,0.0250,144.15,0.5,50.67,0,1.0000,1,land,Coronado shore or shoal,0.3,0.51
40.000,0.0250,144.65,0.5,56.39,0,1.0000,1,land,Coronado shore or shoal,0.2,0.52
40.000,0.0250,145.15,0.5,62.14,0,1.0000,1,land,Coronado shore or shoal,0.2,0.52
40.000,0.0250,145.65,0.5,61.24,0,1.0000,1,land,Coronado shore or shoal,0.2,0.53
40.000,0.0250,146.15,0.5,52.65,0,1.0000,1,land,Coronado shore or shoal,0.3,0.54
40.000,0.0250,146.65,0.5,54.33,0,1.0000,1,land,Coronado shore or shoal,0.3,0.54
40.000,0.0250,147.15,0.5,57.12,0,1.0000,1,land,Coronado shore or shoal,0.3,0.56
40.000,0.0250,147.65,0.5,56.51,0,1.0000,1,land,Coronado shore or shoal,0.3,0.56
40.000,0.0250,148.15,0.5,53.66,0,1.0000,1,land,Coronado shore or shoal,0.3,0.57
40.000,0.0250,148.65,0.5,52.05,0,1.0000,1,land,Coronado shore or shoal,0.3,0.58
40.000,0.0250,149.15,0.5,52.83,0,1.0000,1,land,Coronado shore or shoal,0.3,0.58
40.000,0.0250,149.65,0.5,57.58,0,1.0000,1,land,Coronado shore or shoal,0.3,0.59
40.000,0.0250,150.15,0.5,58.25,0,1.0000,1,land,Coronado shore or shoal,0.3,0.60
40.000,0.0250,150.65,0.5,55.54,0,1.0000,1,land,Coronado shore or shoal,0.2,0.60
40.000,0.0250,151.15,0.5,55.45,0,1.0000,1,land,Coronado shore or shoal,0.3,0.61
40.000,0.0250,151.65,0.5,54.95,0,1.0000,1,land,Coronado shore or shoal,0.3,0.62
40.000,0.0250,152.15,0.5,56.47,0,1.0000,1,land,Coronado shore or shoal,0.3,0.62
40.000,0.0250,152.65,0.5,58.34,0,1.0000,1,land,Coronado shore or shoal,0.2,0.64
40.000,0.0250,153.15,0.5,57.40,0,1.0000,1,land,Coronado shore or shoal,0.2,0.64
40.000,0.0250,153.65,0.5,53.94,0,1.0000,1,land,Coronado shore or shoal,0.3,0.65
40.000,0.0250,154.15,0.5,54.57,0,1.0000,1,land,Coronado shore or shoal,0.2,0.67
40.000,0.0250,154.65,0.5,59.32,0,1.0000,1,land,Coronado shore or shoal,0.3,0.68
40.000,0.0250,155.15,0.5,54.99,0,1.0000,1,land,Coronado shore or shoal,0.2,0.70
40.000,0.0250,155.65,0.5,58.08,0,1.0000,1,land,Coronado shore or shoal,0.2,0.72
40.000,0.0250,156.15,0.5,58.89,0,1.0000,1,land,Coronado shore or shoal,0.3,0.73
40.000,0.0250,156.65,0.5,56.74,0,1.0000,1,land,Coronado shore or shoal,0.2,0.74
40.000,0.0250,157.15,0.5,55.25,0,1.0000,1,land,Coronado shore or shoal,0.3,0.74
40.000,0.0250,157.65,0.5,55.24,0,1.0000,1,land,Coronado shore or shoal,0.3,0.75
40.000,0.0250,158.15,0.5,56.87,0,1.0000,1,land,Coronado shore or shoal,0.2,0.76
40.000,0.0250,158.65,0.5,57.26,0,1.0000,1,land,Coronado shore or shoal,0.3,0.76
40.000,0.0250,159.15,0.5,55.23,0,1.0000,1,land,Coronado shore or shoal,0.3,0.78
40.000,0.0250,159.65,0.5,56.71,0,1.0000,1,land,Coronado shore or shoal,0.2,0.79
40.000,0.0250,160.15,0.5,57.91,0,1.0000,1,land,Coronado shore or shoal,0.3,0.79
40.000,0.0250,160.65,0.5,56.27,0,1.0000,1,land,Coronado shore or shoal,0.3,0.80
40.000,0.0250,161.15,0.5,55.50,0,1.0000,1,land,Coronado shore or shoal,0.3,0.81
40.000,0.0250,161.65,0.5,55.30,0,1.0000,1,land,Coronado shore or shoal,0.2,0.83
40.000,0.0250,162.15,0.5,50.59,0,1.0000,1,land,Coronado shore or shoal,0.3,0.84
40.000,0.0250,162.65,0.5,55.92,0,1.0000,1,land,Coronado shore or shoal,0.3,0.87
40.000,0.0250,163.15,0.5,57.77,0,1.0000,1,land,Coronado shore or shoal,0.3,0.90
40.000,0.0250,163.65,0.5,58.90,0,1.0000,1,land,Coronado shore or shoal,0.3,0.93
40.000,0.0250,164.15,0.5,55.45,0,1.0000,1,land,Coronado shore or shoal,0.3,0.98
40.000,0.0250,164.65,0.5,57.57,0,1.0000,1,land,Coronado shore or shoal,0.2,1.00
40.000,0.0250,165.15,0.5,53.20,0,1.0000,1,land,Coronado shore or shoal,0.3,1.04
40.000,0.0250,165.65,0.5,52.61,0,1.0000,1,land,Coronado shore or shoal,0.3,1.05
40.000,0.0250,166.15,0.5,58.83,0,1.0000,1,land,Coronado shore or shoal,0.2,1.10
40.000,0.0250,166.65,0.5,56.07,0,1.0000,1,land,Coronado shore or shoal,0.3,1.13
40.000,0.0250,167.15,0.5,56.56,0,1.0000,1,land,Coronado shore or shoal,0.3,1.14
40.000,0.0250,167.65,0.5,58.29,0,1.0000,1,land,Coronado shore or shoal,0.3,1.16
40.000,0.0250,168.15,0.5,56.55,0,1.0000,1,land,Coronado shore or shoal,0.3,1.17
40.000,0.0250,168.65,0.5,55.82,0,1.0000,1,land,Coronado shore or shoal,0.3,1.18
40.000,0.0250,169.15,0.5,55.34,0,1.0000,1,land,Coronado shore or shoal,0.2,1.18
40.000,0.0250,169.65,0.5,55.03,0,1.0000,1,land,Coronado shore or shoal,0.3,1.19
40.000,0.0250,170.15,0.5,56.29,0,1.0000,1,land,Coronado shore or shoal,0.3,1.21
40.000,0.0250,170.65,0.5,56.94,0,1.0000,1,land,Coronado shore or shoal,0.3,1.25
40.000,0.0250,171.15,0.5,56.48,0,1.0000,1,land,Coronado shore or shoal,0.2,1.27
40.000,0.0250,171.65,0.5,56.41,0,1.0000,1,land,Coronado shore or shoal,0.2,1.27
40.000,0.0250,172.15,0.5,58.49,0,1.0000,1,land,Coronado shore or shoal,0.2,1.30
40.000,0.0250,172.65,0.5,63.45,0,1.0000,1,land,Coronado shore or shoal,0.2,1.39
40.000,0.0250,173.15,0.5,61.50,0,1.0000,1,land,Coronado shore or shoal,0.3,1.63
40.000,0.0250,173.65,0.5,58.99,0,1.0000,1,land,Coronado shore or shoal,0.3,1.67
40.000,0.0250,174.15,0.5,56.33,0,1.0000,1,land,Coronado shore or shoal,0.2,1.69
40.000,0.0250,174.65,0.5,59.97,0,1.0000,1,land,Coronado shore or shoal,0.2,1.88
40.000,0.0250,175.15,0.5,61.16,0,1.0000,1,land,Coronado shore or shoal,0.3,1.93
40.000,0.0250,175.65,0.5,62.59,0,1.0000,1,land,Coronado shore or shoal,0.3,2.10
40.000,0.0250,176.15,0.5,64.21,0,1.0000,1,land,Coronado shore or shoal,0.3,2.11
40.000,0.0250,176.65,0.5,60.93,0,1.0000,1,land,Coronado shore or shoal,0.3,2.13
40.000,0.0250,177.15,0.5,67.01,0,1.0000,1,land,Coronado shore or shoal,0.2,2.41
40.000,0.0250,177.65,0.5,67.03,0,1.0000,1,land,Coronado shore or shoal,0.3,2.82
40.000,0.0250,178.15,0.5,73.49,0,1.0000,1,land,Coronado shore or shoal,0.2,2.68
40.000,0.0250,178.65,0.5,71.77,0,1.0000,1,land,Coronado shore or shoal,0.3,3.34
40.000,0.0250,179.15,0.5,74.42,0,1.0000,1,land,Coronado shore or shoal,0.3,3.07
40.000,0.0250,179.65,0.5,313.53,0,1.0000,1,land,Coronado shore or shoal,-0.3,4.54
40.000,0.0250,180.15,0.5,69.34,0,1.0000,1,land,Coronado shore or shoal,0.3,3.83
40.000,0.0250,180.65,0.5,72.12,0,1.0000,1,land,Coronado shore or shoal,0.2,3.79
40.000,0.0250,181.15,0.5,70.16,0,1.0000,1,land,Coronado shore or shoal,0.2,4.00
40.000,0.0250,181.65,0.5,74.81,0,1.0000,1,land,Coronado shore or shoal,0.3,4.22
40.000,0.0250,182.15,0.5,75.27,0,1.0000,1,land,Coronado shore or shoal,0.2,4.44
40.000,0.0250,182.65,0.5,74.07,0,1.0000,1,land,Coronado shore or shoal,0.1,4.58
40.000,0.0250,183.15,0.5,72.65,0,1.0000,1,land,Coronado shore or shoal,-0.0,4.56
40.000,0.0250,183.65,0.5,71.69,0,1.0000,1,land,Coronado shore or shoal,0.2,4.75
40.000,0.0250,184.15,0.5,75.52,0,1.0000,1,land,Coronado shore or shoal,0.3,4.62
40.000,0.0250,184.65,0.5,72.73,0,1.0000,1,land,Coronado shore or shoal,0.2,5.34
40.000,0.0250,185.15,0.5,73.05,0,1.0000,1,land,Coronado shore or shoal,0.2,4.80
40.000,0.0250,185.65,0.5,65.74,0,1.0000,1,land,Coronado shore or shoal,-0.1,4.84
40.000,0.0250,186.15,0.5,74.79,0,1.0000,1,land,Coronado shore or shoal,0.3,5.20
40.000,0.0250,186.65,0.5,69.96,0,1.0000,1,land,Coronado shore or shoal,0.1,5.26
40.000,0.0250,187.15,0.5,70.69,0,1.0000,1,land,Coronado shore or shoal,-0.2,6.00
40.000,0.0250,187.65,0.5,92.52,0,1.0000,1,land,Coronado shore or shoal,0.3,9.85
40.000,0.0250,188.15,0.5,83.42,0,1.0000,1,land,Coronado shore or shoal,-0.0,8.72
40.000,0.0250,188.65,0.5,80.19,0,1.0000,1,land,Coronado shore or shoal,-0.0,7.93
40.000,0.0250,189.15,0.5,80.00,0,1.0000,1,land,Coronado shore or shoal,0.3,6.64
40.000,0.0250,189.65,0.5,82.24,0,1.0000,1,land,Coronado shore or shoal,0.0,8.20
40.000,0.0250,190.15,0.5,83.71,0,1.0000,1,land,Coronado shore or shoal,0.2,7.60
40.000,0.0250,190.65,0.5,76.59,0,1.0000,1,land,Coronado shore or shoal,-0.0,7.22
40.000,0.0250,191.15,0.5,90.68,0,1.0000,1,land,Coronado shore or shoal,0.3,9.27
40.000,0.0250,191.65,0.5,77.64,0,1.0000,1,land,Coronado shore or shoal,-0.0,7.78
40.000,0.0250,192.15,0.5,83.28,0,1.0000,1,land,Coronado shore or shoal,0.0,8.71
40.000,0.0250,192.65,0.5,92.29,0,1.0000,1,land,Coronado shore or shoal,0.3,9.07
40.000,0.0250,193.15,0.5,81.97,0,1.0000,1,land,Coronado shore or shoal,-0.1,8.11
40.000,0.0250,193.65,0.5,89.03,0,1.0000,1,land,Coronado shore or shoal,0.3,8.62
40.000,0.0250,194.15,0.5,88.17,0,1.0000,1,land,Coronado shore or shoal,0.3,8.57
40.000,0.0250,194.65,0.5,86.79,0,1.0000,1,land,Coronado shore or shoal,0.2,8.95
40.000,0.0250,195.15,0.5,84.45,0,1.0000,1,land,Coronado shore or shoal,0.0,13.74
40.000,0.0250,195.65,0.5,98.49,0,1.0000,1,land,Coronado shore or shoal,0.1,11.05
40.000,0.0250,196.15,0.5,89.35,0,1.0000,1,land,Coronado shore or shoal,0.2,9.05
40.000,0.0250,196.65,0.5,82.64,0,1.0000,1,land,Coronado shore or shoal,-0.1,11.04
40.000,0.0250,197.15,0.5,63.15,0,1.0000,1,land,Coronado shore or shoal,0.0,14.13
40.000,0.0250,197.65,0.5,85.79,0,1.0000,1,land,Coronado shore or shoal,0.2,13.41
40.000,0.0250,198.15,0.5,87.62,0,1.0000,1,land,Coronado shore or shoal,0.1,13.77
40.000,0.0250,198.65,0.5,118.09,0,1.0000,1,land,Coronado shore or shoal,-0.9,18.68
40.000,0.0250,199.15,0.5,275.55,0,1.0000,1,land,Coronado shore or shoal,-0.7,16.81
40.000,0.0250,199.65,0.5,76.13,0,1.0000,1,land,Coronado shore or shoal,-0.1,15.68
40.000,0.0250,200.15,0.5,91.82,0,1.0000,1,land,Coronado shore or shoal,0.0,13.44
40.000,0.0250,200.65,0.5,85.19,0,1.0000,1,land,Coronado shore or shoal,0.1,16.83
40.000,0.0250,201.15,0.5,69.52,0,1.0000,1,land,Coronado shore or shoal,0.2,15.76
40.000,0.0250,201.65,0.5,321.66,0,1.0000,1,land,Coronado shore or shoal,-0.5,16.32
40.000,0.0250,202.15,0.5,239.75,0,1.0000,1,land,Baja mainland,-2.8,22.28
40.000,0.0250,202.65,0.5,80.93,0,1.0000,1,land,Coronado shore or shoal,0.0,21.61
40.000,0.0250,203.15,0.5,89.06,0,1.0000,1,land,Baja mainland,0.2,27.36
40.000,0.0250,203.65,0.5,52.08,0,1.0000,1,land,Coronado shore or shoal,-3.5,30.68
40.000,0.0250,204.15,0.5,78.77,0,1.0000,1,land,Baja mainland,-1.1,24.66
40.000,0.0250,204.65,0.5,98.49,0,1.0000,1,land,Baja mainland,0.2,27.45
40.000,0.0250,205.15,0.5,69.38,0,1.0000,1,land,Coronado shore or shoal,-0.5,30.30
40.000,0.0250,205.65,0.5,24.98,0,1.0000,1,land,Baja mainland,-1.2,27.83
40.000,0.0250,206.15,0.5,236.63,0,1.0000,1,land,Coronado shore or shoal,-6.9,31.25
40.000,0.0250,206.65,0.5,90.56,0,1.0000,1,land,Coronado shore or shoal,0.0,30.66
40.000,0.0250,207.15,0.5,48.47,0,1.0000,1,land,Coronado shore or shoal,-0.1,29.38
40.000,0.0250,207.65,0.5,157.82,39.89195,1.2430,1,grid edge,,90.7,53.24
40.000,0.0250,208.15,0.5,124.42,39.89195,1.1425,1,grid edge,,562.7,50.84
40.000,0.0250,208.65,0.5,97.60,39.89195,0.5977,1,grid edge,,120.0,49.20
40.000,0.0250,209.15,0.5,116.06,0,1.0000,1,land,Coronado shore or shoal,-1.0,66.61
40.000,0.0250,209.65,0.5,123.72,39.89195,0.5192,1,grid edge,,93.7,52.28
40.000,0.0250,210.15,0.5,178.12,39.89195,0.9061,1,grid edge,,621.2,52.58
40.000,0.0250,210.65,0.5,38.92,0,1.0000,1,land,Coronado shore or shoal,-2.0,64.93
40.000,0.0250,211.15,0.5,206.91,0,1.0000,1,land,Coronado shore or shoal,-2.8,66.85
40.000,0.0250,211.65,0.5,246.89,39.89195,0.8568,1,deep,,1282.9,57.20
40.000,0.0250,212.15,0.5,233.17,0,1.0000,1,land,Baja mainland,-4.4,52.50
40.000,0.0250,212.65,0.5,250.89,39.89195,1.0688,1,grid edge,,1241.9,42.25
40.000,0.0250,213.15,0.5,279.26,39.89195,1.1953,1,grid edge,,1185.5,41.34
40.000,0.0250,213.65,0.5,269.10,39.89195,0.9809,1,grid edge,,1219.1,41.31
40.000,0.0250,214.15,0.5,239.37,39.89195,1.0065,1,grid edge,,1227.4,43.77
40.000,0.0250,214.65,0.5,232.61,39.89195,0.8970,1,grid edge,,906.4,45.40
40.000,0.0250,215.15,0.5,232.95,39.89195,0.8613,1,grid edge,,941.4,45.42
40.000,0.0250,215.65,0.5,271.39,39.89195,1.0167,1,grid edge,,1193.7,40.48
40.000,0.0250,216.15,0.5,268.64,39.89195,1.1168,1,grid edge,,1226.0,41.15
40.000,0.0250,216.65,0.5,229.11,39.89195,1.0447,1,grid edge,,1212.8,44.47
40.000,0.0250,217.15,0.5,260.70,39.89195,1.1077,1,grid edge,,1223.3,40.62
40.000,0.0250,217.65,0.5,273.85,39.89195,0.9465,1,grid edge,,1174.6,40.01
40.000,0.0250,218.15,0.5,266.31,39.89195,1.0805,1,grid edge,,1186.7,40.01
40.000,0.0250,218.65,0.5,270.66,39.89195,1.1075,1,grid edge,,1158.7,39.95
40.000,0.0250,219.15,0.5,230.78,39.89195,1.0522,1,grid edge,,1223.0,43.77
40.000,0.0250,219.65,0.5,269.07,39.89195,0.9756,1,grid edge,,1184.1,40.06
40.000,0.0250,220.15,0.5,287.56,39.89195,0.8449,1,grid edge,,1054.1,41.52
40.000,0.0250,220.65,0.5,238.01,39.89195,0.9164,1,grid edge,,1210.9,42.26
40.000,0.0250,221.15,0.5,235.48,39.89195,1.1653,1,grid edge,,1217.8,42.63
40.000,0.0250,221.65,0.5,278.12,39.89195,0.8547,1,grid edge,,1088.9,41.05
40.000,0.0250,222.15,0.5,279.27,39.89195,0.9365,1,grid edge,,1183.0,40.50
40.000,0.0250,222.65,0.5,239.21,39.89195,0.8966,1,grid edge,,1199.1,41.87
40.000,0.0250,223.15,0.5,256.52,39.89195,0.9238,1,grid edge,,1172.6,39.96
40.000,0.0250,223.65,0.5,348.42,0,1.0000,1,land,Coronado shore or shoal,-1.4,34.79
40.000,0.0250,224.15,0.5,353.82,0,1.0000,1,land,Coronado shore or shoal,-1.0,33.75
40.000,0.0250,224.65,0.5,328.18,39.89195,1.0275,1,grid edge,,829.9,46.14
40.000,0.0250,225.15,0.5,277.25,39.89195,0.9230,1,grid edge,,1169.5,39.84
40.000,0.0250,225.65,0.5,74.14,0,1.0000,1,land,Coronado shore or shoal,0.2,33.82
40.000,0.0250,226.15,0.5,282.30,39.89195,1.1210,1,grid edge,,1065.4,40.56
40.000,0.0250,226.65,0.5,284.97,39.89195,0.9190,1,grid edge,,1058.4,40.72
40.000,0.0250,227.15,0.5,316.18,0,1.0000,1,land,Coronado shore or shoal,-1.3,34.47
40.000,0.0250,227.65,0.5,348.65,0,1.0000,1,land,Point Loma peninsula,-2.3,11.58
40.000,0.0250,228.15,0.5,282.47,39.89195,1.1012,1,grid edge,,1049.1,40.90
40.000,0.0250,228.65,0.5,67.36,0,1.0000,1,land,Coronado shore or shoal,-0.2,33.39
40.000,0.0250,229.15,0.5,92.59,0,1.0000,1,land,Coronado shore or shoal,0.3,14.10
40.000,0.0250,229.65,0.5,274.37,39.89195,1.0161,1,grid edge,,1074.0,40.05
40.000,0.0250,230.15,0.5,98.55,0,1.0000,1,land,Coronado shore or shoal,0.3,38.00
40.000,0.0250,230.65,0.5,39.39,39.89195,0.9847,1,grid edge,,370.2,41.30
40.000,0.0250,231.15,0.5,90.65,0,1.0000,1,land,Coronado shore or shoal,0.2,14.55
40.000,0.0250,231.65,0.5,134.84,0,1.0000,1,land,Point Loma peninsula,-0.1,11.55
40.000,0.0250,232.15,0.5,82.64,0,1.0000,1,land,Coronado shore or shoal,0.2,24.34
40.000,0.0250,232.65,0.5,57.68,0,1.0000,1,land,Coronado shore or shoal,-4.9,17.45
40.000,0.0250,233.15,0.5,89.61,0,1.0000,1,land,Coronado shore or shoal,-1.4,17.02
40.000,0.0250,233.65,0.5,67.01,0,1.0000,1,land,Coronado shore or shoal,0.2,28.92
40.000,0.0250,234.15,0.5,73.36,0,1.0000,1,land,Coronado shore or shoal,0.2,33.43
40.000,0.0250,234.65,0.5,22.34,0,1.0000,1,land,Point Loma peninsula,-0.1,6.86
40.000,0.0250,235.15,0.5,19.32,0,1.0000,1,land,Point Loma peninsula,0.2,6.87
40.000,0.0250,235.65,0.5,26.27,0,1.0000,1,land,Point Loma peninsula,0.0,6.86
40.000,0.0250,236.15,0.5,326.88,0,1.0000,1,land,Point Loma peninsula,-2.0,6.90
40.000,0.0250,236.65,0.5,330.49,0,1.0000,1,land,Point Loma peninsula,-1.4,6.89
40.000,0.0250,237.15,0.5,78.74,0,1.0000,1,land,Point Loma peninsula,0.2,7.10
40.000,0.0250,237.65,0.5,229.12,0,1.0000,1,land,Point Loma peninsula,-1.2,6.85
40.000,0.0250,238.15,0.5,131.35,0,1.0000,1,land,Point Loma peninsula,-3.4,6.49
40.000,0.0250,238.65,0.5,53.62,0,1.0000,1,land,Point Loma peninsula,-0.3,6.93
40.000,0.0250,239.15,0.5,45.03,0,1.0000,1,land,Point Loma peninsula,-1.1,6.94
40.000,0.0250,239.65,0.5,75.34,0,1.0000,1,land,Point Loma peninsula,-0.2,6.77
40.000,0.0250,240.15,0.5,341.86,0,1.0000,1,land,Point Loma peninsula,0.2,6.16
40.000,0.0250,240.65,0.5,298.22,0,1.0000,1,land,Point Loma peninsula,-0.3,5.92
40.000,0.0250,241.15,0.5,127.83,0,1.0000,1,land,Point Loma peninsula,-1.8,6.11
40.000,0.0250,241.65,0.5,264.45,0,1.0000,1,land,Point Loma peninsula,-0.4,5.88
40.000,0.0250,242.15,0.5,249.33,0,1.0000,1,land,Point Loma peninsula,-2.8,6.00
40.000,0.0250,242.65,0.5,268.74,0,1.0000,1,land,Point Loma peninsula,-3.3,5.81
40.000,0.0250,243.15,0.5,16.80,0,1.0000,1,land,Point Loma peninsula,-3.0,5.82
40.000,0.0250,243.65,0.5,41.40,0,1.0000,1,land,Point Loma peninsula,-9.9,5.83
40.000,0.0250,244.15,0.5,262.21,0,1.0000,1,land,Point Loma peninsula,-1.9,5.81
40.000,0.0250,244.65,0.5,22.52,0,1.0000,1,land,Point Loma peninsula,-4.8,5.73
40.000,0.0250,245.15,0.5,143.11,0,1.0000,1,land,Point Loma peninsula,-0.4,4.50
40.000,0.0250,245.65,0.5,257.05,0,1.0000,1,land,Point Loma peninsula,-1.4,6.26
40.000,0.0250,246.15,0.5,268.04,0,1.0000,1,land,Point Loma peninsula,-1.7,6.06
40.000,0.0250,246.65,0.5,153.01,0,1.0000,1,land,Point Loma peninsula,-1.0,6.27
40.000,0.0250,247.15,0.5,73.62,0,1.0000,1,land,Point Loma peninsula,-3.9,5.76
40.000,0.0250,247.65,0.5,169.04,0,1.0000,1,land,Point Loma peninsula,-4.3,5.72
40.000,0.0250,248.15,0.5,217.57,0,1.0000,1,land,Point Loma peninsula,-1.3,5.51
40.000,0.0250,248.65,0.5,93.06,0,1.0000,1,land,Point Loma peninsula,-0.6,5.38
40.000,0.0250,249.15,0.5,77.32,0,1.0000,1,land,Point Loma peninsula,0.1,5.35
40.000,0.0250,249.65,0.5,77.89,0,1.0000,1,land,Point Loma peninsula,-0.3,6.35
40.000,0.0250,250.15,0.5,177.54,0,1.0000,1,land,Point Loma peninsula,-0.8,5.70
40.000,0.0250,250.65,0.5,288.19,0,1.0000,1,land,Point Loma peninsula,-1.1,5.43
40.000,0.0250,251.15,0.5,209.98,0,1.0000,1,land,Point Loma peninsula,-0.7,5.74
40.000,0.0250,251.65,0.5,267.86,0,1.0000,1,land,Point Loma peninsula,-1.2,5.87
40.000,0.0250,252.15,0.5,121.83,0,1.0000,1,land,Coronado shore or shoal,0.1,8.27
40.000,0.0250,252.65,0.5,67.95,0,1.0000,1,land,Point Loma peninsula,0.3,5.23
40.000,0.0250,253.15,0.5,267.07,0,1.0000,1,land,Point Loma peninsula,-0.4,5.41
40.000,0.0250,253.65,0.5,30.66,0,1.0000,1,land,Point Loma peninsula,0.1,5.30
40.000,0.0250,254.15,0.5,52.25,0,1.0000,1,land,Point Loma peninsula,0.2,5.48
40.000,0.0250,254.65,0.5,274.65,0,1.0000,1,land,Point Loma peninsula,-0.2,4.65
40.000,0.0250,255.15,0.5,45.00,0,1.0000,1,land,Point Loma peninsula,-0.7,4.64
40.000,0.0250,255.65,0.5,207.98,0,1.0000,1,land,Point Loma peninsula,-1.1,4.64
40.000,0.0250,256.15,0.5,324.21,0,1.0000,1,land,Point Loma peninsula,0.3,4.49
40.000,0.0250,256.65,0.5,328.76,0,1.0000,1,land,Point Loma peninsula,0.1,4.48
40.000,0.0250,257.15,0.5,323.87,0,1.0000,1,land,Point Loma peninsula,0.2,4.50
40.000,0.0250,257.65,0.5,328.73,0,1.0000,1,land,Point Loma peninsula,0.2,4.48
40.000,0.0250,258.15,0.5,319.72,0,1.0000,1,land,Point Loma peninsula,0.3,4.39
40.000,0.0250,258.65,0.5,323.16,0,1.0000,1,land,Point Loma peninsula,0.2,4.42
40.000,0.0250,259.15,0.5,325.78,0,1.0000,1,land,Point Loma peninsula,0.3,4.28
40.000,0.0250,259.65,0.5,322.63,0,1.0000,1,land,Point Loma peninsula,0.2,4.37
40.000,0.0250,260.15,0.5,325.06,0,1.0000,1,land,Point Loma peninsula,0.2,4.33
40.000,0.0250,260.65,0.5,331.69,0,1.0000,1,land,Point Loma peninsula,0.2,4.10
40.000,0.0250,261.15,0.5,329.45,0,1.0000,1,land,Point Loma peninsula,0.2,4.16
40.000,0.0250,261.65,0.5,335.49,0,1.0000,1,land,Point Loma peninsula,0.1,4.06
40.000,0.0250,262.15,0.5,336.02,0,1.0000,1,land,Point Loma peninsula,0.3,3.92
40.000,0.0250,262.65,0.5,354.65,0,1.0000,1,land,Coronado shore or shoal,0.3,3.37
40.000,0.0250,263.15,0.5,350.42,0,1.0000,1,land,Coronado shore or shoal,0.3,3.17
40.000,0.0250,263.65,0.5,351.21,0,1.0000,1,land,Coronado shore or shoal,0.2,3.10
40.000,0.0250,264.15,0.5,352.91,0,1.0000,1,land,Coronado shore or shoal,0.3,2.83
40.000,0.0250,264.65,0.5,353.68,0,1.0000,1,land,Coronado shore or shoal,0.2,2.77
40.000,0.0250,265.15,0.5,356.07,0,1.0000,1,land,Coronado shore or shoal,0.2,2.62
40.000,0.0250,265.65,0.5,4.34,0,1.0000,1,land,Coronado shore or shoal,0.3,2.50
40.000,0.0250,266.15,0.5,0.83,0,1.0000,1,land,Coronado shore or shoal,0.2,2.48
40.000,0.0250,266.65,0.5,4.89,0,1.0000,1,land,Coronado shore or shoal,0.3,2.52
40.000,0.0250,267.15,0.5,2.93,0,1.0000,1,land,Coronado shore or shoal,0.3,2.48
40.000,0.0250,267.65,0.5,5.35,0,1.0000,1,land,Coronado shore or shoal,0.3,2.33
40.000,0.0250,268.15,0.5,10.08,0,1.0000,1,land,Coronado shore or shoal,0.3,2.38
