generated_utc,cycle_utc,valid_utc,lead_h,wave_source,site,hs_m,hs_basis,depth_m,hs_5m_m,hs_window_m,hs_offshore_m,period_s,from_deg,build_sha
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T03:00:00Z,111,spectrum,buoy,0.798,buoy,,,,0.798,13.6,218.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T03:00:00Z,111,spectrum,coronado_north,0.919,breaking,1.83,0.756,0.555,0.798,15.6,220.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T03:00:00Z,111,spectrum,coronado_center,0.77,breaking,1.46,0.602,0.58,0.798,15.6,234.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T03:00:00Z,111,spectrum,coronado_south,0.611,breaking,1.27,0.46,0.598,0.798,13.6,243.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T06:00:00Z,114,spectrum,buoy,0.777,buoy,,,,0.777,13.6,216.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T06:00:00Z,114,spectrum,coronado_north,0.903,breaking,2.0,0.753,0.551,0.777,15.6,220.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T06:00:00Z,114,spectrum,coronado_center,0.75,breaking,1.47,0.595,0.576,0.777,14.5,234.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T06:00:00Z,114,spectrum,coronado_south,0.576,breaking,1.43,0.438,0.592,0.777,13.6,245.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T09:00:00Z,117,spectrum,buoy,0.765,buoy,,,,0.765,14.5,217.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T09:00:00Z,117,spectrum,coronado_north,0.907,breaking,1.75,0.753,0.549,0.765,14.5,220.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T09:00:00Z,117,spectrum,coronado_center,0.75,breaking,1.58,0.595,0.573,0.765,14.5,234.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T09:00:00Z,117,spectrum,coronado_south,0.564,breaking,1.27,0.429,0.588,0.765,12.7,244.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T12:00:00Z,120,spectrum,buoy,0.753,buoy,,,,0.753,14.5,218.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T12:00:00Z,120,spectrum,coronado_north,0.902,breaking,2.03,0.753,0.546,0.753,14.5,220.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T12:00:00Z,120,spectrum,coronado_center,0.751,breaking,1.46,0.596,0.57,0.753,14.5,232.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T12:00:00Z,120,spectrum,coronado_south,0.554,breaking,1.38,0.42,0.584,0.753,12.7,243.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T15:00:00Z,123,spectrum,buoy,0.735,buoy,,,,0.735,13.6,214.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T15:00:00Z,123,spectrum,coronado_north,0.906,breaking,1.74,0.751,0.542,0.735,14.5,220.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T15:00:00Z,123,spectrum,coronado_center,0.747,breaking,1.59,0.592,0.564,0.735,14.5,232.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T15:00:00Z,123,spectrum,coronado_south,0.541,breaking,1.25,0.406,0.578,0.735,12.7,241.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T18:00:00Z,126,spectrum,buoy,0.726,buoy,,,,0.726,13.6,214.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T18:00:00Z,126,spectrum,coronado_north,0.909,breaking,1.89,0.755,0.54,0.726,13.6,220.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T18:00:00Z,126,spectrum,coronado_center,0.728,breaking,1.63,0.587,0.561,0.726,14.5,233.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T18:00:00Z,126,spectrum,coronado_south,0.529,breaking,1.31,0.401,0.574,0.726,12.7,240.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T21:00:00Z,129,spectrum,buoy,0.74,buoy,,,,0.74,13.6,214.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T21:00:00Z,129,spectrum,coronado_north,0.928,breaking,1.88,0.775,0.547,0.74,13.6,219.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T21:00:00Z,129,spectrum,coronado_center,0.729,breaking,1.84,0.588,0.568,0.74,13.6,233.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-01T21:00:00Z,129,spectrum,coronado_south,0.528,breaking,1.32,0.401,0.581,0.74,12.7,239.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T00:00:00Z,132,spectrum,buoy,0.778,buoy,,,,0.778,12.7,215.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T00:00:00Z,132,spectrum,coronado_north,0.961,breaking,2.24,0.815,0.568,0.778,13.6,219.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T00:00:00Z,132,spectrum,coronado_center,0.756,breaking,1.51,0.607,0.589,0.778,13.6,232.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T00:00:00Z,132,spectrum,coronado_south,0.551,breaking,1.37,0.415,0.604,0.778,12.7,235.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T03:00:00Z,135,spectrum,buoy,0.826,buoy,,,,0.826,12.7,215.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T03:00:00Z,135,spectrum,coronado_north,1.014,breaking,2.05,0.867,0.6,0.826,12.7,219.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T03:00:00Z,135,spectrum,coronado_center,0.792,breaking,1.54,0.629,0.624,0.826,13.6,231.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T03:00:00Z,135,spectrum,coronado_south,0.563,breaking,1.19,0.42,0.643,0.826,11.9,233.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T06:00:00Z,138,spectrum,buoy,0.853,buoy,,,,0.853,12.7,214.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T06:00:00Z,138,spectrum,coronado_north,1.059,breaking,2.19,0.914,0.627,0.853,12.7,219.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T06:00:00Z,138,spectrum,coronado_center,0.805,breaking,1.75,0.647,0.65,0.853,13.6,231.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T06:00:00Z,138,spectrum,coronado_south,0.567,breaking,1.22,0.426,0.667,0.853,11.9,231.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T09:00:00Z,141,spectrum,buoy,0.86,buoy,,,,0.86,11.9,216.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T09:00:00Z,141,spectrum,coronado_north,1.087,breaking,2.48,0.949,0.648,0.86,12.7,219.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T09:00:00Z,141,spectrum,coronado_center,0.803,breaking,1.63,0.656,0.668,0.86,12.7,230.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T09:00:00Z,141,spectrum,coronado_south,0.554,breaking,1.26,0.424,0.682,0.86,11.9,229.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T12:00:00Z,144,spectrum,buoy,0.859,buoy,,,,0.859,11.9,215.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T12:00:00Z,144,spectrum,coronado_north,1.106,breaking,2.5,0.969,0.661,0.859,12.7,219.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T12:00:00Z,144,spectrum,coronado_center,0.802,breaking,1.65,0.655,0.678,0.859,12.7,230.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T12:00:00Z,144,spectrum,coronado_south,0.543,breaking,1.26,0.418,0.688,0.859,10.4,227.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T15:00:00Z,147,spectrum,buoy,0.843,buoy,,,,0.843,11.9,214.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T15:00:00Z,147,spectrum,coronado_north,1.113,breaking,2.58,0.978,0.669,0.843,12.7,218.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T15:00:00Z,147,spectrum,coronado_center,0.797,breaking,1.66,0.652,0.684,0.843,11.9,230.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T15:00:00Z,147,spectrum,coronado_south,0.539,breaking,1.26,0.412,0.69,0.843,10.4,225.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T18:00:00Z,150,spectrum,buoy,0.837,buoy,,,,0.837,11.9,214.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T18:00:00Z,150,spectrum,coronado_north,1.107,breaking,2.31,0.981,0.674,0.837,11.9,218.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T18:00:00Z,150,spectrum,coronado_center,0.809,breaking,1.75,0.653,0.687,0.837,11.9,229.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T18:00:00Z,150,spectrum,coronado_south,0.529,breaking,1.35,0.41,0.692,0.837,10.4,225.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T21:00:00Z,153,spectrum,buoy,0.853,buoy,,,,0.853,11.9,214.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T21:00:00Z,153,spectrum,coronado_north,1.108,breaking,2.33,0.976,0.674,0.853,11.9,218.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T21:00:00Z,153,spectrum,coronado_center,0.804,breaking,1.91,0.655,0.686,0.853,11.9,229.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-02T21:00:00Z,153,spectrum,coronado_south,0.533,breaking,1.37,0.412,0.691,0.853,10.4,226.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T00:00:00Z,156,spectrum,buoy,0.868,buoy,,,,0.868,11.1,217.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T00:00:00Z,156,spectrum,coronado_north,1.091,breaking,2.62,0.964,0.669,0.868,11.1,218.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T00:00:00Z,156,spectrum,coronado_center,0.814,breaking,1.65,0.654,0.683,0.868,11.9,230.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T00:00:00Z,156,spectrum,coronado_south,0.55,breaking,1.29,0.421,0.69,0.868,10.4,228.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T03:00:00Z,159,spectrum,buoy,0.889,buoy,,,,0.889,11.1,215.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T03:00:00Z,159,spectrum,coronado_north,1.079,breaking,2.4,0.944,0.66,0.889,11.1,218.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T03:00:00Z,159,spectrum,coronado_center,0.818,breaking,1.61,0.648,0.675,0.889,11.1,230.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T03:00:00Z,159,spectrum,coronado_south,0.566,breaking,1.25,0.429,0.685,0.889,10.4,230.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T06:00:00Z,162,spectrum,buoy,0.894,buoy,,,,0.894,10.4,218.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T06:00:00Z,162,spectrum,coronado_north,1.073,breaking,2.08,0.92,0.646,0.894,10.4,218.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T06:00:00Z,162,spectrum,coronado_center,0.809,breaking,1.5,0.637,0.663,0.894,16.6,229.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T06:00:00Z,162,spectrum,coronado_south,0.57,breaking,1.25,0.432,0.676,0.894,10.4,229.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T09:00:00Z,165,spectrum,buoy,0.863,buoy,,,,0.863,10.4,218.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T09:00:00Z,165,spectrum,coronado_north,1.042,breaking,2.28,0.89,0.628,0.863,10.4,218.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T09:00:00Z,165,spectrum,coronado_center,0.775,breaking,1.5,0.621,0.645,0.863,15.6,229.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T09:00:00Z,165,spectrum,coronado_south,0.552,breaking,1.39,0.422,0.657,0.863,10.4,231.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T12:00:00Z,168,spectrum,buoy,0.847,buoy,,,,0.847,9.7,222.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T12:00:00Z,168,spectrum,coronado_north,1.004,breaking,1.96,0.859,0.607,0.847,10.4,218.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T12:00:00Z,168,spectrum,coronado_center,0.759,breaking,1.58,0.602,0.622,0.847,15.6,229.0,3a56233
2026-09-26T17:33:11Z,2026-09-26T12:00:00Z,2026-10-03T12:00:00Z,168,spectrum,coronado_south,0.538,breaking,1.26,0.411,0.633,0.847,10.4,233.0,3a56233
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T12:00:00Z,0,spectrum,buoy,0.945,buoy,,,,0.945,11.1,210.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T12:00:00Z,0,spectrum,coronado_north,1.31,breaking,2.77,1.184,0.827,0.945,12.7,215.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T12:00:00Z,0,spectrum,coronado_center,0.753,breaking,1.71,0.605,0.829,0.945,11.9,225.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T12:00:00Z,0,spectrum,coronado_south,0.544,breaking,1.2,0.41,0.82,0.945,10.4,216.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T15:00:00Z,3,spectrum,buoy,0.957,buoy,,,,0.957,11.9,209.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T15:00:00Z,3,spectrum,coronado_north,1.306,breaking,3.09,1.194,0.842,0.957,12.7,214.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T15:00:00Z,3,spectrum,coronado_center,0.74,breaking,1.83,0.602,0.844,0.957,11.9,225.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T15:00:00Z,3,spectrum,coronado_south,0.532,breaking,1.37,0.412,0.83,0.957,10.4,215.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T18:00:00Z,6,spectrum,buoy,1.0,buoy,,,,1.0,13.6,206.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T18:00:00Z,6,spectrum,coronado_north,1.35,breaking,3.06,1.238,0.874,1.0,13.6,213.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T18:00:00Z,6,spectrum,coronado_center,0.743,breaking,1.79,0.604,0.874,1.0,11.9,224.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T18:00:00Z,6,spectrum,coronado_south,0.547,breaking,1.4,0.427,0.857,1.0,10.4,220.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T21:00:00Z,9,spectrum,buoy,1.048,buoy,,,,1.048,13.6,204.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T21:00:00Z,9,spectrum,coronado_north,1.382,breaking,2.78,1.26,0.9,1.048,13.6,213.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T21:00:00Z,9,spectrum,coronado_center,0.746,breaking,1.7,0.594,0.9,1.048,13.6,224.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-26T21:00:00Z,9,spectrum,coronado_south,0.592,breaking,1.26,0.447,0.879,1.048,12.7,218.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T00:00:00Z,12,spectrum,buoy,1.07,buoy,,,,1.07,12.7,205.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T00:00:00Z,12,spectrum,coronado_north,1.342,breaking,2.7,1.215,0.894,1.07,13.6,213.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T00:00:00Z,12,spectrum,coronado_center,0.722,breaking,1.62,0.573,0.896,1.07,11.9,224.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T00:00:00Z,12,spectrum,coronado_south,0.603,breaking,1.28,0.457,0.875,1.07,12.7,217.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T03:00:00Z,15,spectrum,buoy,1.049,buoy,,,,1.049,12.7,203.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T03:00:00Z,15,spectrum,coronado_north,1.249,breaking,2.93,1.129,0.867,1.049,12.7,213.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T03:00:00Z,15,spectrum,coronado_center,0.702,breaking,1.66,0.561,0.871,1.049,11.9,225.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T03:00:00Z,15,spectrum,coronado_south,0.595,breaking,1.51,0.46,0.85,1.049,12.7,216.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T06:00:00Z,18,spectrum,buoy,1.018,buoy,,,,1.018,12.7,202.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T06:00:00Z,18,spectrum,coronado_north,1.167,breaking,2.72,1.045,0.833,1.018,12.7,213.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T06:00:00Z,18,spectrum,coronado_center,0.69,breaking,1.72,0.554,0.838,1.018,11.9,225.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T06:00:00Z,18,spectrum,coronado_south,0.604,breaking,1.61,0.471,0.819,1.018,12.7,215.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T09:00:00Z,21,spectrum,buoy,0.999,buoy,,,,0.999,11.9,203.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T09:00:00Z,21,spectrum,coronado_north,1.135,breaking,2.36,1.001,0.813,0.999,11.9,213.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T09:00:00Z,21,spectrum,coronado_center,0.712,breaking,1.26,0.55,0.82,0.999,11.9,226.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T09:00:00Z,21,spectrum,coronado_south,0.605,breaking,1.31,0.462,0.8,0.999,11.9,216.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T12:00:00Z,24,spectrum,buoy,1.0,buoy,,,,1.0,11.9,203.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T12:00:00Z,24,spectrum,coronado_north,1.135,breaking,2.49,0.997,0.811,1.0,12.7,213.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T12:00:00Z,24,spectrum,coronado_center,0.717,breaking,1.5,0.557,0.819,1.0,11.9,226.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T12:00:00Z,24,spectrum,coronado_south,0.608,breaking,1.31,0.464,0.798,1.0,11.9,218.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T15:00:00Z,27,spectrum,buoy,1.014,buoy,,,,1.014,12.7,199.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T15:00:00Z,27,spectrum,coronado_north,1.127,breaking,2.32,1.0,0.819,1.014,12.7,213.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T15:00:00Z,27,spectrum,coronado_center,0.713,breaking,1.72,0.565,0.827,1.014,11.9,225.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T15:00:00Z,27,spectrum,coronado_south,0.605,breaking,1.63,0.475,0.806,1.014,11.9,217.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T18:00:00Z,30,spectrum,buoy,1.023,buoy,,,,1.023,11.9,201.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T18:00:00Z,30,spectrum,coronado_north,1.116,breaking,2.37,0.981,0.816,1.023,12.7,213.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T18:00:00Z,30,spectrum,coronado_center,0.714,breaking,1.53,0.565,0.825,1.023,11.9,226.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T18:00:00Z,30,spectrum,coronado_south,0.619,breaking,1.58,0.493,0.803,1.023,11.9,216.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T21:00:00Z,33,spectrum,buoy,1.025,buoy,,,,1.025,11.9,200.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T21:00:00Z,33,spectrum,coronado_north,1.084,breaking,2.26,0.942,0.799,1.025,12.7,213.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T21:00:00Z,33,spectrum,coronado_center,0.713,breaking,1.28,0.552,0.809,1.025,17.8,226.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-27T21:00:00Z,33,spectrum,coronado_south,0.639,breaking,1.4,0.495,0.79,1.025,11.9,216.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T00:00:00Z,36,spectrum,buoy,1.004,buoy,,,,1.004,11.9,200.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T00:00:00Z,36,spectrum,coronado_north,1.048,breaking,2.32,0.905,0.776,1.004,11.9,213.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T00:00:00Z,36,spectrum,coronado_center,0.714,breaking,1.41,0.547,0.787,1.004,16.6,227.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T00:00:00Z,36,spectrum,coronado_south,0.64,breaking,1.3,0.494,0.77,1.004,11.9,216.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T03:00:00Z,39,spectrum,buoy,1.003,buoy,,,,1.003,11.9,199.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T03:00:00Z,39,spectrum,coronado_north,1.032,breaking,2.37,0.899,0.76,1.003,11.9,214.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T03:00:00Z,39,spectrum,coronado_center,0.716,breaking,1.46,0.558,0.772,1.003,16.6,226.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T03:00:00Z,39,spectrum,coronado_south,0.628,breaking,1.61,0.495,0.76,1.003,11.9,210.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T06:00:00Z,42,spectrum,buoy,1.013,buoy,,,,1.013,11.1,200.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T06:00:00Z,42,spectrum,coronado_north,1.067,breaking,2.16,0.925,0.759,1.013,13.6,213.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T06:00:00Z,42,spectrum,coronado_center,0.737,breaking,1.74,0.587,0.772,1.013,16.6,225.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T06:00:00Z,42,spectrum,coronado_south,0.625,breaking,1.62,0.495,0.762,1.013,11.1,207.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T09:00:00Z,45,spectrum,buoy,1.055,buoy,,,,1.055,11.1,200.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T09:00:00Z,45,spectrum,coronado_north,1.094,breaking,2.34,0.95,0.767,1.055,13.6,214.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T09:00:00Z,45,spectrum,coronado_center,0.76,breaking,1.43,0.602,0.779,1.055,16.6,224.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T09:00:00Z,45,spectrum,coronado_south,0.627,breaking,1.42,0.489,0.768,1.055,10.4,206.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T12:00:00Z,48,spectrum,buoy,1.085,buoy,,,,1.085,11.9,199.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T12:00:00Z,48,spectrum,coronado_north,1.089,breaking,2.26,0.947,0.776,1.085,12.7,214.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T12:00:00Z,48,spectrum,coronado_center,0.768,breaking,1.69,0.607,0.787,1.085,16.6,223.0,a1d8e7b
2026-09-26T18:49:24Z,2026-09-26T12:00:00Z,2026-09-28T12:00:00Z,48,spectrum,coronado_south,0.652,breaking,1.42,0.505,0.776,1.085,11.9,205.0,a1d8e7b
